file,noun,verb,condition,sequence,talker,padding,text,translation,comment_padding,comment_text
460.msg,2,0,0,15,3,00000000,"""I think I felt it give a little!""  ",הרגשתי את זה זז קצת!,,
460.msg,2,0,0,16,3,00000000,"""The key is sinking fast!""   ",המפתח שוקע מהר!,,
480.msg,1,0,0,1,3,00000000,"""A gleaming wire! I'm beginning to get an idea about what the Oracle meant!"" ",כבל בוהק! אני מתחיל להבין למה הנביאה התכוונה!,,
480.msg,1,0,0,2,3,00000000,"""I have to admit he's got a strong grip.""  ",אני חייב להודות שיש לו אחיזה חזקה.,,
480.msg,1,0,0,3,3,00000000,"""I guess when he didn't find a treat, the octopus lost interest, huh?""  ","אני מנחש שהתמנון התייאש אחרי שהוא לא מצא חטיף, הא?",,
480.msg,1,0,0,4,3,00000000,"""Hey, let go of me!""   ","היי, עזוב אותי!",,
480.msg,1,0,0,27,3,00000000,"""Phew! Just like skunks!""  ",פיכס! ממש כמו בואשים!,,
480.msg,1,0,0,28,3,00000000,"""After all that effort to get it open? No way!""",אחרי כל המאמצים לפתוח את זה? אין סיכוי!,,
480.msg,2,0,0,1,4,00000000,"""Yow! It's an octopus - we've disturbed his lair.""      ",איה! זה תמנון - הפרענו למאורה שלו.,,
480.msg,2,0,0,3,4,00000000,"""What did I tell you? Octopi are really hung up! I doubt he'll touch it while you're watching. Better hide.""     ",מה אמרתי לך? תמנונים הם מלאי חרדה! אני בספק שהוא ייגע בזה כשאתה מסתכל. כדאי להתחבא.,,
480.msg,2,0,0,4,4,00000000,"""Look out! I think something's moving back there!""      ",היזהר! אני חושב שמשהו זז שם מאחורה!,,
480.msg,2,0,0,5,4,00000000,"""Look at him! He's trying to convince you that he's really a rock. Close but no cigar, huh?""      ","תראה אותו! הוא מנסה לשכנע אותך שהוא בעצם אבן. קרוב אבל לא בדיוק, הא?",,
480.msg,2,0,0,6,4,00000000,"""This is his rock impersonation and rocks don't talk.""  ",זה החיקוי שלו לאבן ואבנים לא מדברות.,,
480.msg,2,0,0,7,4,00000000,"""You'll hurt his feelings if you don't go along with the 'I'm a rock' thing."" ",אתה תפגע ברגשות שלו אם לא תשתף פעולה עם כל הקטע של 'אני אבן'.,,
480.msg,2,0,0,8,4,00000000,"""Look at that - he untwisted the lid. Kind of the Can Opener of the Sea! Harhar!""   ",תראה את זה - הוא פתח את המכסה. הוא ממש פותחן הקופסאות של הים! חה חה!,,
480.msg,2,0,0,12,4,00000000,"""That's a starlet coral. She thinks she's cool.""  ",זה אלמוג כוכבנית. היא חושבת שהיא מגניבה.,,
480.msg,2,0,0,14,4,00000000,"""They're these depresso loner dudes. They like to live by themselves, really antisocial.""    ","הם חבר'ה מתבודדים ומדכאים כאלה. הם אוהבים לחיות לבד, מאוד אנטי-סוציאליים.",,
480.msg,2,0,0,15,4,00000000,"""They'll defend their territory against anyone, especially another octopus. Octopus fighting is not a pretty sight. All those tentacles, you know.""    ","הם יגנו על שטח המחיה שלהם נגד כל אחד אחר, במיוחד תמנונים אחרים. קרב תמנונים זה לא מראה יפה. כל הזרועות האלה, אתה יודע.",,
480.msg,2,0,0,16,4,00000000,"""Hey, you're no amateur! Breaking the coral would kill it, you know!""","היי, אתה לא חובבן! לשבור את האלמוג יהרוג אותו, אתה יודע!",,
480.msg,2,0,0,19,4,00000000,"""Adam, I think I hear someone calling. It seems to be coming from somewhere above us!""   ","אדם, אני חושב שאני שומע מישהו צועק. נראה שזה מגיע מאיפשהו מעלינו!",,
480.msg,2,0,0,20,4,00000000,"""Actually, like octopi! That ink's supposed to be, like, a fake octopus to throw you off the track!"" ","האמת, כמו תמנונים! הדיו אמור להיות, כאילו, תמנון מזויף שיסיח את דעתך!",,
480.msg,2,0,0,21,4,00000000,"""Octopi can change both their color and their texture. I heard of an octopus who had a nervous breakdown trying to make himself look like an oriental rug."" ",תמנונים יכולים לשנות גם את הצבע וגם את המרקם שלהם. שמעתי על תמנון שחווה התמוטטות עצבים כשניסה להיראות כמו שטיח פרסי.,,
480.msg,2,0,0,22,4,00000000,"""I don't know what's in there, Adam. Don't talk loud until we find out.""   ","אני לא יודע מה יש שם, אדם. אל תדבר בקול רם עד שנגלה.",,
480.msg,2,0,0,23,4,00000000,"""Someone's calling for help. I think it's coming from above!"" ",מישהו קורא לעזרה. אני חושב שזה בא מלמעלה!,,
480.msg,2,0,0,24,4,00000000,"""Lookit! An octopus - they're curious about everything but kind of cranky."" ",סתכל! תמנון - הם סקרנים לגבי כל דבר אבל גם קצת עצבניים.,,
480.msg,2,0,0,25,4,00000000,"""Let's back off, Adam and see what happens. I think I hear something in that hole. Find someplace to hide!"" ","בוא נתרחק אדם, ונראה מה קורה. אני חושב שאני שומע משהו בתוך החור הזה. צריך למצוא מקום להסתתר בו!",,
480.msg,2,0,0,26,4,00000000,"""Great idea! That'll smoke out anything that's hiding in there.""",רעיון טוב! זה יבריח החוצה את מה שמתחבא שם בפנים.,,
480.msg,2,0,0,27,4,00000000,"""He's furious! They're such hermits!"" ",הוא רותם מזעם! הם כאלה נזירים!,,
480.msg,2,0,0,28,4,00000000,"""Don't get too close, Adam!""","אל תתקרב יותר מדי, אדם!",,
480.msg,3,0,1,1,99,00000000,Adam has tricked the octopus into fleeing his territory. The lair is empty.,אדם שיטה בתמנון כך שיברח מהטריטוריה שלו. המאורה ריקה.,,
480.msg,3,0,1,2,99,00000000,This part of the reef is in good condition. Nothing needs to be thrown out.,החלק הזה של השונית נמצא במצב טוב. לא צריך לזרוק כלום.,,
480.msg,3,0,1,3,99,00000000,Using the trident on the octopus would cause serious damage to his body parts. ,שימוש בקלשון על התמנון יגרום נזק רציני לחלקי הגוף שלו.,,
480.msg,3,0,1,4,99,00000000,"Adam carefully puts the jar down on the sand. He can tell the octopus is curious.


",אדם מניח את הצנצנת על החול בזהירות. הוא יכול לראות שהתמנון סקרן.,,
480.msg,3,0,1,5,99,00000000,The octopus thinks he's alone now. He sneaks a tentacle out and grabs hold of the jar.,התמנון חושב שהוא לבד עכשיו. הוא מגניב זרוע החוצה ותופס את הצנצנת.,,
480.msg,3,0,1,6,99,00000000,He thoroughly explores the jar. ,התמנון בוחן את הצנצנת באופן יסודי.,,
480.msg,3,0,1,7,99,00000000,"Shaking the jar gets no results. Empty! With disgust, the octopus abandons the jar. That was enough exercise for one morning. ","שקשוק הצנצנת לא מניב תוצאות. היא ריקה! בגועל, התמנון זונח את הצנצנת. מספיק התעמלות לבוקר אחד.",,
480.msg,3,0,1,8,99,00000000,A creeping tentacle firmly grabs Adam's wrist. ,זרוע מזדחלת תופסת בחוזקה את זרועו של אדם.,,
480.msg,3,0,1,9,99,00000000,Putting the jar down here would be useless right now. ,להניח את הצנצנת פה יהיה חסר תועלת כרגע.,,
480.msg,3,0,1,10,99,00000000,"Adam burrows into the soft sponges. From this comfortable hiding spot, he peers out at the octopus.","אדם מתחפר בין הספוגים הרכים. מנקודת המחבוא הנוחה הזו, הוא מתצפת על התמנון.",,
480.msg,3,0,1,11,99,00000000,The octopus doesn't want to play anymore. He's had enough.,התמנון לא רוצה לשחק יותר. היה לו מספיק.,,
480.msg,3,0,1,12,99,00000000,Adam picks up the open jar but keeps one eye on the octopus! ,אדם מרים את הצנצנת הפתוחה אבל ממשיך לשים עין על התמנון!,,
480.msg,3,0,1,13,99,00000000,Adam needs to hide if he wants the octopus to help him.,אדם צריך להתחבא אם הוא רוצה שהתמנון יעזור לו.,,
480.msg,3,0,1,14,99,00000000,This is no time to pop bubbles! ,זה לא זמן לפוצץ בועות!,,
480.msg,3,0,1,15,99,00000000,The red fish streaks across the reef toward the east! ,הדג האדום שוחה במהירות הבזק אל השונית לכיוון מזרח!,,
480.msg,3,0,1,16,99,00000000,The red fish keeps up the speed as it heads back the way it came. ,הדג האדום שומר על אותה מהירות כשהוא חוזר בדרך שבה הוא בא.,,
480.msg,3,0,1,17,99,00000000,A small colony of red sponge flourishes to the north.,מושבה קטנה של ספוג אדום פורחת לכיוון צפון.,,
480.msg,3,0,1,18,99,00000000,"On a hunch, Adam puts the jar down in front of the dark opening.","אינסטנקטיבית, אדם מניח את הצנצנת לפני הפתח השחור.",,
480.msg,3,0,1,19,99,00000000,"An octopus comes charging out to fight the ""other"" octopus in the mirror.  ","תמנון מגיח כדי להלחם בתמנון ה""אחר"" שבמראה.",,
480.msg,3,0,1,20,99,00000000,The lionfish spine contains a paralyzing venom. It would be cruel to use it on the octopus.,קוץ הזהרון מכיל רעל משתק. זה יהיה אכזרי להשתמש בו על התמנון.,,
480.msg,3,0,1,21,99,00000000,Adam nestles into the soft sponges. From here he can keep an eye on the lair.,אדם מתכרבל בין הספוגים הרכים. מכאן הוא יכול להשגיח על המאורה.,,
480.msg,3,0,1,22,99,00000000,It might be a good idea to leave that alone for a while.,יכול להיות שזה רעיון טוב להניח את זה במקומו לזמן מה.,,
480.msg,3,0,1,23,99,00000000,"A large shape is huddled in the lair, but Adam can't see it clearly.","צורה גדולה מצטופפת במאורה, אבל אדם לא יכול לראות אותה בבירור.",,
480.msg,3,0,1,24,99,00000000,It's not a good idea to poke around in hiding places in the reef. Moray eels and other predators love those spots.,זה לא רעיון טוב לדחוף ידיים במקומות מחבוא בשונית. צלופחים מורניים וטורפים אחרים אוהבים להתחבא במקומות כאלו.,,
480.msg,3,0,1,25,99,00000000,Adam shouldn't use that on the creature in the lair until he knows more about it.,לא כדאי שאדם ישתמש בזה על היצור שמאורה עד שהוא יודע יותר עליו.,,
480.msg,3,0,1,26,99,00000000,That won't open the jar.,זה לא יפתח את הצנצנת.,,
480.msg,3,0,1,27,99,00000000,The octopus has returned. He stares balefully at Adam from the safety of his lair.,התמנון חזר. הוא בוהה באדם בזעף מתוך המאורה הבטוחה שלו.,,
480.msg,3,0,1,28,99,00000000,There's no point in using that on the octopus.,אין סיבה להשתמש בזה על התמנון.,,
480.msg,3,0,1,29,99,00000000,Adam picks up the jar. The octopus has removed the lid!,אדם לוקח את הצנצנת. התמנון הסיר את המכסה!,,
480.msg,3,0,1,30,99,00000000,The octopus has opened the jar.,התמנון פתח את הצנצנת.,,
480.msg,3,0,1,31,99,00000000,The creature within the lair stirs but doesn't seem fooled.,"היצור שבתוך המאורה זז, אבל לא נראה ששיטו בו.",,
480.msg,3,0,1,32,99,00000000,The octopus eyes the lure disdainfully. It doesn't fool him.,התמנון מתבונן בפיתיון בזלזול. הפיתיון לא משטה בו.,,
480.msg,3,0,1,33,99,00000000,The jar might still come in handy. Better not throw it away.,הצנצנת אולי תהיה שימושית בהמשך. עדיף לא לזרוק אותה.,,
480.msg,3,0,1,34,99,00000000,Adam sees movement in the lair and thinks better of coming out of hiding.,אדם רואה תנועה במאורה ומחליט לא לצאת מהמחבוא.,,
480.msg,3,0,1,35,99,00000000,The octopus doesn't want to be bagged.,התמנון לא רוצה שיכניסו אותו לשקית.,,
480.msg,3,0,1,36,99,00000000,The octopus loves this dark retreat.,התמנון אוהב את מקום המפלט החשוך הזה.,,
480.msg,3,0,2,1,99,00000000,That won't help living sponges.,זה לא יעזור לספוגים חיים.,,
480.msg,3,0,2,2,99,00000000,Making holes in the sponges won't help.,חירור הספוגים לא יעזור.,,
480.msg,3,0,2,3,99,00000000,"It's useful to gather dead sponges, not living ones.","זה שימושי לאסוף ספוגים מתים, לא חיים.",,
480.msg,3,0,2,4,99,00000000,It's an octopus!,זה תמנון!,,
480.msg,3,0,2,5,99,00000000,The jar lies on the sand near the shadowy lair.,הצנצנת מונחת על החול ליד המאורה החשוכה.,,
480.msg,3,0,2,6,99,00000000,There doesn't seem to be any other creatures in there.,לא נראה שיש עוד יצורים שם בפנים.,,
480.msg,3,0,2,7,99,00000000,The jar's lid has been removed!,המכסה של הצנצנת הוסר!,,
480.msg,3,0,2,8,99,00000000,Adam picks up the open jar.,אדם לוקח את הצנצנת הפתוחה.,,
480.msg,3,0,2,9,99,00000000,"There's nothing over here. However, the octopus has left the cable behind.","אין שם כלום. עם זאת, התמנון השאיר את הכבל מאחור.",,
480.msg,3,0,2,10,99,00000000,Don't do that to the octopus!,אל תעשה את זה לתמנון!,,
480.msg,3,0,2,11,99,00000000,"These are living sponges, so Adam shouldn't pick them.","אלה ספוגים חיים, כך שאסור לאדם לקחת אותם.",,
480.msg,3,0,2,12,99,00000000,The cable might still be useful.,הכבל עשוי להיות עוד שימושי.,,
480.msg,3,0,2,13,99,00000000,The jar is already open.,הצנצנת כבר פתוחה.,,
480.msg,3,0,2,14,99,00000000,The octopus must have opened the jar while Adam was gone.,התמנון בטח פתח את הצנצנת כשאדם לא היה בסביבה.,,
480.msg,3,0,0,1,99,00000000,The coral is formed by many tiny animals building on top of each other.   ,שונית האלמוגים נוצרה על ידי המון חיות זעירות שנבנו אחת על גבי השנייה.,,
480.msg,3,0,0,2,99,00000000,Coral dies sooner or later and gets ground up by the waves. The many-colored types of coral form sand of amazing beauty. ,אלמוגים מתים במוקדם או במאוחר ומתפזרים באמצעות הגלים. סוגי האלמוגים המגוונים יוצרים חול יפהפה.,,
480.msg,3,0,0,3,99,00000000,The dark opening appears fairly deep.       ,הפתח האפל נראה די עמוק.,,
480.msg,3,0,0,4,99,00000000,"Since the octopus doesn't answer, he's clearly not an Elurian.      ","מכיוון שהתמנון לא עונה, הוא בבירור אינו אלורייני.",,
480.msg,3,0,0,5,99,00000000,The skeleton of the brain coral has some interesting openings.  ,יש כמה פתחים מעניינים בשלד של אלמוג המוח. ,,
480.msg,3,0,0,6,99,00000000,Tree coral makes the ocean floor look both strange and familiar.   ,אלמוגים דמויי עץ גורמים לקרקעית הים להיראות זרה ומוכרת בו-זמנית.,,
480.msg,3,0,0,7,99,00000000,Pillar coral is that color at this depth.  ,אלמוגי עמוד הם בצבע הזה בעומק זה.,,
480.msg,3,0,0,8,99,00000000,Coral changes color and size depending on the depth where it grows.  ,אלמוגים משנים צבע וגודל בהתאם לעומק בו הם גדלים.,,
480.msg,3,0,0,9,99,00000000,The staghorn coral is a different color here. ,אלמוגי הקרניים הם בצבע שונה כאן.,,
480.msg,3,0,0,10,99,00000000,A colony of common sponge is building itself up here.    ,נבנית כאן מושבה של ספוגים נפוצים.,,
480.msg,3,0,0,11,99,00000000,"Lettuce coral does resemble its vegetable counterpart. However, it's an animal.   ","אלמוג חסה אכן דומה למקביל שלו מעולם הצומח. עם זאת, הוא בעל חיים.",,
480.msg,3,0,0,12,99,00000000,The eastern side of the reef is showing stress. The coral begins to weaken here.  ,הצד המזרחי של השונית מראה סימני לחץ. האלמוגים מתחילים להיחלש כאן.,,
480.msg,3,0,0,13,99,00000000,"On looking closer, Adam sees that it's really part of a long cable.  ","במבט מקרוב, אדם רואה שזה בעצם חלק מכבל ארוך.",,
480.msg,3,0,0,14,99,00000000,A beautiful array of coral formations continues here but weakens toward the east. ,מקבץ יפיפיה של תצורות אלמוגים ממשיך כאן אך נחלש לכיוון מזרח.,,
480.msg,3,0,0,17,99,00000000,The lair is empty. Its occupant is guarding it from the outside now. ,המאורה ריקה. דייר המאורה שומר עליה מבחוץ עכשיו.,,
480.msg,3,0,0,18,99,00000000,"The sponges form a soft nest here. One of the most ancient species, they can grow tall enough to conceal a human.  ","הספוגים מייצרים קן נעים כאן. אחד מהמינים העתיקים, הם מסוגלים לצמוח גבוה מספיק כדי להחביא בן אדם.",,
480.msg,3,0,0,19,99,00000000,"Seaweed sways in the current, which is moving strongly toward the east. ","אצות נעות בזרם, שנע בחוזקה רבה יותר לכיוון מזרח.",,
480.msg,3,0,0,20,99,00000000,A coiled piece of wire can be seen at the mouth of the dark opening. ,חוט מגולגל נמצא ליד פתח המאורה האפלה.,,
480.msg,3,0,0,21,99,00000000,A reef has many hiding places and reef inhabitants know how to take advantage of them.  ,בשונית האלמוגים יש מקומות מסתור רבים ותושבי השונית יודעים איך לנצל אותם היטב.,,
480.msg,3,0,0,22,99,00000000,The octopus doesn't intend to let Adam have his treasure.  ,התמנון לא מתכוון לאפשר לאדם לקחת את האוצר שלו.,,
480.msg,3,0,0,24,99,00000000,Adam shines the mirror toward the octopus.  ,אדם מכוון את המראה אל התמנון.,,
480.msg,3,0,0,25,99,00000000,"Whoops! The octopus sees Adam! A human! White with fear, he shoots a cloud of ink and flees!   ","אופס! התמנון רואה את אדם! בן אנוש! לבן מרוב פחד, הוא יורה ענן דיו ובורח!",,
480.msg,3,0,0,27,99,00000000,"The octopus peers into the mirror. Red with rage, he charges out to fight the ""other"" octopus!","התמנון מסתכל על המראה. אדום מזעם, הוא מסתער קדימה כדי להילחם בתמנון ה""אחר""!",,
480.msg,3,0,0,29,99,00000000,Adam reaches down and pulls out the cable. ,אדם מתכופף ומושך החוצה את הכבל.,,
480.msg,3,0,0,30,99,00000000,"The octopus, a master of camouflage, has changed the color of his skin to match the lair.","התמנון, מומחה בהסוואה, שינה את צבע עורו כדי להתאים למאורה.",,
480.msg,3,0,0,31,99,00000000,"The lair is empty now, but the octopus is keeping watch outside.","המאורה ריקה עכשיו, אבל התמנון שומר עליה מבחוץ.",,
480.msg,3,0,0,32,99,00000000,Adam does his trick with the mirror again! ,אדם עושה את התעלול עם המראה שוב!,,
480.msg,3,0,0,33,99,00000000,"The octopus is good at lots of things, but remembering isn't one of them. He fell for it again!","התמנון מוכשר בהרבה דברים, אבל זיכרון הוא לא אחד מהם. הוא שוב נפל בפח!",,
480.msg,3,0,0,34,99,00000000,Never tangle with an octopus. So to speak. ,אף פעם אל תסתבך עם תמנון. אם אפשר לומר.,,
480.msg,3,0,0,35,99,00000000,The octopus came back and is just as determined to keep the cable.  ,התמנון חזר והוא עדיין נחוש לשמור על הכבל.,,
480.msg,3,0,0,36,99,00000000,There's nothing more in the octopus' lair. ,אין שום דבר נוסף במאורה של התמנון.,,
500.msg,2,0,0,1,3,00000000,"""Not exactly, Delphineus. It's a useful object."" ","לא בדיוק, דלפיניוס. זה חפץ שימושי.",,
500.msg,2,0,0,2,3,00000000,"""Never mind. Anyhow, it looks like they could have fixed it.""  ","לא משנה. בכל אופן, נראה שהם יכלו לתקן אותו.",,
500.msg,2,0,0,3,3,00000000,"""It's some kind of steel saw!""  ",זה מעין מסור מברזל!,,
500.msg,2,0,0,4,3,00000000,"""Why not just say it's a fishing lure?"" ",למה לא פשוט לומר שזה פיתיון דייג?,,
500.msg,2,0,0,6,3,00000000,"""What's this round thing? Oh, I know, it's called a float.""   ","מה זה הדבר העגול הזה? אה, אני יודע, קוראים לזה מצוף.",,
500.msg,2,0,0,7,3,00000000,"""It's the prophecy again! A floating orb! Not what I expected at all.""  ",זו הנבואה שוב! כדור מרחף! בכלל לא מה שציפיתי לו.,,
500.msg,1,0,0,1,4,00000000,"""Some company or other was drilling for oil down here. They went out of business but really trashed the place first.""  ",איזושהי חברה אחת או אחרת קדחה כאן נפט. הם פשטו רגל אבל ממש הרסו את המקום לפני זה.,,
500.msg,1,0,0,3,4,00000000,"""There's a lot of silt gook in this sand."" ",יש הרבה סחופת צמיגית בתוך החול הזה.,,
500.msg,1,0,0,4,4,00000000,"""Oh, dear, some fish fell for a line, so to speak. You might say it was lured into difficulties.""     ","אוי לא, כמה דגים נפלו ברשת, כמו שאומרים. אפשר לומר שהם נקלעו לקשיים.",,
500.msg,1,0,0,5,4,00000000,"""I've never understood the appeal of naugahyde. Of course, I dislike leather for the obvious reasons.""  ","אף פעם לא הבנתי את הפופולריות של בד דמוי עור. כמובן, אני שונא עור מהסיבות הברורות מאליהן.",,
500.msg,1,0,0,6,4,00000000,"""Gross me out! It's a mess in there.""     ",איזה גועל! הכל כאן בבלאגן.,,
500.msg,1,0,0,7,4,00000000,"""Hey, somebody got rid of a statue."" ","היי, מישהו נפטר מפסל.",,
500.msg,1,0,0,8,4,00000000,"""Yeah? What's it used for?""  ",כן? למה הוא משמש?,,
500.msg,1,0,0,9,4,00000000,"""What and miss the chance for a witty reply?""  ",מה ולפספס את ההזדמנות לשנינויות?,,
500.msg,1,0,0,10,4,00000000,"""Round... Let's see what does that remind me of...""",עגול... בוא נראה מה זה מזכיר לי...,,
500.msg,1,0,0,11,4,00000000,"""Even the Oracle has a sense of humor, I suppose.""",כנראה שאפילו לנביאה יש חוש הומור.,,
500.msg,1,0,0,12,4,00000000,"""The sand here is nasty, Adam. You don't need any.""","החול כאן מגעיל, אדם. אתה לא צריך ממנו.",,
500.msg,1,0,0,13,4,00000000,"""Yech, soggy seats. I wouldn't sit on them if I were you."" ","כן, מושבים ספוגי מים. לא הייתי יושב עליהם אם הייתי אתה.",,
500.msg,1,0,0,14,4,00000000,"""That drill bit reminds me of all the noise and shaking when they were drilling. Makes me nervous just to think about it.""",המקדח הזה מזכיר לי את כל הרעש והרעידות שהיו כשהם עבדו. אני נעשה לחוץ רק מלחשוב על זה.,,
500.msg,3,0,0,1,17,00000000,"""There's just no privacy on this reef. We're going back to the city!"" ",אין שמץ של פרטיות בשונית הזאת. אנחנו חוזרים לעיר!,,
500.msg,4,0,1,1,99,00000000,Adam can't plug the bore hole. He'll have to tell his dad about it later.,אדם לא יכול לסתום את חור הקידוח. הוא יצטרך לספר לאביו עליו מאוחר יותר.,,
500.msg,4,0,1,2,99,00000000,"A fishing lure is snarled around the piling here, but the hook is gone. The lure fools a fish into thinking an attractive meal is swimming by.","פתיון דיג מסובב סביב הכלונסאות כאן, אבל הוו חסר. הפתיון מטעה דגים לחשוב שארוחה טעימה שוחה באזור.",,
500.msg,4,0,1,3,99,00000000,Adam has taken everything of use. ,אדם לקח  כל הדברים היעילים.,,
500.msg,4,0,1,4,99,00000000,The toilet tank is on its side. The lid is jammed over the tank at one corner.,מכל השירותים מונח על צידו. המכסה תקוע מעל המכל בפינה אחת שלו.,,
500.msg,4,0,1,5,99,00000000,Prying out a broken light would be pointless. It wouldn't even be illuminating.,שליפת המנורה השבורה חסרת טעם. היא אפילו לא תצליח להאיר.,,
500.msg,4,0,1,6,99,00000000,Adam places the trident under one corner of the tank lid and yanks.  The lid pops off and falls to the sand. ,אדם נועץ את הקלשון מתחת לפינה של מכסה המכל ולוחץ. המכסה מתרומם ונופל לחול.,,
500.msg,1,0,1,13,99,00000000,The red fish spots Adam and heads back the way he came. ,הדג האדום מבחין באדם וחוזר לכיוון ממנו הוא בא.,,
500.msg,1,0,1,14,99,00000000,The red fish speeds off to the east. It seems to be heading for deeper water. ,הדג האדום שוחה במהירות לכיוון מזרח. נראה שהוא מכוון למים עמוקים יותר.,,
500.msg,4,0,1,15,99,00000000,The metal hammer head has fallen off. This hammer will never rap again.  ,ראש הפטיש המתכתי נפל. הפטיש לעולם לא יכה שנית.,,
500.msg,4,0,1,16,99,00000000,The hammer head is useless.,ראש הפטיש חסר תועלת.,,
500.msg,4,0,1,17,99,00000000,Adam places the remains of the hammer in the garbage bag.,אדם מניח את שאריות הפטיש בשקית האשפה.,,
500.msg,4,0,1,18,99,00000000,Adam picks up the brightly-colored fishing lure.,אדם מרים את הפתיון הצבוע בצבעים עזים.,,
500.msg,4,0,1,19,99,00000000,The hook is gone and the lure might still be useful. It shouldn't be thrown away.,הוו כבר אינו כאן והפתיון עשוי להיות יעיל. לא כדאי לזרוק אותו.,,
500.msg,4,0,1,20,99,00000000,That might damage the contents.,זה עשוי לפגוע במה שבפנים.,,
500.msg,4,0,1,21,99,00000000,That won't cure the toilet!,זה לא ירפא את האסלה!,,
500.msg,4,0,1,22,99,00000000,That would be a spineless thing to do!,זה יהיה מעשה חסר חוט שדרה!,,
500.msg,4,0,1,23,99,00000000,Wrapping the toilet up would serve no purpose.,לעטוף את האסלה לא ישרת אף מטרה.,,
500.msg,4,0,1,24,99,00000000,No sense in putting the float back.,אין סיבה להחזיר את המצוף.,,
500.msg,4,0,1,25,99,00000000,"The shell is sharp, but it won't cut through porcelain.","הקונכייה חדה, אבל היא לא יכולה לחתוך פורצלן.",,
500.msg,4,0,1,26,99,00000000,That won't fix the toilet.,זה לא יתקן את האסלה.,,
500.msg,4,0,1,27,99,00000000,Don't pry - at least not again. ,אל תחטט - לפחות לא שוב.,,
500.msg,4,0,1,28,99,00000000,Adam might need the hacksaw. It's still strong and sturdy.,אדם אולי יצטרך את המסור. הוא עדיין חזק ועמיד.,,
500.msg,4,0,1,29,99,00000000,These fins were used to guide the submersible through the water.,הסנפירים האלה שימשו להדרכת הצוללת במים.,,
500.msg,4,0,1,30,99,00000000,Don't be finny!,אל תהיה מצחיק!,,
500.msg,4,0,1,31,99,00000000,The drill bit is still covered with oil and silt.,המקדח עדיין מכוסה בנפט וטין.,,
500.msg,4,0,0,1,99,00000000,The rig is broken down and abandoned. It's not in good working order.    ,הציוד שבור ונטוש. הוא לא יעבוד כמו שצריך.,,
500.msg,4,0,0,2,99,00000000,The coral is smothered in silt from the drilling.  ,האלמוגים חנוקים על ידי הסחופת מהקידוח.,,
500.msg,4,0,0,3,99,00000000,Some kind of underwater maintenance vehicle has broken down here. The fish and plants are slowly taking it over. A storage panel is just behind the sodden seats.   ,איזשהוא כלי תחזוקה תת-ימי שבק חיים כאן. הדגים והצמחים משתלטים עליו אט אט. תיבת אחסון נמצאת בדיוק מאחורי הכסאות ספוגי המים.,,
500.msg,4,0,0,4,99,00000000,The panel is closed.   ,התיבה סגורה.,,
500.msg,4,0,0,5,99,00000000,Whoever was in the boat used the hatch to escape. Now it's crumpled and rusted.  ,מי שלא היה בספינה השתמש בצוהר כדי להמלט. כעת הוא מרוסק וחלוד.,,
500.msg,4,0,0,6,99,00000000,Little healthy coral remains in this part of the reef. The cause is clear - an abandoned drilling rig has spread waste and silt through the area. ,מעט מאוד אלמוגים בריאים נותרו בחלק הזה של השונית. הסיבה ברורה - אסדת קידוח נטושה הותירה פסולת וסחף רב באזור.,,
500.msg,4,0,0,9,99,00000000,The toilet seat has taken a nose dive.  ,אסלת השירותים עשתה קפיצת ראש.,,
500.msg,4,0,0,10,99,00000000,The lid of the toilet tank is jammed in place.   ,המכסה של הניאגרה תקוע במקום.,,
500.msg,4,0,0,11,99,00000000,More glowing dead fish litter the ocean floor here. Adam notices an increasing number of them to the east.   ,עוד דגים זוהרים מתים ממלאים את קרקעית האוקיינוס. אדם מבחין במספר גדול שלהם למזרח.,,
500.msg,4,0,0,15,99,00000000,The pilings are buried deep in the ocean floor. Adam can't budge them. ,הכלונסאות קבורות עמוק בקרקעית האוקיינוס. אדם לא יכול להזיז אותן.,,
500.msg,4,0,0,17,99,00000000,"The toilet has a broken valve. However, the round, rubber float is in good condition. ","באסלה יש שסתום שבור. עם זאת, מצוף הגומי העגול עדיין במצב טוב.",,
500.msg,4,0,0,18,99,00000000,"Adam picks up the hammer, but it crumbles into rust. ","אדם מרים את הפטיש, אבל הוא מתפורר לאבק.",,
500.msg,4,0,0,19,99,00000000,An old hammer covers another tool.   ,פטיש ישן מסתיר כלי עבודה נוסף.,,
500.msg,4,0,0,21,99,00000000,Adam picks up the steel saw.   ,אדם לוקח את מסור הפלדה.,,
500.msg,4,0,0,22,99,00000000,The light on the nose of the submersible made it possible to explore the dark ocean depths. ,האור שבחרטום הצוללת אפשר לה לחקור את מעמקי האוקיינוס החשוכים.,,
500.msg,4,0,0,23,99,00000000,The light is broken beyond repair. ,הפנס שבור ואינו ניתן לתיקון.,,
500.msg,4,0,0,24,99,00000000,Nothing of importance remains inside the panel. ,לא נותר שום דבר בעל חשיבות בתוך הלוחית.,,
500.msg,4,0,0,25,99,00000000,Adam pulls the toilet float from inside the tank.  ,אדם מושך את מצוף האסלה מתוך מכל ההדחה.,,
500.msg,4,0,0,26,99,00000000,Several plants and coral formation have struggled against the silt... and lost.,כמה צמחים ואלמוגים נאבקו בסחופת... והפסידו.,,
500.msg,4,0,0,27,99,00000000,There's too much debris here to clear. ,יש כאן יותר מדי פסולת משאפשר לפנות.,,
