"room","idx","original","translated","comments",""
"421","20","Yes, that's an elevator.","כן, זו מעלית.","",""
"421","21","You don't see one here.","אינך רואה כאן אחד כזה.","",""
"421","22","Gee, button one says ""Up"" and one says ""Down"".","בחיי, על כפתור אחד כתוב ""למעלה"" ועל השני ""למטה"".","",""
"421","23","You're not close enough.","אתה לא קרוב מספיק.","",""
"421","24","Nothing happens.","שום דבר לא קורה.","",""
"421","25","OK","בסדר","",""
"421","26","I don't think he's interested in talking.","לא נראה לי שהוא מעוניין לדבר.","",""
"421","27","You don't see anyone here to talk to.","אתה לא מוצא כאן בן שיחה.","",""
"421","28","That wouldn't do much good.","טוב לא ייצא מזה.","",""
"421","29","There's no need for that now.","אין צורך בכך כרגע.","",""
"421","30","Not now.","לא עכשיו.","",""
"421","31","There's no way you could do that.","אין מצב שאתה מסוגל לעשות את זה.","",""
"421","32","You already took it.","כבר לקחת את זה.","",""
"421","33","You don't seen one here.","לא ראית כאן אחד.","",""
"421","34","Ok.","בסדר.","",""
"421","35","There is no way you could carry all that.","אין לי מושג איך אתה הולך לסחוב את כל זה.","",""
"421","36","No way!","אין סיכוי!","",""
"421","37","Just go there.","פשוט תלך לשם.","",""
"421","38","That's nice in theory, but you'd need to find some way to put it into practice.","בתיאוריה זה נחמד, אולם תצטרך למצוא דרך ליישם את זה בפועל.","",""
"421","39","That wouldn't help any.","זה לא יעזור בכלל.","",""
"421","40","You would have a better chance of surviving if you took the elevator.","סיכויי ההישרדות שלך ישתפרו משמעותית אם תשתמש במעלית.","צ. הגהתי",""
"421","41","You have no way of doing that.","אין לך שום סיכוי לעשות את זה.","",""
"421","42","You really are not all that fond of heights.","אתה לא חובב גבהים מושבע.","",""
"421","43","That wouldn't accomplish much.","לא תרוויח מזה דבר.","",""
"421","44","You missed!","פספסת!","",""
"421","45","Unfortunately, the pulley has come to the end of its track.","למרבה הצער, הגלגלת הגיעה לסוף המסלול שלה.","",""
"421","46","It's too late now.","מאוחר מדי עכשיו.","צ. הגהתי",""
"421","47","
Reaching up, you give the rope pulley a mighty shove.

","מגשש למעלה, אתה נותן לגלגלת וואחד דחיפה.","",""
"421","48","Hey! What's going on here! Didn't you read the sign saying we're closed for repairs?","היי! מה קורה כאן! האם לא קראת את השלט בו נכתב כי אנו סגורים לשיפוצים?","",""
"421","49","Oh! I see you've gotten rid of that grease swilling android.
Never did like that terminator series.
Good riddance to bad circuits!","אה! אני רואה שניפטרת מהרובוט הצורך שמן הזה.
אף פעם לא חיבבתי את סדרת המחסלים הזאת.
ברוך שפטרנו ממעגלים שרופים!","",""
"421","50","Well, you might as well ride down with me.","ובכן, אתה יכול גם ליסוע איתי למטה.","",""
"421","51","Come on, come on! I don't have all day.","יאללה, יאללה! אין לי את כל היום.","",""
"470","0","The cast-off refuse of a dozen worlds clings to every available surface of the store.  You're astonished at the diversity.  You're even more astonished that someone would buy this stuff.","מוצרים פגומים שנזרקו בכל רחבי הגלקסיה נצמדו לכל פינה פנויה ברחבי החנות. אתה המום מהמגוון. אתה עוד יותר המום שמישהו בכלל קונה את הזבל הזה.","",""
"470","1","The glass counter, smeared with the fingerprints (and who knows what else) of countless off-world species, covers an impressive array of over-priced rocks and gems.  Atop the counter is a rack of colorful post cards from all corners of the galaxy.","דלפק הזכוכית, מרוח בטביעות אצבע (ומי יודע מה עוד) של אינסוף גזעים חוץ-עולמיים, מכוסה באוסף מרשים של אבני חן ויהלומים במחירים מופקעים. במרומי הדלפק נראה מתלה עם גלויות צבעוניות מכל קצוות תבל.","",""
"470","2","Imagine, if you will, a sleazy tourist trap in the middle of the howling desert on Phleebhut.   The proprietor looks like the unfortunate offspring of a union between a squid and a Vorlian gas beast.  His keen business mind and utter lack of scruples afford him a comfortable living here on the backside of civilization.","דמיין, אם תואיל, מלכודת תיירים מפוקפקת בלב המדבר הנורא של פליבאט. הבעלים נראה כמו צאצא חסר מזל של שילוב בין תמנון למפלצת גז וורליאנית. חוש עסקי מפותח והיעדר מוחלט של נקיפות מצפון הקנו לו חיים נוחים כאן בחצר האחורית של הציוויליזציה.","",""
"470","3","A mouth whose favorite word is 'money' grins at you between sales pitches.","פה שהמילה החביבה עליו היא 'כסף' גיחך אליך מבין שלטי הפרסומות.","",""
"470","4","The bulging, reptilian eyes scan you greedily.","העיניים הזחליות הבולטות סרקו אותך בחמדנות.","",""
"470","5","This is not Police Quest.","אנחנו לא ב'פוליס קווסט'.","",""
"470","6","The skull of a horned Phleebeast hangs from the rafters.","גולגולת בעל קרניים פליבאטי תלויה מהתקרה.","",""
"470","7","Many colorful gems are proudly displayed.   Why.. Those green gems at the end there look just like the orium in your pocket.","יהלומים ססגוניים לרוב מוצגים בגאווה מופגנת. רגע.. היהלומים הירוקים בקצה שם נראים בדיוק כמו האוריום בכיסך.","",""
"470","8","Many colorful gems are proudly displayed.   Why.. Those green gems at the end there look just like the orium you found in the swamp on Labion.","יהלומים ססגוניים לרוב מוצגים בגאווה מופגנת. רגע.. היהלומים הירוקים בקצה שם נראים בדיוק כמו האוריום שמצאת בביצות לביון.","",""
"470","9","The floor below, the ceiling above. The physical laws of the universe are unchanging.","הרצפה למטה, התקרה למעלה, חוקי הפיזיקה של היקום תקפים בכל מקום.","",""
"470","10","The pleasant landscape of Phleebhut stretches to the horizon.","הנוף המרהיב של פליבאט משתרע עד מעבר לאופק.","",""
"470","11","The walls keep the ceiling and the floor from slamming into each other.","הקירות מונעים מהתקרה והרצפה להתנגש אחת בשניה.","",""
"470","12","The glass is, as usual, transparent.","הזכוכית, כמו תמיד, שקופה.","",""
"470","13","The rack holds many interesting postcards.","על המתלה מתנוססות גלויות מעניינות לרוב.","",""
"470","14","Mercifully, it covers his somewhat repulsive body.","למרבה המזל, זה מכסה את גופו הדוחה למדי.","",""
"470","15","The shelves are arrayed with some fine examples of the natural wonders of this planet.  Also some worthless junk that can only be found in a fine tourist establishment such as this.","על המדפים ערוכות כמה דוגמאות מייצגות מפלאי הטבע של הכוכב. וכמובן כמו בכל מוסד תיירותי מהולל תוכלו למצוא כאן כמויות של זבל חסר כל ערך.","",""
"470","16","He's not listening to you, he likes the sound of his own voice too much.","הוא לא מקשיב לך, הוא מעריץ את הצליל של הקול שלו יותר מדי.","",""
"470","17","Come on, don't tear the place up!","בוא'נה, אל תהפוך את כל המקום על יושביו!","",""
"470","18","You've come this far without resorting to crime; don't start now.","עברת כברת דרך ארוכה מבלי להתדרדר לפשע; חבל שתתחיל עכשיו.","",""
"470","19","Not a real appealing thought.","דרך חשיבה לא מלבבת במיוחד.","",""
"470","20","You don the jaunty hat.  You feel more sporty already!","אתה חובש את המגבעת המהודרת. אתה כבר חש יותר ספורטיבי!","",""
"470","21","OK","בסדר","",""
"470","22","You're not wearing the hat.","אתה לא חובש את הכובע.","",""
"470","23","Everything has a price around here.  You'll have to try buying it.","לכל דבר יש מחיר. תיאלץ לקנות אותו.","",""
"470","24","Admittedly, they're very nice, but you already own one.","עם יד על הלב, הם ממש נחמדים, אבל כבר יש לך אחד.","",""
"470","25","That doesn't seem to be available.","לא נראה שזה זמין.","",""
"470","26","Come on, noboby buys that stuff!","בחייך, אף אחד לא קונה את הזבל הזה!","צ. הגהתי",""
"470","27","Sorry friend, these gems are just for gawkin'at. They're quite valuable don'tcha know.","סליחה חבר, היהלומים הם לראותם בלבד. הם יקרים מאד אם לא הבנת.","",""
"470","28","If you wanted Orium, you shouldn't have sold your only piece!","אם היית רוצה אוריום, לא היית צריך למכור את החתיכה האחרונה שלך!","",""
"470","29","You almost buy one, then realize that you don't have any friends to send one to.","אתה כמעט קונה אחד, ואז נזכר שאין לך למי לשלוח כי אין לך שום חברים.","",""
"470","30","""A wise choice.  I'm sure you'll be very, very pleased!""","""בחירה נבונה. בטוחני כי תהיה מאד מאד מרוצה!""","",""
"470","31","Everything here costs 25 buckazoids, and you don't have that much!","הכל כאן עולה 25 זוזואידים, ואין לך סכומים כאלה!","",""
"470","32","You don't have one.","אין לך כזה דבר.","",""
"470","33","Howdy, stranger!  The name's Blatz, Fester Blatz.  Welcome to World o' Wonders.  Go ahead, have a look at some of the trendiest items in the known universe.  Make the most of your vacation buckazoid!
","אהלן, זר! השם הוא בלאץ, פסטר בלאץ. ברוך הבא ל'עולם הפלאות'. תרגיש חופשי למשש כמה מהמוצרים החמים ביותר ביקום המוכר. הפק את המירב מזוזאודי החופשה.","צ. הגהתי",""
"470","34","Pestulon, Pestulon.  Isn't that a deodorant?  No, no, that's PestBeGone.  Hmmmm, I think Pestulon's just south of the Lungfish Nebula.  Yeah, I'm sure that's where it is.","פסטולון, פסטולון. זה לא דיאודורנט? לא, לא, זה קוטל יתושים. הממממ, אני חושב שפסטולון נמצאת דרומית לנבולה דג-ריאה. כן, אני בטוח שזה שם.","תקנתי שגיאת הקלדה",""
"470","35","They make Astro Chicken, don't they?  Kind of a hush hush operation from what I hear.  I've heard rumors that they're involved in the Two Guys From Andromeda kidnapping.","הם מכינים אסטרו-עוף, נכון? סוג של מבצע חשאי ממה ששמעתי. מסתובבות שמועות שהם מעורבים בחטיפת שני הבחורים מאנדרומדה.","צ. הגהתי",""
"470","36","
Thanks for stop'n by!  Hey, looks like that lightning is gettin' close, better be careful out there!

","תודה שקפצת לבקר! היי, נראה שסופת ברקים מתקרבת, תיזהר שם בחוץ!","",""
"470","37","How about a nice Orat on a Stick! The kids'll just love this!  We're talkin' hours of fun for the whole family! Just look how cute this little guy is!

","מה עם איזה אוראט מגניב על מקל! הילדים פשוט יעופו עליו! אנחנו מדברים על שעות של הנאה לכל המשפחה! תראה איזה דבר חמוד זה!","",""
"470","38","Now here's a red-hot item, the Official Astro Chicken Flight Hat!  You'll really turn some heads in this sporty little number!  It's modeled after the hot new arcade game that's sweeping the galaxy.","הנה מוצר לוהט במיוחד, כובע הטיסה הרשמי של אסטרו-עוף!
אתה בהחלט תסובב כמה ראשים עם ההצגה הספורטיבית הזאת!
הוא ממותג על פי משחק הארקייד החדש שמשגע את הגלקסיה!","",""
"470","39","Goin' to any high-temp planets?  This nice pair of ThermoWeave underwear'll keep your internal environment pleasant on even the sweatiest worlds.

","בדרך לכוכב לוהט כלשהו? זוג תחתוני תרמו-בד אופנתיים ישמרו על 
אווירה פנימית נעימה אפילו בעולמות המזיעים ביותר.","",""
"470","40","
You just take your time, ya hear?
Don't feel pressured to buy anything.

","אתה לוקח את הזמן שלך, שומע?
שלא תרגיש בלחץ לקנות משהו.","",""
"470","41","I seen ya eyein' the display case.  You'll notice a very nice collection of orium crystals.  I think you'll agree that they're some of the highest quality gems on this hemisphere.  And priced to sell, too!","ראיתי אותך בוחן את הויטרינה. בטח שמת לב לאוסף המרהיב של גבישי האוריום. אני מאמין שתסכים איתי שהם בין היהלומים האיכותיים ביותר בחלק הזה של היקום. וערכם לא יסולא בפז!","",""
"470","42","
My, my, that certainly is one fine hunk o' orium!


","מדהים, זהו בהחלט גוש אוריום נאה במיוחד!","",""
"470","43","
Well, 'fraid I can't go any higher.
Maybe some other time, eh?

","לצערי אינני יכול לעלות גבוה יותר.
אולי פעם אחרת, אה?","",""
"470","44","
Yessiree, that's one fine hunk o' orium!
Course, the orium market's a little slow today...

","כן אדוני, זהו גוש אוריום מכובד ביותר!
אם כי עסקי האוריום מעט יגעים בימים אלה...","צ. הגהתי",""
"470","45","
Well, OK. Ya drive a hard bargain, stranger.
Maybe some other time, eh?

","טוב בסדר. אתה מנהל מו""מ קשוח, זר.
אולי פעם אחרת, אה?","",""
"470","46","""I'll take it off your hands for %d buckazoids.

Whaddya say?""","""אשחרר אותך מזה תמורת %d זוזואידים.

מה אתה אומר?""","",""
"471","0","You examine one of the many interesting post cards.","אתה בוחן את אחת מהגלויות המרתקות.","",""
"471","1","             Arrakis                             Place
A great spot for winter travel,              Stamp
Arrakis holds many delights for               Here
the adventurous vacationer.
Nothing can compare with a
blinding dust storm, or being
crushed by a sandworm.

","       אראקיס                                                   כאן
כמקום נהדר לטיול חורפי,                              מדביקים
אראקיס טומנת בחובה תענוגות רבות                  בול
עבור הנופש ההרפתקן.
דבר לא ישווה לסופת חול מעוורת,
או לתולעת חולות מוחצת.","",""
"471","2","     Black Hole Bertha                       Place
Like a giant interstellar                     Stamp
vacuum, Black Hole Bertha                  Here
comes sweeping through the
galaxy. All travelers are
advised to stay away from Bertha.
Just buy the post card, then
tell everyone you went there.

","         ברתה חור שחור                                          כאן
כמו שואב אבק עצום בין-כוכבי,                            מדביקים
ברתה מסתחררת לה ברחבי הגלקסיה.                     בול
הנוסעים מתבקשים שלא להתקרב לברתה.
פשוט תקנה את הגלויה ותוכל לספר לכולם
שהיית שם.
","",""
"471","3","             Ortega                             Place
The volcanoes of Ortega are                 Stamp
constantly reshaping its                       Here
surface. Dressed in heat
resistant underwear, the hearty
traveler can find a lava lovers
paradise on this starkly
enjoyable planet.

","              אורטגה
התפרצויות הגעש באורטגה מעצבות                    כאן
מחדש את פניה ללא הרף. חמוש                       מדביקים
בתחתונים עמידים לחום, עשוי הנוסע                   בול
האמיץ למצוא גן עדן לחובבי לבה
בכוכב הכל כך מענה הזה.","",""
"471","4","         RobertaLand                           Place
Come join the fun at the                      Stamp
funpark of the future!                         Here
See characters from your
favorite stories come to
life again and again.
Recently revised, so don't
miss a single thrilling scene.

","            רוברטהלנד                                         כאן
בוא לעשות כיף בלונה פארק העתיד!               מדביקים
פגוש דמויות מהאגדות האהובות עליך                 בול
מתעוררות לחיים שוב ושוב.
הפארק שופץ זה עתה, אז אל תפספס
את אף אחד מהמתקנים המלהיבים שלנו.","",""
"471","5","   Beta Alpha Starless Region               Place
Looking for some real                      Stamp
solitude? Come to a place                   Here
that's so far from everything
that you can't even see stars.
Mind-numbing boredom greets
you as you drift aimlessly
through nothing. A must for the
brain-dead!

","         מחוז נטול כוכבים בתא אלפא                              כאן
צמא לבדידות של ממש? בוא למקום כל כך רחוק          מדביקים
שאפילו כוכבים לא רואים משם. שעמום מרדים מוח         בול
יטשטש אותך תוך שאתה נסחף ללא מטרה 
דרך השומכלום. חובה לסובלים ממוות מוחי!","",""
"471","6","             Achoron                            Place
The friendly creatures of                    Stamp
Achoron are a delight for                     Here
young and old alike. Tame
enough to come right up and
caress you, yet wild enough to
slash you to shreds if provoked.

","              אצ'ורון                                                      כאן
יצוריה הידידותיים של אצ'ורון מספקים הנאה            מדביקים
לצעירים ומבוגרים כאחד. מאולפים כדבעי                    בול
בכדי לגשת אליך וללטף אותך, אך גם פראים עד כדי
קציצתך לגזרים לו תעז להתגרות בהם.","",""
"501","0","It seems like this entire planet is one vast expanse of desert. About all you see is sand and rocks.","נראה שכל הכוכב הינו מדבר אחד גדול. כל מה שאתה רואה בערך זה חול וסלעים.","",""
"501","1","The ground beneath your feet is composed of an unusually colored sand. Other than it's bizzare coloration, you have no other interest in it. However... as you expectorate a mouthful of the wind blown sand you briefly reminisce about your adventure on Kerona (SQ I ).","האדמה מתחת לרגליך מורכבת מחול צבעוני יוצא דופן. מעבר לצבעו הביזארי, אינך מגלה בו כל עניין. אולם... כשאתה יורק במלוא הפה מן החול סחוף הרוח צפים בך זכרונות מתוקים מהרפתקת קרונה (מסע בחלל 1).","",""
"501","2","There are sand dunes over most of Phleebhut. They hold no particular interest for you, except as an annoying obstacle to your progress.","דיונות חול מכסות את רוב שטחה של פליבאט. הן לא מעוררות בך עניין כלשהו, מלבד היותן אבן נגף טורדני בדרכך.","",""
"501","3","The ground beneath your feet is composed of an unusually colored sand. Other than it's bizarre coloration, you have no other interest in it. However... as you expectorate a mouthful of the wind blown sand you briefly reminisce about your adventure on Kerona (SQ I ).","האדמה מתחת לרגליך מורכבת מחול צבעוני יוצא דופן. מעבר לצבעו הביזארי, אינך מגלה בו כל עניין. אולם... כשאתה יורק במלוא הפה מן החול סחוף הרוח צפים בך זכרונות מתוקים מהרפתקת קרונה (מסע בחלל 1).","",""
"501","4","You notice flashes of lightning to the north. You hope it doesn't move this way.","אתה מביט בעיניים קרועות בסופת ברקים בצפון. אתה יכול רק לקוות שהיא לא תשעט לכיוונך.","",""
"501","5","The sky is alive with electrical activity as large ominous clouds make their way across the darkened sky.","השמים לוהטים מפעילות חשמלית עת עננים גדולים מבשרי רעות עושים את דרכם על רקע הרקיע הקודר.","",""
"501","6","You see your feet.","אתה רואה את הרגליים שלך.","",""
"501","7","What a cute little scorpazoid! Perhaps you should pick it up and take it with you.","איזה עקרבזויד חמוד! אולי כדאי שתרים אותו ותיקח אותו איתך.","",""
"501","8","You don't see one here.","אינך רואה כאן אחד כזה.","",""
"501","9","A range of craggy peaks appear on the horizon far to the north. Occasionally, one is struck by lightning.","שרשרת פסגות מסולעות נמוגות באופק הרחק בצפון. מפעם לפעם, ברק מסנוור פוגע בהן.","",""
"501","10","Hmm. The footprints seem to be following you. I wonder who they could belong to.","הממ. נראה שהעקבות עוקבות אחריך. תמהני למי הן שייכות.","",""
"501","11","You don't see any here.","אינך רואה כאן כאלה בכלל.","",""
"501","12","The worn rocks seem to give evidence of millions of years of fierce sandstorms. Sure hope one of them doesn't come up while you're here.","הסלעים הסחופים מעידים כאלף עדים על סופות חול עזות שמשתוללות כאן מזה מיליוני שנים. נותר רק לקוות שאחת כזאת לא תכה בך בעודך כאן.","",""
"501","13","Yes, those are clouds. I wonder if they contain water vapor, or some highly toxic substance such as ...","כן, אלה עננים. אני תוהה אם הם מכילים אדי מים, או סתם חומר רעיל ביותר כמו...","",""
"501","14","The mountains are closer now.","ההרים קרובים יותר כעת.","",""
"501","15","You don't see any reason to do that.","אינך רואה כל סיבה לעשות זאת.","",""
"501","16","You don't see any reason to do that. Besides, most of them are too big to carry anyway.","אינך רואה כל סיבה לעשות זאת. וחוץ מזה, רובם גדולים מכדי שתוכל לשאת אותם.","",""
"501","17","You'll have to get close enough first.","תצטרך להתקרב קודם כל.","",""
"501","18","You can run, but you can't hide.","אתה יכול לברוח, אך לא תוכל להסתתר.","",""
"501","19","You might chap your delicate hands since you don't have a shovel.","אתה עלול לסדוק את כפות ידיך הענוגות מאחר ואין ברשותך את חפירה.","",""
"501","20","You need to get close enough.","אתה צריך להתקרב עוד.","",""
"501","21","That would serve no purpose.","שום תועלת לא תצמח מכך.","",""
"501","22","I don't think he's interested in talking.","לא נראה שהוא מעוניין לשוחח.","",""
"501","23","You don't see anyone here to talk to.","אינך רואה כאן מישהו שניתן לנהל איתו שיחה.","",""
"503","0","You are in","אתה בפנים","",""
"503","1","The invisibility belt is now out of power.","חגורת ההיעלמות נטולת אנרגיה כעת.","",""
"503","2","It's already on.","היא פועלת כבר.","",""
"503","3","OK","בסדר","",""
"503","4","It's already dead.","הוא כבר מת.","",""
"503","5","It's already off.","היא כבויה כבר.","",""
"503","6","Where'd he go? I could have sworn... Nah, couldn't be.","לאן הוא נעלם? אני מוכן להישבע... לא, אין מצב.","",""
"503","7","You here someone coming toward you.","אתה שומע מישהו מתקרב לכיוונך.","",""
"503","8","There he is!","הנה הוא!","",""
"511","0","OH NO! A venomous scorpazoid. Watch out.","הוי לא! עקרבזואיד ארסי. זהירות.","",""
"511","1","The Scorpazoid's stinger hits it's mark sending electro-plasmatic venom into your system. Death comes quickly.","עוקץ העקרבזואיד ננעץ בטרפו ומזריק ארס אלקטרו-פלזמטי אל תוך מערכת הדם שלך. המוות מהיר מדי.","",""
"600","0","Uh Oh!  That detonator has apparently set off a chain reaction of earthquakes.  You'd better get off this rock A.S.A.P.","הו הו! כנראה שהרימון גרם לתגובת שרשרת של רעידות אדמה. כדאי שתרד מהסלע הזה בהקדם האפשרי.","",""
"600","1","You find yourself at the base of a seemingly extinct volcano.","אתה מוצא את עצמך למרגלות הר געש כבוי לכאורה.","",""
"600","2","You find yourself at the base of a seemingly extinct volcano.  There is a short range scout ship parked here.  But where is the pilot?","אתה מוצא את עצמך למרגלות הר געש כבוי לכאורה. חללית סיור לטווח קצר עוגנת כאן. אבל היכן הטייס?","",""
"600","3","The planet Ortega is truly a lava-lovers paradise.   Volcanic activity constantly reshapes it's surface, so if you have any maps older than last week, throw 'em out.","כוכב אורטגה הינו גן עדן אמיתי לאוהבי לבה. פעילות געשית מעצבת מחדש את פניו ללא הרף, כך שאם יש לך מפות בנות יותר משבוע, זרוק אותן לפח.","",""
"600","4","In the distance, volcanoes spew magma from deep within the molten interior.","באופק, הרי געש יורקים מגמה ממעמקי הלבה המותכת.","",""
"600","5","Like a river of orange sludge, searing lava flows through the crevasses below you.  Pleasure boating is not recommended.","כמו נהר של בוצה כתומה, לבה מלובנת זורמת דרך הנקיקים מתחתיך. שיט תענוגות אינו מומלץ.","",""
"600","6","Throughout the years, many rocks have been deposited in the vicinity by the volcanic activity.","לאורך השנים, סלעים רבים הושארו בסביבה על ידי הפעילות הוולקנית.","",""
"600","7","Like a lake of orange sludge, searing lava flows through the crevasses below you.  Pleasure boating is not recommended.","כמו אגם של בוצה כתומה, לבה מלובנת זורמת דרך הנקיקים מתחתיך. שיט תענוגות אינו מומלץ.","",""
"600","8","The atmosphere has a definite red tint to it from the belching volcanoes and glowing lava.","האווירה צבועה בנגיעות אדום קלות מהרי געש מגהקים ולבות מבעבעות.","",""
"600","9","The sheer cliffs lead straight down to the searing lava below.  Watch your step.","המצוקים התלולים צונחים היישר אל הלבה הרותחת. הישמר על נפשך.","",""
"600","10","The ground is cracked by the constant heating and cooling of this unstable planet.","האדמה סדוקה מהחימום והקירור התמידיים בכוכב המעורער הזה.","",""
"600","11","The molten lava casts a mysterious glow on the sides of the deep fissures. Watch your step.","הלבה המותכת מטילה זוהר מסתורי על צידי הבקיעים העמוקים. שמור על עצמך.","",""
"600","12","The smooth walls of the machine have no climbing surfaces.","אין משטח טיפוס על קירות המכונה החלקלקים.","",""
"600","13","The smooth walls of the crevices have no climbing surfaces.","אין משטח טיפוס על כתלי הנקיקים החלקלקים.","",""
"600","14","Your faithful ship waits patiently for you to return and embark on your interplanetary wanderings.","חלליתך הנאמנה ממתינה בסבלנות לשובך אל נדודיך הבין-כוכביים.","",""
"600","15","In the distance, your faithful ship waits patiently for you to return and embark on your interplanetary wanderings.","מרחוק, חלליתך הנאמנה ממתינה בסבלנות לשובך אל נדודיך הבין-כוכביים.","",""
"600","16","I don't know about you, but I don't see any ships here.","אני לא יודע מה איתך, אבל אני לא רואה שום חלליות באזור.","",""
"600","17","It's a speedy little short-range skull fighter, fully armed with the latest in offensive weaponry.  You probably wouldn't want to tangle with one of these babies.","זאת חללית קרב לטווח קצר מהירה וזריזה מדגם גולגולת, חמושה לעייפה בנשק התקפי מתקדם. לא היית רוצה להסתבך עם אחת מהמתוקות האלה.","",""
"600","18","There are no doors on this planet.","אין דלתות על הכוכב הזה.","",""
"600","19","Jumping into boiling lava is not recommended.","קפיצה אל לבה מבעבעת אינה מומלצת.","",""
"600","20","The ladder is firmly attached to the machine.","הסולם מחובר בחוזקה למכונה.","",""
"600","21","There's no ladder around here.","אין כלל סולמות בסביבה.","",""
"600","22","Come on, you've got better things to do than lug rocks around.","בחייך, אתה יודע שיש לך דברים יותר חשובים לעשות מלהיסחב עם סלעים ממקום למקום.","",""
"600","23","Don't bother; you'll just get dirty.","אל תטרח; אתה סתם תתלכלך.","",""
"600","24","It has an impact switch, just drop it to set it off.","יש עליו מתג התנגשות, פשוט זרוק אותו והוא יתפוצץ.","",""
"600","25","They're so comfortable, you forget that you're already wearing them.","הם כל כך נוחים, שאתה שוכח שאתה כבר לובש אותם.","",""
"600","26","It would be a little embarassing to disrobe out here on the planets' surface.  Why not go back to your ship?","יהיה זה מביך מה להתפשט בחוצות הכוכב. למה שלא תחזור לחללית שלך?","",""
"600","27","You don't have any.","אין לך כאלה בכלל.","",""
"600","28","Nah, just leave 'em on.","לא, פשוט תשאיר אותם עליך.","",""
"600","29","You're not wearing any shorts.","אינך לובש תחתונים.","",""
"600","30","The sharp edges of the cooled lava would slice you to ribbons.  You decide against it.","הקצוות החדים של הלבה המקוררת יפרסו אותך לפרוסות. אתה מחליט לוותר על הרעיון.","",""
"600","31","Too late you realize that walking around unprotected on this planet is hazardous to your health.  You feel your blood begin to boil.","באיחור רב אתה מבין ששיטוט ברחבי הכוכב ללא הגנה מספקת מזיק לבריאות. אתה מרגיש את הדם שלך מתבשל.","",""
"600","32","You sizzle into oblivion.  This planet wouldn't be so bad if you could keep cool somehow.","אתה תוסס אל תהומות החשיכה. הכוכב הזה דוקא יכול להיות סבבה אם רק תדע כיצד לשמור על קור גופך.","",""
"690","0","Hate to make you feel stupid, but you're already looking!","שונא לגרום לך להרגיש טיפש, אבל אתה כבר מסתכל!","",""
"690","1","That's the moon, alright!  It's known around these parts as 'Pestulon'.","זה הירח, נכון! הוא מוכר במקומות אלה כ'פסטולון'.","",""
"690","2","No more beam.  You broke it, remember?","אין עוד קרניים. שברת את זה, זוכר?","",""
"690","3","The force beam forms a protective energy shield around the moon.","הקרן העוצמתית יוצרת מגן אנרגיה טבעתי מסביב לירח.","",""
"690","4","It looks like something from an old science fiction movie.","נראה כמו משהו מסרט מדע בדיוני ישן.","",""
"690","5","There's nothing to get here.","אין מה לקחת מכאן.","",""
"690","6","AHA!!!  You've discovered the force beam generator!   And that moon must be Pestulon.","אהה! גילית את גנרטור קרנות האנרגיה! וזה הירח פסטולון המפורסם.","",""
"690","7","What is that thing, anyway?  Whatever it is, you busted it real good.","מה זה הדבר הזה בכלל? מה שזה לא יהיה, פירקת לו את האמ-אמא של הצורה.","",""
"690","8","What is that thing, anyway?  Maybe it's a TV transmitter, beaming game shows and championship wrestling to all corners of the globe.","מה זה הדבר הזה בכלל? אולי זה משדר טלוויזיה, משדר שעשועונים ואליפויות היאבקות לכל רחבי הגלובוס.","",""
"690","9","Yep, the broken generator's still there.  How many times ya gonna look at it?","כן, הגנרטור השבור עדיין שם. כמה פעמים אתה הולך להסתכל עליו?","",""
"690","10","Yep, that thing's still there.  But it's not beaming anymore since you broke it.","כן, הדבר הזה עדיין שם. אבל הוא כבר לא משדר כי אתה שברת אותו.","",""
"690","11","Yep, the generator's still there.  How many times ya gonna look at it?","כן, הגנרטור עדיין שם. כמה פעמים אתה הולך להסתכל עליו?","",""
"690","12","Yep, that thing's still here.  How many times ya gonna look at it?","כן, הדבר הזה עדיין שם. כמה פעמים אתה הולך להסתכל עליו?","",""
"700","0","It's junk. You don't need junk. Now, think of something better and let's get on with the game!","זה זבל. אין לך צורך בזבל. עכשיו, תחשוב על משהו מועיל ונתקדם כבר במשחק הזה!","",""
"700","1","I wouldn't mess with them. They look dangerous.","לא הייתי מתעסק איתם. הם נראים מסוכנים.","",""
"700","2","What a great way to die a slow and painful death. As appetizing as that sounds, you wisely opt against it.","איזו דרך נהדרת למות מוות איטי ומלא ייסורים. עד כמה שזה נשמע מפתה, אתה בוחר לפעול אחרת.","",""
"700","3","How crude.","כמה נורא.","",""
"700","4","No time for that.","אין זמן לזה.","",""
"700","5","You hear nothing of note.","אתה לא שומע שום דבר מיוחד.","",""
"700","6","Your taste is in serious question.","הטעם שלך שנוי במחלוקת.","",""
"700","7","It's against your nature to do that.","מעשה כזה מנוגד לאופי שלך.","",""
"700","8","Ah! You're one of those!","אה! אתה אחד מהם!","",""
"700","9","You'd do more harm than good.","אתה עושה יותר נזק מתועלת.","",""
"700","10","There are matters more pressing than debris relocation at this juncture in time. Besides, that stuff looks sharp and heavy. You're no poster child for manual labor.","ישנם עניינים יותר בוערים מאשר פינוי הריסות בצומת קריטיה זה של החיים. וחוץ מזה, הציוד הזה נראה חד וכבד. אתה לא נער פוסטר לעבודת כפיים.","צ: הגהתי",""
"700","11","Your utterance echoes about the metallic confines of the area. No answer is forthcoming.","האמירה הנוקבת שלך בענייני מתכות מהדהדת למרחקים. לא צפויה תשובה.","",""
"700","12","Hey! Don't be a baby!","היי! אל תהיה תינוק!","",""
