"קובץ","אינדקס","מקור","תרגום","Unnamed: 4"
"59.0","string_34","various machines","מכונות שונות ומשונות",""
"59.0","string_37","row-o-lights","שורת מנורות",""
"59.0","string_38","This bank of lights looks extremely important, or it would if you were a Sarien.","סוללת המנורות נראית חשובה ביותר, או היתה נראית אילו היית סרייאני.",""
"59.0","string_40","gadgets","מכשירים",""
"6.0","string_0","More hallway extends through the Arcada. There is an elevator door nearby.","עוד מסדרונות נמתחים לאורך הארקדה. דלת מעלית נראית בסמוך.",""
"6.0","string_7","David","דוד",""
"6.0","string_8","A cursory glance indicates that Dave, a lab technician, is dead. Normally you wouldn't be able to tell, except that his intestines are hanging out of the scorched opening where his abdominal wall used to be. You remember that he was forced to serve in the Xenon National Guard (but he wasn't bitter).","מבט חטוף קובע כי דייב, טכנאי מעבדה, מת. בעיקרון לא היית מצליח להבדיל, אילולא העובדה שמעיו השתלשלו דרך פתח חרוך שנפער במקום בו היתה אמורה להיות דופן הבטן. אתה זוכר שהוא אולץ לשרת במשמר הלאומי של זנון (אבל אז הוא לא היה כל כך ממורמר).",""
"6.0","string_10","Blanche","בלאנש",""
"6.0","string_11","This is one of the head research scientists, Blanche. You wanted to get to know her a little better. However, seeing her ruptured chest wall reveals more about her than you were hoping to learn.","זוהי אחת ממדעני המחקר הראשיים, בלאנש. תמיד רצית להכיר אותה יותר מקרוב. אם כי קיר בית החזה הקרוע שלה חושף אודותיה יותר ממה שקיווית ללמוד.",""
"6.0","string_13","light","תאורה",""
"6.0","string_14","An arrow in the elevator light assembly points up.","חץ במכלול תאורת המעלית מצביע כלפי מעלה.",""
"6.0","string_16","alert light","נורית אזהרה",""
"6.0","string_17","In case you're trying to play this as a text adventure, the sign says 'RED ALERT' and it's flashing.","במקרה שאתה מנסה לשחק את זה כהרפתקת טקסט, השלט מכריז 'צבע אדום' והוא מהבהב.",""
"6.0","string_19","elevator door","דלת מעלית",""
"6.0","string_20","This is an elevator to one of the other levels of the Arcada.","מעלית זו נעה אל אחד ממפלסי הארקדה.",""
"6.0","string_23","panicking droid","דרואיד בפאניקה",""
"6.0","string_24","A fairly spazzed-out droid is on the loose in your immediate proprioceptic area.","דרואיד מפרכס ומבוהל מסתובב חופשי בטווח ההתמצאות המיידי שלך.",""
"6.0","string_27","This is the door to the top secret Star Generator Lab. It's been forcibly ventilated!","זוהי דלת המעבדה הסודית של מחולל הכוכבים. היא נפרצה באלימות!",""
"60.0","string_0","This is an interesting place. Strange devices decorate almost every area.","המקום הזה מעניין. מכשירים מוזרים מרפדים את מלוא השטח.",""
"60.0","string_1"," elevator door","דלת מעלית",""
"60.0","string_2","This is an elevator.","זוהי מעלית.",""
"60.0","string_4","elevator door","דלת מעלית",""
"60.0","string_10","garbage disposal","טוחן אשפה",""
"60.0","string_11","This utilitarian-looking door probably leads to the trash disposal facility.","דלת תועלתנית זו מובילה ככל הנראה למתקן סילוק האשפה.",""
"60.0","string_13","purple energy","אנרגיה סגולה",""
"60.0","string_14","Vast amounts of energy.","כמות עצומה של אנרגיה.",""
"60.0","string_18","An intense beam of energy.","קרן מרוכזת של אנרגיה.",""
"60.0","string_20","bottled energy","אנרגיה אצורה",""
"60.0","string_25","electric balls","כדורי חשמל",""
"60.0","string_26","From the looks of them, these globes contain high-power Wally coils, each one capable of discharging jillions of volts of deadly electricity.","מהמראה שלהם, הגלובוסים מכילים סלילי וולי רבי עוצמה, כשכל אחד מהם מסוגל לפרוק טריליוני וולטים של אנרגיה קטלנית.",""
"60.0","string_28","blue machine","מכונה כחולה",""
"60.0","string_30","The egg-shaped globe pulses with blue-white light. It appears to be some exotic form of bottled energy, or maybe a 60,000 watt light bulb.","הגלובוס בצורת הביצה פועם באור כחלחל-לבן. זה נראה גרסה אקזוטית של אנרגיה אצורה, או אם תרצו נורת חשמל בת 60,000 ואט.",""
"60.0","string_32","rounded purple thing","משהו סגלגל עגלגל",""
"60.0","string_33","Looks like a great place to curl up and take a nap. Too bad you're in such a hurry.","נראה כמו המקום המושלם להצטנף בו ולחטוף תנומה. חבל מאד שאתה ממהר.",""
"60.0","string_35","gold machine","מכונת זהב",""
"60.0","string_36","It's an expensive-looking machine that goes `ping.'","מכונה יוקרתית שעושה 'פינג'.",""
"60.0","string_38","blue speaker","רמקול כחול",""
"60.0","string_39","It does sort of look like a speaker, doesn't it. But it isn't.","זה נראה כמו סוג של רמקול, אין ספק. אבל זה לא.",""
"60.0","string_42","Your engineering expertise informs you that this is a carelessly discarded Williamson coil.","כישורי ההנדסה שלך מדווחים כי זהו סליל וויליאמסון שהושלך כחפץ אשר אין לו הופכים.",""
"60.0","string_43","cleaning droid","דרואיד ניקוי",""
"60.0","string_44","Broom at the ready, the cleaning droid waits for something useful to do.","עם מטאטא בהיכון, רובוט הניקוי מחכה למשהו מועיל לעשות.",""
"61.0","string_0","You are standing in the upper level of one of the Deltaur's hallways. You can't help but be impressed with the subtle decorating and color sense shown by the Sariens in their ship design.","אתה עומד במפלס העליון של אחד ממסדרונות הדלטאור. אינך יכול שלא להתרשם מהעיצוב העדין ומהחושים המפותחים שהפגינו הסרייאנים בעיצוב חלליתם.",""
"61.0","string_0_offset_67","s. You can't help but be impressed with the subtle decorating and color sense shown by the Sariens in their ship design.","",""
"61.0","string_0_offset_98","sed with the subtle decorating and color sense shown by the Sariens in their ship design.","",""
"61.0","string_12","The globes crackle with many colors of light and, you suspect, even less healthful manifestations of the electromagnetic spectrum.","הגלובוס מפצפץ בערבוביה של צבעים ואור, בנוסף לביטוי בריא פחות של ספקטרום אלקטרומגנטי.",""
"61.0","string_15","viewer","מרקע",""
"61.0","string_16","It looks like some kind of cartridge reader. Maybe the cartridge you have will work in it.","זה נראה מעין קורא מחסניות. אולי המחסנית שברשותך תעבוד כאן.",""
"61.0","string_17","A tiny little sign tacked on the front reads: Witzend Coil. Disconnect from power supply before servicing.","מקדימה מודבק שלט זעיר שעליו נכתב: סליל וויצנד. יש לנתק מזרם החשמל לפני השימוש.",""
"61.0","string_19","small machine","מכונה קטנה",""
"61.0","string_20","I give up. YOU tell ME what it is.","אני התייאשתי. *אתה* תגיד *לי* מה זה.",""
"61.0","string_22","upper level machine","מכונה בקומה העליונה",""
"61.0","string_23","It looks like some type of experimental orifice.","זה נראה כמו נקב נסיוני.",""
"62.0","string_0","This seems to be just another visually confusing hallway between someplace and someplace else aboard the Deltaur.","זה נראה כמו עוד מסדרון סתמי ומבלבל ויזואלית בין מקום אחד למקום אחר בתשלובת הדלטאורית.",""
"62.0","string_1","An elevator door to the lower level","דלת מעלית אל הקומה התחתונה",""
"62.0","string_2","An elevator door to the upper level","דלת מעלית אל הקומה העליונה",""
"62.0","string_10","elevator door","דלת מעלית",""
"62.0","string_14","These egg-shaped lights - if that's what they are - are just another example of the rather whimsical designs you've observed on this ship. For ugly, smelly, green, planet- destroying murderers, the Sariens appear to have a great sense of aesthetics.","המנורות דמויות הביצה - אם זה מה שהם - הם רק עוד דוגמה לשפה העיצובית הגחמנית השלטת בספינה. יחסית לרוצחים מכוערים, מסריחים, ירוקים, ומשמידי כוכבים, הסרייאנים מתגלים כבעלי חוש אסתטיקה מפותח.",""
"62.0","string_20","window","חלון",""
"62.0","string_21","It's a port of some kind. You've seen more empty space than you care to ever again.","זו מעין יציאה או משהו כזה. ראית יותר חלל ריק ממה שתראה במהלך כל חייך.",""
"62.0","string_23","Those are some weird globes. They aren't operating at this time.","גלובוסים מוזרים למדי. הם לא פעילים בעת הזו.",""
"63.0","string_0","You don't really like the way the red floor and green walls clash but, all in all, its a pretty nice looking room.","אני לא ממש משתגע על ההתנגשות הקטלנית בין הרצפה האדומה לקירות הירוקים אבל, בסך הכללי, החדר דוקא נראה סבבה לגמרי.",""
"63.0","string_6","A panel of flashing lights.","לוח עם מנורות מהבהבות.",""
"63.0","string_8","Fantastic technology... isn't it?","טכנולוגיה מדהימה... לא כך?",""
"63.0","string_10","panel of lights","לוח תאורה",""
"63.0","string_11","It's a panel of lights.","זהו לוח תאורה.",""
"63.0","string_13","various machines","מגוון מכונות",""
"63.0","string_14","Since your X-ray Vision Specs have not yet arrived in the mail, you don't even know this room is over here, so quit messing around and do something useful.","מאחר ומשקפי ראיית הרנטגן שלך עדיין לא הגיעו בדואר, אתה אפילו לא יודע שהחדר הזה בכלל קיים, אז די עם השטויות ותתחיל לעשות משהו מועיל לאנושות.",""
"63.0","string_17","You're uncertain whether this is a Walwoodian cryobaric hypersleep chamber or the transmission out of a late model Buick Skylark.","אתה לא בטוח אם זהו תא הקפאה וולוודי או תיבת הילוכים מהדגמים החדשים של ביואיק סקיילארק.",""
"63.0","string_18","rear view mirror","מראה אחורית",""
"63.0","string_19","It appears to be a standard driver-side rear view mirror, probably standard on all ships of this class.","נראה כמו מראה אחורית סטנדרטית בצד הנהג, כנראה מגיעה מובנית בכל החלליות מהסוג הזה.",""
"63.0","string_21","globes-o-power","גלובוסים מחשמלים",""
"63.0","string_22","Two zapping, crackling globes spew forth gargantuan amounts of sizzling raw energy. Kinda neat, huh?","שני גלובוסים מחושמלים, מפצפצים, יורקים כמויות מפלצתיות של אנרגיה גולמית רוחשת. מגניב לגמרי, אה?",""
"63.0","string_24","guard","שומר",""
"63.0","string_25","You surmise this is a Sarien enlisted being.","אתה משער שזהו עוד יצור סרייאני מגויס.",""
"63.0","string_27","One of those gruesome red-suited Sariens is patrolling the hallways, looking for intruders to toast.","אחת מאותם סרייאנים מבעיתים בחליפות אדומות מפטרל במסדרונות, מחפש פורצים לצלייה מהירה.",""
"64.0","string_0","This is where the Sariens placed the Star Generator after lifting it from the Arcada.","כאן מיקמו הסרייאנים את מחולל הכוכבים לאחר גניבתו מהארקדה.",""
"64.0","string_3","The left hand force field emitter, much like the right, radiates an unknown form of energy that keeps you from approaching the Star Generator.","מקרן שדה הכוח השמאלי, בדיוק כמו הימני, פולט צורת אנרגיה בלתי ידועה שמונעת ממך להתקרב למחולל הכוכבים.",""
"64.0","string_5","The right hand force field emitter, in a fashion altogether similar to the left hand one, beams an inexplicable power into the vicinity of the Star Generator that makes it impossible to get near.","מקרן שדה הכוח הימני, באלגנטיות מושלמת בדומה לשמאלי, מקרין כוח בלתי מוסבר אל סביבת מחולל הכוכבים והופך את הגישה אליו לבלתי אפשרית.",""
"64.0","string_7","Cowabunga, Wilco - this is IT! It's the unimaginably powerful Star Generator, which must not, at any cost, be allowed to remain in the hands of the evil Sariens! (but you knew that, right?)","קוואבנגה, ווילקו - הנה זה! מחולל הכוכבים רב העוצמה, שאין להשאירו, בכל מחיר שבעולם, בידי הסרייאנים המרושעים! (אבל כבר ידעת את זה, נכון?)",""
"64.0","string_9","The pulsing energy surging from the Star Generator tells you that it has been activated and you had better quit hanging around staring at the pretty colors.","האנרגיה הפועמת המתנחשלת ממחולל הכוכבים מלמדת אותך כי הוא הופעל ולטובתך כדאי שלא תעמוד כמו גולם ותבהה בצבעים היפים.",""
"64.0","string_11","A receptor for somekind of remote control signal.","קולטן אותות משלט רחוק.",""
"64.0","string_13","It's the used gas grenade.","זהו רימון גז משומש.",""
"64.0","string_30","Da Cnythuk","דה סניטוק",""
"64.0","string_34","upper landing","מנחת עליון",""
"64.0","string_35","It's the walkway above the Star Generator.","מעבר החולף מעל מחולל הכוכבים.",""
"64.0","string_37","force field emitter ","מקרן שדה כוח_",""
"64.0","string_38","This is one of the force field's emitters.","זהו אחד ממקרני שדה הכוח.",""
"64.0","string_41","The Wally Tubes look strangely empty without Thunder Agents in them.","שפופרות הריק נראות ריקות ולא מציאותיות ללא סוכני הרעם בתוכן.",""
"64.0","string_42","outer space ","החלל החיצון_",""
"64.0","string_43","Looking into the vast reaches of space gives you the curious illusion of being tiny, unimportant, insignificant, negligible, and totally irrelevant in the scheme of things. Then you realize it's not an illusion.","ההסתכלות אל תוך מרחבי החלל האינסופיים מעניקה לך אשליה מוזרה שאתה זעיר, לא חשוב, חסר משמעות, זניח, ולגמרי לא רלוונטי לתמונה הגדולה. ואז אתה מבין שזו לא אשליה.",""
"65.0","string_0","This is the control keypad, which is used to input instructions to the Star Generator.","זה לוח המקשים של לוח הבקרה, שמשמש להזנת הוראות ליוצר הכוכבים.",""
"65.0","string_3","","",""
"65.0","string_7","1","",""
"65.0","string_9","2","",""
"65.0","string_11","3","",""
"65.0","string_13","4","",""
"65.0","string_15","5","",""
"65.0","string_17","6","",""
"65.0","string_19","7","",""
"65.0","string_21","8","",""
"65.0","string_23","9","",""
"66.0","string_0","You're in a brightly-colored hallway aboard the Deltaur. Two elevators dominate the upper level.","אתה עובר במסדרון צבוע בצבעים בהירים על סיפון הדלטאור. שתי מעליות שולטות על מרחב הקומה העליונה.",""
"66.0","string_0_offset_67","ors dominate the upper level.","",""
"66.0","string_1","left elevator door","דלת מעלית שמאלית",""
"66.0","string_1_offset_1","eft elevator door","",""
"66.0","string_2","It's an elevator, much like the ones you used to waste time in aboard the Arcada.","זאת מעלית, בדומה למעליות שנהגת לבזבז בהן את זמנך על הארקדה.",""
"66.0","string_3","The right elevator is identical to the left except for the ugly green guy standing in front of it.","המעלית הימנית זהה לשמאלית מלבד הבחור הירוק המכוער שעומד לפניה.",""
"66.0","string_4","This is an elevator.","זוהי מעלית.",""
"66.0","string_5","right elevator door","דלת מעלית ימנית",""
"66.0","string_12","elevator door","דלת מעלית",""
"67.0","string_9","escape pod launch tube","מנהרת שיגור חללית המילוט",""
"68.0","string_3","""Roger Wilco, we, the people of Xenon, extend our limitless appreciation and eternal gratitude for your acts of heroism.""","""רוג'ר ווילקו, אנו, תושבי זנון, מביעים את הערכתינו חסרת הגבולות ותודתינו הנצחית על מעשי גבורתך.""",""
"68.0","string_4","""Because of your bravery, the planet Xenon, and indeed the entire galaxy, has been saved from domination by the evil (not to mention ugly) Sariens.""","""בגלל אומץ לבבך, הכוכב זנון, וכמובן היקום כולו, ניצל ממלתעות כוח הרשע (שלא להזכיר הכיעור) הסרייאני.""",""
"68.0","string_5","""Now, if you'd only been smart enough to bring along the data cartridge containing the construction specifications, we'd be able build a new Star Generator, thereby saving Xenon from the horrors of a rapidly cooling planet. Oh, well. You are just a janitor.""","""עתה, אילו רק היית מספיק חכם להביא עמך את מחסנית הנתונים המכילה את מפרטי הבנייה, היינו יכולים לבנות מחולל כוכבים חדש, ובכך להציל את זנון מאימת ההתקררות הקוסמית המהירה. טוב נו. אתה סתם שרת.""",""
"68.0","string_6","""It is my honor to present you with the coveted Golden Mop, a symbol of pride and accomplishment to members of your esteemed profession.""","""לכבוד הוא לי להציג בפניך את הסחבה המוזהבת, סמל לגאווה והישגיות בין חבריך למקצוע המוערך.""",""
"68.0","string_7","""Henceforth and for all time you will be known as Hero of Xenon.""","""מהיום והלאה יקרא שמך גיבור הזנון.""",""
"68.0","string_33","green bldg","בניין ירוק",""
"68.0","string_35","two guys","שני בחורים",""
"68.0","string_38","blue bldg","בניין כחול",""
"68.0","string_40","apartment buildings","בנייני דירות",""
"68.0","string_42","guy 1","בחור 1",""
"68.0","string_45","bubbleGum chewer","לועס מסטיק",""
"68.0","string_47","guy 2","בחור 2",""
"68.0","string_49","clark Kent","קלארק קנט",""
"7.0","string_0","This is the Star Generator Development Laboratory. Due to your incredibly low security clearance, you have never had access to this room. What a mess! Wreckage clutters the middle of the floor. A pair of lab workers have been blasted from the roster of the living. You're glad somebody else has to clean this up!","זוהי מעבדת פיתוח מחולל הכוכבים. הודות לסיווג הבטחוני הנמוך להחריד שלך, מעולם לא היתה לך גישה לחדר. איזה בלגן! הריסות מוטלים בערבוביה במרכז החדר. זוג עובדי מעבדה נמחקו מרשימת החיים. אתה שמח שמישהו אחר יצטרך לנקות את זה!",""
"7.0","string_6","Randy","רנדי",""
"7.0","string_7","The lifeless body of Randy, one of the lab technicians, lies sprawled at your feet. Those laser blasts are nasty. Why, you can't distinguish one exposed organ from another.","גופתו חסרת החיים של רנדי, אחד מטכנאי המעבדה, שרועה למרגלותיך. יריות הלייזר האלה בהחלט מכוערות. אי אפשר להבדיל בין איבר חשוף אחד למשנהו.",""
"7.0","string_9","Hugh","יו",""
"7.0","string_10","Yet another crewman's motionless body reduces the shine of the floor wax. Hugh doesn't look too neat and clean with his lungs hanging out like that.","עוד אחת מגופותיהם חסרות התנועה של חברי הצוות שמעמעמים את ברק הרצפה. יו לא נראה בדיוק מסודר ונקי כשריאותיו תלויים בחוץ בצורה כזאת.",""
"7.0","string_13","You find a small but heavy device affixed to the base of the Star Generator platform. It appears to be magnetic. That must be how the aliens upset the force field protecting the unit!","אתה מוצא מכשיר קטן אך כבד מקובע לבסיס משטח מחולל הכוכבים. עושה רושם שהוא מגנטי. ככה כנראה משבשים החייזרים את שדה הכוח המגן על היחידה!",""
"7.0","string_14","upper support","תומך עליון",""
"7.0","string_15","This is the upper support for the Star Generator when it is affixed to the pedestal.","זהו התומך העליון של מחולל הכוכבים כאשר הוא מוצמד לבמה.",""
"7.0","string_18","The base of the Star Generator research pedestal has apparently been trashed by the vandals who stole the Generator.","בסיס בימת המחקר של מחולל הכוכבים נהרס על ידי הפורעים שגנבו את המחולל.",""
"7.0","string_20","Now you know why you didn't have clearance for this place. You don't understand what most of this crap does. This thing looks like a giant speaker for the cosmos.","עכשיו אתה יודע למה אין לך אישור כניסה למקום הזה. אתה לא מבין מה רוב הזבל הזה עושה. הדבר הזה נראה כמו רמקול ענק שפונה אל היקום.",""
"7.0","string_22","This thing looks like it came off the front end of an old Studebaker (or maybe the Batmobile). Anyway, it appears non-functional at this time. It was probably damaged in the heist.","הדבר הזה נראה כאילו התנתק מהפגוש של סטודבייקר (או אולי באטמוביל). בכל מקרה, הוא נראה לא פונקציונלי בשלב הזה. הוא כנראה ניזוק במהלך השוד.",""
"7.0","string_24","The glass globe atop the console is inactive at this time. The mess of wiring inside reminds you of how your hair looks after a nap.","גלובוס הזכוכית במרומי הקונסולה אינו פעיל כרגע. סבך החוטים בתוכו מזכיר לך את השיער שלך כשאתה קם משינה.",""
"7.0","string_26","You are standing on the research platform where the Star Generator is... was mounted for testing.","אתה עומד על משטח מחקר מוגבה שעליו הורכב מחולל הכוכבים... לצורכי בדיקה.",""
"7.0","string_28","This is a star chart. It was used for locating candidates to test the Star Generator on once the bulk of the development process was completed.","זוהי מפת כוכבים. היא שימשה לאיתור מועמדים לבדיקת מחולל הכוכבים כאשר רוב רובו של תהליך הפיתוח הושלם.",""
"700.0","string_0","sarien","סרייאנים",""
"700.0","string_1","These guys look scary. But then, don't most other beings packing weapons?","החבר'ה האלה נראים מפחידים. אך מאידך, איזה גזע לא אוגר נשק?",""
"700.0","string_13","countdown window","חלונית ספירה לאחור",""
"700.0","string_19","elevator shaft","פיר מעלית",""
"700.0","string_20","This is an elevator shaft. Elevators are known to have traveled these parts, mostly up and down.","זהו פיר מעלית. מעליות ידועות בנסיעתם דרך אזורים אלה, בעיקר למעלה ולמטה.",""
"700.0","string_22","This is an elevator shaft.","זהו פיר מעלית.",""
"702.0","string_2","In the distance is the galaxy-famous Skihairy mountain range. Nestled in its southernmost slopes is the renowned YoMammy National Park, usually hip-deep in tourists this time of year. Oh, well - maybe next trip.","באופק נראה רכס ההרים סיקיהרי המפורסם בפי כל ברחבי הגלקסיה. על המדרונות הדרומיים משתרע הפארק הלאומי הנודע יוממי, שבדרך כלל שוקק תיירים בעונה זו של השנה. נו, טוב - אולי בטיול הבא.",""
"702.0","string_3","sky","שמים",""
"702.0","string_4","What a sky this planet has! You've never seen its like outside a toxic waste dump.","אלו שמים נהדרים יש לכוכב הזה! מעולם לא ראית אותם מחוץ לאתרי פסולת רעילה.",""
"702.0","string_6","big moon","ירח גדול",""
"702.0","string_7","Kerona has two moons. This one's the bigger of two.","לקרונה יש שני ירחים. זהו הגדול מבין השנים.",""
"702.0","string_9","small moon","ירח קטן",""
"702.0","string_10","Kerona has two moons. This one's the smaller of two.","לקרונה יש שני ירחים. זהו הקטן מבין השנים.",""
"702.0","string_12","radar post","עמדת רדאר",""
"702.0","string_13","The settlement of Ulence Flats is surrounded by these force field generators. They repel such undesirables such as the grell which thrive below the sands. It will allow only airborne vehicles in or out.","המושבה של מישורי אולנס מוקפת במייצרי שדה הכוח האלו. הם דוחים דברים שאינם רצויים כמו הגרל שמשגשגים מתחת לחול. הוא מאפשר רק לכלי רכב אוויריים להיכנס ולצאת.",""
"702.0","string_16","Kerona's relatively flat desert stretches out into the distance.","מישורי המדבר הקרוניים משתרעים הרחק אל מעבר האופק.",""
"702.0","string_17","your pilot droid","הטייס הרובוטי שלך",""
"702.0","string_18","Your new pilot droid appears to be a bit dinged up, but functional. You hope that he knows more about piloting a spaceship than you do.","הטייס הרובוטי החדש שלך נראה מעט חבוט, אך מתפקד. אתה מקווה שהידע שלו בהטסת חלליות עולה על שלך.",""
"703.0","string_1","You're in another area of the Deltaur.","אתה באזור אחר של הדלטאור.",""
"703.0","string_3","It's one of the Sarien gaurds.","זה אחד השומרים הסאריינים.",""
"703.0","string_4","sarien officer","קצין סארייני",""
"703.0","string_6","It's the amount of time remaining before you're pushin' up daisies, Roger!!!!","זה הזמן שנותר לפני שתישן לננצח, רוג'ר!!!!",""
"703.0","string_12","It's a Sarien officer.","זה קצין סארייני.",""
"703.0","string_29","Like everything around here, the pipes are extremely colorful. It makes you wonder if the Sariens got a good deal on paint.","כמו כל דבר פה בסביבה, הצינורות מאוד צבעוניים. אתה תוהה אם הסאריינים מצאו מבצע ממש טוב על צבעים.",""
"703.0","string_30","Yep. More pipes.","כן. עוד צינורות.",""
"703.0","string_31","elevator","מעלית",""
"703.0","string_32","An elevator shaft runs up through the ceiling and down through the floor.","פיר מעלית עולה דרך התקרה ויורד דרך הרצפה.",""
"703.0","string_34","access tubes","שפופרות גישה",""
"703.0","string_35","This is a hallway access tube leading to another part of the Deltaur.","זו שפופרת גישת מסדרון שמובילה לחלק אחר של הדלטאור.",""
"703.0","string_37","upper level","קומה עליונה",""
"703.0","string_38","You are on the upper level of one of the hallways on the Deltaur.","אתה בקומה העליונה של אחד ממסדרונות הדלטאור.",""
"703.0","string_40","lower level","קומה תחתונה",""
"703.0","string_41","You are on the lower level of one of the hallways on the Deltaur.","אתה בקומה התחתונה של אחד ממסדרונות הדלטאור.",""
"704.0","string_4","Mountains generously dappled with spires of unknown formational origin loom at your visual terminus.","הרים מנומרים ביד רחבה בצריחים מחודדים ממקור בלתי מזוהה מגיחים מול עיניך המשתאות.",""
"704.0","string_5","sky","שמים",""
"704.0","string_6","The lovely crisp green of the Keronian atmosphere reminds you that you'll need to do some laundry when (or if) you get back home.","האטמוספירה הקרוניאנית הקסומה בצבע ירוק פריך מזכירה לך כי יהיה לך די הרבה כביסה לעשות (אם ו)כאשר תחזור הביתה.",""
"704.0","string_8","big moon","ירח גדול",""
"704.0","string_9","Loitering about the horizon is the second and closest moon of Kerona. It is much less hospitable than the sphere you presently roam.","בקצה האופק משוטט הירח השני והקרוב יותר של קרונה. הוא הרבה פחות מסביר פנים מאשר הכדור שמכיל אותך כעת.",""
"704.0","string_11","distant desert","מדבר מרוחק",""
"704.0","string_12","Spread before you is a seemingly endless expanse of sand.","לפניך נפרש במלוא יופיו מרחב אינסופי של חול.",""
"704.0","string_14","sand","חול",""
"704.0","string_15","The sand of Kerona has a reddish-orange color. Were you a geologist instead of a janitor, you might find this fact interesting.","חולות קורונה זוהרים בצבעים אדום-כתום. אילו היית גיאולוג במקום שרת, אולי היית מוצא את העובדה הזו כמעניינת.",""
"704.0","string_17","small dune","דיונה קטנה",""
"704.0","string_18","Nomads of the desert, dunes are spread about in nearly every direction.","נוודי המדבר, הדיונות מתפשטות כמעט לכל כיוון אפשרי.",""
"704.0","string_21","A wide selection of skeletal accessories awaits your perusal. Vertebrae, ribs, and who knows what else rest upon the Keronian soil. The average height of this structure looks to be at least 7 meters. Good thing you didn't meet this thing in its heyday.","מגוון רחב של אביזרים שלדיים ממתינים לעיונך. חוליות, צלעות, ומי יודע מה עוד נחים על אדמת קרונה. הגובה הממוצע של מבנה כזה עשוי להגיע ל-7 מטרים. מזל שלא פגשת את הדבר הזה בתקופת השיא שלו.",""
"704.0","string_22","sandy base","בסיס חולי",""
"704.0","string_23","Upon a very narrow width of Keronian soil, able to resist erosion through the eons, rests the skeletal remains of this mammoth has-been.","על פני שטח צר של אדמה קרונית, אשר יובלות של סחף ושטפונות לא יכלו לה, נחים שרידי ממותה שעבר זמנה.",""
"704.0","string_26","Oddly enough, a plant grows in isolated spots in this inhospitable environment.","למרבה ההפתעה, צמח מלבלב בנקודה מבודדת בסביבה עוינת זו.",""
"704.0","string_27","Oddly enough, a rather bright plant grows in this otherwise flora-free area.","באופן מוזר, צמח בהיר למדי גודל באזור נטול צמחיה זה.",""
"704.0","string_36","spider droid","דרואיד עכביש",""
"704.0","string_37","The spider is quite relentless in its pursuit of organic beings. Your quandry is that, to the best of your knowledge, you are the only one in the area fitting that description.","העכביש אינו מרפה ממרדפו הבלתי פוסק אחר יצורים אורגניים. הבעיה שלך היא, שלמיטב ידיעתך, אתה היחיד באזור שמתאים לתיאור הזה.",""
"707.0","string_0","Although you've always had an appreciation for the gases of the universe, this one proved a bit overwhelming. It really was a great idea, though. However, you should have chosen a victim not so close to yourself. Better choice next time.","למרות שתמיד הייתה לך הערכה לגזים של היקום, האחד הזה הוכיח שהוא מעט מוחץ. אבל זה באמת היה רעיון מצוין. עם זאת, היית צריך לבחור קורבן שאינו כה קרוב אליך. תבחר טוב יותר בפעם הבאה.",""
"707.0","string_2","BLAMMO! Those pulseray pistols sure are effective little weapons. Even after it kills you, your meat continues to cook to nice golden brown. Try not to get shot in the future. Even if your life isn't worth much, think about the rest of the universe.","קא-בום! אקדחי הקרן-פועמת האלה הם כלי נשק קטנים ויעילים. אפילו אחרי שזה הורג אותך, הבשר שלך ממשיך להתבשל לגוון חום-זהוב נאה. תנסה שלא יירו בך בעתיד. אפילו אם חייך לא שווים הרבה, חשוב על שאר היקום.",""
"8.0","string_0","This is a section of one of the lower levels of Arcada.","זהו אגף של אחד מקומות הארקדה התחתונות.",""
"8.0","string_2","elevator light","תאורת מעלית",""
"8.0","string_3","This elevator must go up.","המעלית חייבת לעלות.",""
"8.0","string_5","elevator","מעלית",""
"8.0","string_6","This is one way to change your altitude.","זו דרך אחת לשנות את הגובה שלך.",""
"8.0","string_9","This monitor gives a readout about the ship's status. Only the lab scientist really knows... er... knew exactly what it monitored.","המוניטור מציג נתונים על מצב החללית. רק מדעני מעבדה מבינים... אה... הבינו מה הוא בדיוק מנטר.",""
"8.0","string_10","lights","מנורות",""
"8.0","string_11","A pair of viewing ports protrude from the materials testing device.","זוג פתחי צפייה מזדקרים מהתקן בדיקת החומרים.",""
"8.0","string_14","Pipes whose purpose is known only to the architect wrap around the upper back of the room.","צינורות שמטרתם היחידה היא ללפף אדריכלית את החלק האחורי העליון של החדר.",""
"8.0","string_16","A designer conduit system runs through here. It carries the ventilation ducting as well as different type of wiring.","מערכת הולכה מעוצבת עוברת כאן. היא נושאת תעלות אוורור כמו גם סוגים שונים של כבלים.",""
"8.0","string_17","thing in foreground","משהו בחזית",""
"8.0","string_18","It appears to be some sort of wiring harness. You never cared much for electrical hardware.","זה נראה כמו רתמת חיווט. מעולם לא גילית עניין מיוחד בציוד אלקטרוני.",""
"8.0","string_20","round thing","חפץ עגול",""
"8.0","string_21","Who knows what this is.","מי יודע מה זה.",""
"8.0","string_23","mouse thing","חפץ עכברי",""
"8.0","string_24","This interesting device was used to test materials early in the project.","המכשיר המעניין הזה שימש לבדיקת חומרים בשלבים הראשונים של המיזם.",""
"803.0","string_1","version","גרסה",""
