"room","idx","original","translated","comments"
"382","18","""For the last time, Miss Bow, permit me to finish my work.""","""בפעם האחרונה, גברת קשת, הרשי לי לסיים את עבודתי.""",""
"382","19","Jeeves completely ignores you.","ג'יבס מתעלם ממך לחלוטין.",""
"382","20","Jeeves is not a big talker.","ג'יבס אינו דברן גדול.",""
"382","21","You wouldn't want him!!","לא היית רוצה אותו!!",""
"382","22","Now, now! There's no need for that!","נו, נו! אין צורך בזה!",""
"382","23","He's too strange.","הוא מוזר מדי.",""
"382","24","He doesn't appeal to you.","הוא לא מוצא חן בעינייך.",""
"382","25","He's not your type!","הוא לא הסגנון שלך!",""
"382","26","A broken record lies on the floor.","תקליט שבור נח על הרצפה.",""
"382","27","The small pile of pink feathers looks terribly suspicious! Could they have come from Gloria's feather boa?!!","ערימת הנוצות הורודות הקטנה נראית חשודה! היתכן שהם הגיעו מצעיף הנוצות של גלוריה?!!",""
"382","28","You see no sense in carrying around a bunch of feathers.","אינך רואה שמץ של הגיון בלסחוב איתך ערימה של נוצות.",""
"382","29","There is no reason for you to carry around mud.","אין סיבה בעולם לסחוב ממקום למקום ערימה של בוץ.",""
"382","30","The muddy spot looks like a partial footprint.","כתם הבוץ נראה כמו טביעת רגל חלקית.",""
"383","0","Jeeves is the Colonel's imposing butler. Though you find him somewhat good-looking, he nevertheless gives off a disconcerting feeling of secretiveness. You have noticed that Jeeves generally keeps to himself and seems to talk in little more than monosyllables. You wonder about him.","ג'יבס הוא רב המשרתים המרשים של הקולונל. למרות שאת מוצאת אותו די נאה, הוא משרה תחושה מדאיגה של סודיות. הבחנת בכך שג'יבס בדרך כלל נמצא לבדו ומדבר לרוב בהברות בודדות. את תוהה לגביו.",""
"383","1","You notice Jeeves carpet-sweeping the rug.","את מבחינה בג'יבס מטאטא את השטיח.",""
"383","2","Which person are you referring to?","לאיזה אדם את מתייחסת?",""
"383","3","You can only talk to one person at a time.","את יכולה לדבר רק עם אדם אחד בכל פעם.",""
"383","4","Fifi is busily dusting away and Jeeves is sweeping the carpet.","פיפי מאבקת בקדחתנות וג'יבס מטאטא את השטיח.",""
"383","5","""I'm busy, Miss Bow. No time for conversation.""","""אני עסוק, גברת קשת. אין זמן לפטפוטים.""",""
"383","6","""It's not up to me to entertain you with idle chitchat.""","""אין זה מתפקידי לבדר אותך בפטפוטי סרק.""",""
"383","7","""For the last time, Miss Bow, permit me to finish my work.""","""בפעם האחרונה, גברת קשת, הרשי לי לסיים את עבודתי.""",""
"383","8","Jeeves completely ignores you.","ג'יבס מתעלם ממך לחלוטין.",""
"383","9","Jeeves is not a big talker.","ג'יבס אינו דברן גדול.",""
"383","10","Fifi is busily dusting away!","פיפי מנקה בחריצות רבה!",""
"383","11","""I must hurry and finish zee dusting, Mademoiselle!""","""אני חייבת לסיים לנקות בהקדם, מדמואזל!""",""
"383","12","""Mademoiselle, s'il vous plait, do not bother me now!""","""מדמואזל, סיל וו פלה...בבקשה, לא להפריע לי עכשיו!""",""
"383","13","""Eet does not appear good for me to talk with you, Mademoiselle.""","""זה לא ייראה טוב אם אשוחח איתך, מדמואזל.""",""
"383","14","""Please, Mademoiselle!""","""בבקשה, מדמואזל!""",""
"383","15","""I must not talk to you now!""","""אסור לי לדבר איתך עכשיו!""",""
"383","16","She's not talking; she's too busy dusting.","היא לא מדברת; היא עסוקה באיבוק.",""
"384","0","Wilbur and Clarence seem to just want to get away from you.","נראה שווילבור וקלארנס מנסים להתחמק ממך.",""
"384","1","""No privacy here, either.""","""גם כאן אין פרטיות.""",""
"385","0","It seems that Rudy Dijon is Gloria Swansong's brother, and Gertie's son. (You surmise that ""Swansong"" must be Gloria's stagename.) Rudy is a handsome man and any woman would be attracted to him. But, you sense an undercurrent of hostility in Rudy; a sense that he should not be crossed.","נראה שרודי דיז'ון הוא אחיה של גלוריה סוונסונג ובנה של גרטי (את משערת ש'סוונסונג' הוא כנראה שם הבמה של גלוריה.) רודי הוא גבר נאה וכל אישה יכולה להימשך אליו. אבל את חשה עוינות חבויה ברודי; חשה שאסור להרגיז אותו.",""
"385","1","Rudy appears to be frantically searching for something in your room. He seems to be very upset.","נראה שרודי מחפש נואשות אחרי משהו שנמצא בחדר שלך. נראה שהוא נסער מאוד.",""
"385","2","""Leave me alone! I'm busy right now!""","""תעזבי אותי בשקט! אני עסוק כרגע!""",""
"385","3","Rudy's not paying any attention. He's too busy looking for something else.","רודי לא שם לב כלל. הוא עסוק מדי בלחפש דבר מה.",""
"385","4","""Beat it, kid! This ain't none of your business!","""תתחפפי מכאן, ילדה! זה לא עניינך!|",""
"385","5","""Did ya hear me!! If you know what's good for you, you'll leave me alone right now!""","""שמעת אותי!! אם את יודעת מה טוב בשבילך, את תניחי לי לנפשי ברגע זה!""",""
"385","6","Rudy ignores you as he continues his seemingly futile searching.","רודי מתעלם ממך בעודו ממשיך בחיפוש חסר התוחלת שלו.",""
"385","7","You can't get Rudy!","את לא יכולה לקחת את רודי!",""
"385","8","Now, now! There's no need for that!","נו, נו! אין צורך בזה!",""
"385","9","Even though he IS attractive, you'll pass.","למרות שהוא מושך, את תוותרי.",""
"385","10","It's tempting, but it's not you.","זה מפתה, אבל זה לא את.",""
"386","0","""Come and get it!""","""בואי קחי את זה!""",""
"400","0","Is that Beauregard barking?","אלו נביחות של בירגרד?",""
"401","0","You hear scuffling upstairs.","את שומעת התכתשות למעלה.",""
"401","1","You hear scuffling further upstairs.","את שומעת התכתשות בקומה העליונה.",""
"402","0","He's not talking.","הוא לא מדבר.",""
"402","1","""Ah, so you're Lillian's friend...Laura, is it? You look very nice, Laura; very nice, indeed.""","""אה, אז את החברה של ליליאן... ליאורה, אמרת? את נראית נחמד מאוד, ליאורה; נחמד מאוד, בהחלט.""",""
"402","2","Dirty old man!","סוטה זקן!",""
"402","3","""Ah, my dear. Come a little closer; I don't hear well.""","""אה, יקירתי. התקרבי מעט; אני לא שומע טוב.""",""
"402","4","Not on your life!","אין סיכוי בחיים!",""
"402","5","""You're very pretty, my dear. Now, don't be afraid.""","""את יפה מאוד, יקירתי. נו, אל תפחדי.""",""
"402","6","Afraid, you're not. Leery, yes.","מפחדת, את לא. חושדת, כן.",""
"402","7","Giving up on you, Wilbur goes back to his reading.","כשהוא מתייאש ממך, ווילבור שוקע בחזרה בקריאה.",""
"402","8","Wilbur's reading his magazine.","ווילבור קורא בכתב העת.",""
"402","9","You can't read it. Wilbur's in the way.","את לא יכולה לקרוא את זה. ווילבור מסתיר.",""
"402","10","Wilbur's reading it right now!","ווילבור קורא בזה ממש עכשיו!",""
"402","11","You look over Wilbur's shoulder at the magazine and see pictures of racehorses.","את מביטה מעבר לכתפו של ווילבור ורואה מגזין עם תמונות של סוסי מרוץ.",""
"402","12","""Come on. Let's go to the dining room.""","""קדימה. בוא נלך לחדר האוכל.""",""
"402","13","""Come now! You tricked me once, you'll not do it again!""","""בחייך! עבדת עלי פעם אחת, אל תעשי את זה שוב!""",""
"402","14","Wilbur must not have heard you. Move closer and try again.","ווילבור כנראה לא שמע אותך. עמדי קרוב יותר ונסי שנית.",""
"402","15","""I'm really not interested in what Gertie's doing.""","""אני באמת שלא מתעניין במה שגרטי עושה.""",""
"402","16","Wilbur and Clarence seem to just want to get away from you.","נראה שווילבור וקלארנס רק מנסים להתחמק ממך.",""
"402","17","Wilbur seems to be very interested in that magazine!","נראה שווילבור קורא בשקיקה את המגזין!",""
"402","18","""Oh, no! I'd better go check on that!""","""אוי, לא! כדאי שאלך לבדוק במה מדובר!""",""
"402","19","A short time later...","כעבור זמן קצר...",""
"402","20","""You're crazy, girl! Gertie's not there!""","""את משוגעת, ילדה! גרטי לא שם!""",""
"403","0","""Ah, Laura! Are you still up?""","""אה, ליאורה! את עדיין ערה?""",""
"403","1","""It's getting so quiet around here; everybody must have gone to bed.""","""נהיה מאוד שקט כאן; כנראה כולם הלכו לישון.""",""
"403","2","""Celie is a good cook. Hey, do you want to join me?""","""סילי טבחית טובה. הי, רוצה להצטרף אלי?""",""
"403","3","Since you're not hungry, you politely decline.","מאחר ואינך רעבה, את מסרבת בנימוס.",""
"403","4","""You know, I'd like to get to know you better. You seem like a real swell girl.""","""את יודעת, הייתי רוצה להכיר אותך יותר טוב. את נראית בחורה לעניין.""",""
"403","5","Well! He seems to be back to his usual, fun-loving self!","ובכן! נראה שהוא חזר למצבו הנהנתן ומחפש הריגושים!",""
"403","6","""I'm very attracted to you, Laura. You're so...young, sweet, and innocent. I find that very exciting!""","""אני נמשך אלייך מאוד, ליאורה. את כל כך...צעירה, מתוקה, ותמימה. בעיני זה מלהיב מאוד!""",""
"403","7","Oh, oh! Better watch out!","הו, הו! שימי לב!",""
"403","8","""Hey, what's the matter with you?! Ain't you attracted to me, likewise?!""","""הי, מה הסיפור שלך?! את לא נמשכת אלי, באופן דומה?!""",""
"403","9","Now that you mention it....","עכשיו שאתה מזכיר את זה...",""
"403","10","""Yeah, well...I don't need no sniveling kid cramping my style, anyhow!""","""כן, האמת...לא מתאים לי ילדות בכייניות שיגבילו את תנועותי!""",""
"403","11","""You still here?! Why don't you go find someone else to play with, little girl?! Yeah!...go find Lillian!""","""את עדיין כאן?! למה את לא מוצאת לך מישהו אחר לשחק איתו, ילדה קטנה?! כן!...לכי חפשי את ליליאן!""",""
"403","12","""Did you hear me?! I said, SCRAM!!""","""את שומעת אותי?! אמרתי, תני גז!!""",""
"403","13","You have definitely gotten on the wrong side of Rudy. It doesn't appear that he wants anything more to do with you.","בהחלט באת לרודי בקטע לא טוב. נראה שהוא לא רוצה יותר שום קשר איתך.",""
"403","14","Currently, Rudy's not saying anything.","כרגע, רודי לא אומר דבר.",""
"403","15","Rudy is enjoying a cup of coffee and a piece of pie.","רודי מתענג על כוס קפה ופרוסת עוגה.",""
"403","16","You're not very hungry right now.","את לא ממש רעבה כרגע.",""
"403","17","A short time later...","כעבור זמן קצר...",""
"403","18","""You're looney! There's NOTHING there!""","""את מטורפת! אין שם כלום!""",""
"403","19","""You won't get me to fall for one of your stories this time!""","""הפעם לא תצליחי להפיל אותי בפח!""",""
"403","20","""Oh, no! That's terrible.""","""אוי, לא! זה נורא.""",""
"403","21","""Forget it. You tried that trick on me already!""","""שכחי מזה. כבר ניסית עלי את הטריק הזה!""",""
"403","22","You're not fond of coffee.","את לא משוגעת על קפה.",""
"405","0","That's one big, mean-looking alligator!","זה תנין גדול ואכזרי למראה!",""
"405","1","Laura, please don't feed the animals!","ליאורה, נא לא להאכיל את החיות!",""
"406","0","VII","מערכה VII",""
"406","1","VIII","מערכה VIII",""
"406","2","I","מערכה I",""
"406","3","II","מערכה II",""
"406","4","III","מערכה III",""
"406","5","IV","מערכה IV",""
"406","6","V","מערכה V",""
"406","7","VI","מערכה VI",""
"406","8","Act %s","%s","צביקה - בודק"
"407","0","""I don't know anything about it.""","""אני לא יודע על זה שום דבר.""",""
"407","1","""Don't know nothin' 'bout it.""","""לא יודע על זה כלום.""",""
"407","2","""I do not know anysing about eet.""","""לא יודעת שום דבר על זה.""",""
"407","3","""What about it?""","""מה עם זה?""",""
"407","4","""Say what, chile?""","""מה אמרת, ילדה?""",""
"407","5","""What about eet?""","""מה עם זה?""",""
"407","6","""What do I care about it?""","""מה אכפת לי?""",""
"407","7","""What you think I care 'bout it?""","""למה את חושבת שאכפת לי?""",""
"407","8","""What do I care about eet?""","""מה אכפת לי?""",""
"407","9","""How would I know?!""","""איך אני אמור לדעת?!""",""
"407","10","""How'd I know 'bout that?!""","""איך אני אמורה לדעת?!""",""
"407","11","""How would I know about zat?""","""איך אני אמורה לדעת?!""",""
"407","12","""What difference does it make?""","""מה זה משנה?""",""
"407","13","""What diff'ernce do it make?""","""מה זה משנה?""",""
"407","14","""What deeference does eet make?""","""מה זה משנה?""",""
"407","15","""I wouldn't know about it.""","""אני לא יודע.""",""
"407","16","""Wouldn't know 'bout that""","""אני לא יודעת.""",""
"407","17","""I would not know about zat""","""אני לא יודעת.""",""
"407","18","""I could care less.""","""זה לא מעניין אותי.""",""
"407","19","""You think that interests me?""","""את חושבת שזה מעניין אותי?""",""
"407","20","""You think that inter'sts me, chile?""","""את חושבת שזה מעניין אותי, ילדתי?""",""
"407","21","""Do you sink zat interests moi?""","""את חושבת שזה מעניין אותי?""",""
"407","22","""I don't care about it.""","""לא אכפת לי מזה.""",""
"407","23","""Don't care 'bout it.""","""לא אכפת לי מזה.""",""
"407","24","""I do not care about eet.""","""לא אכפת לי מזה.""",""
"407","25","""So what else is new?""","""אז מה עוד חדש?""",""
"407","26","""Don't su'prise me none!""","""לא מפתיע אותי בכלל!""",""
"407","27","""Zat eez not news to me.""","""זה לא חדש בשבילי.""",""
"407","28","""So what?""","""אז מה?""",""
"407","29","""Who cares?""","""למי אכפת?""",""
"407","30","""I don't want it.""","""אני לא רוצה את זה.""",""
"407","31","""Don't want it.""","""לא רוצה את זה.""",""
"407","32","""I do not want eet.""","""אני לא רוצה את זה.""",""
"407","33","""I don't need it.""","""אני לא צריך את זה.""",""
"407","34","""Don't need it.""","""לא צריכה את זה.""",""
"407","35","""I do not need eet.""","""אני לא צריכה את זה.""",""
"407","36","""I have no use for it.""","""אין לי מה לעשות עם זה.""",""
"407","37","""I got no use for it.""","""אין לי מה לעשות עם זה.""",""
"407","38","""I do not have any use for eet.""","""אין לי מה לעשות עם זה.""",""
"407","39","""So?""","""אז?""",""
"407","40","""I don't want to look at it.""","""אני לא רוצה לראות את זה.""",""
"407","41","""Don't wanna look at it.""","""אני לא רוצה לראות את זה.""",""
"407","42","""I do not want to look at eet.""","""אני לא רוצה לראות את זה.""",""
"407","43","""It's of no interest to me.""","""זה לא מעניין אותי.""",""
"407","44","""It don't inter'st me.""","""זה לא מעניין אותי.""",""
"407","45","""Eet eez of no interest to me.""","""זה לא מעניין אותי.""",""
"407","46","""I don't have anything else to say about that.""","""אין לי עוד מה לומר בעניין.""",""
"407","47","""Don't have nothin' mo' to say 'bout that.""","""אין לי עוד מה לומר בעניין.""",""
"407","48","""I do not have anysing else to say about zat.""","""אין לי עוד מה לומר בעניין.""",""
"407","49","""You've already told me.""","""כבר אמרת לי.""",""
"407","50","""You done tol' me.""","""כבר אמרת לי.""",""
"407","51","""You have already told me.""","""כבר אמרת לי.""",""
"407","52","""I told you before that I don't want it.""","""אמרתי לך קודם שאני לא רוצה את זה.""",""
"407","53","""I tol' you befo' I don't want it!""","""אמרתי לך קודם שאני לא רוצה את זה.""",""
"407","54","""I told you before zat I do not want eet.""","""אמרתי לך קודם שאני לא רוצה את זה.""",""
"407","55","""You've already shown me that.""","""כבר הראית לי את זה.""",""
"407","56","""You already showed me that.""","""כבר הראית לי את זה.""",""
"407","57","""You have already shown me zat.""","""כבר הראית לי את זה.""",""
"407","58","You open the leather pouch and peer inside. It's full of precious jewels! Carefully, you close it again so as not to lose any.","את פותחת את נרתיק העור ומביטה בפנים. הוא מלא בתכשיטים יקרי ערך! בזהירות, את סוגרת אותו מחדש על מנת ששום דבר לא יאבד.",""
"407","59","You might lose them. Better keep them safely inside the leather pouch.","את עלולה לאבד אותם. מוטב שישמרו בתוך נרתיק העור.",""
"407","60","You don't have a handkerchief.","אין לך ממחטה.",""
"407","61","Which ones would you like to examine? The ones on the record or diary?","את מה את רוצה לבדוק? את זה שעל התקליט או שעל היומן?",""
"407","62","Upon opening the diary you see a small inky fingerprint inside the front cover. You examine it more closely with Wilbur's monocle.","את פותחת את היומן ומגלה טביעת אצבע קטנה בדיו על עמוד השער מבפנים. את בוחנת אותה מקרוב בעזרת המשקף של ווילבור.",""
"407","63","Squinting into the monocle you carefully examine the piece of broken record. Closely situated to each other, you notice two different fingerprints.","את ממצמצת לתוך המשקף ובוחנת בזהירות את פיסת התקליט השבורה. ממוקמים זה לצד זה, את מבחינה בשתי טביעות אצבע שונות.",""
"407","64","You don't have anything that will help you do that.","אין לך שום דבר שיסייע לך לעשות את זה.",""
"407","65","You are a lovely girl of twenty with light red hair and dazzling green eyes. Though you appear somewhat naive, you are really a very resourceful girl. Unfortunately, before this night is over, your resourcefulness and courage will be sorely tested. Good luck... you're gonna need it!","את בחורה מקסימה בת עשרים עם שיער אדמוני ועיניים ירוקות מהממות. למרות שאת מצטיירת כנאיבית במקצת, את נערה איכותית ורבת תושיה. לרוע המזל, עוד לפני שהלילה יגמר, תושייתך ואומץ ליבך יעמדו במבחן המציאות. בהצלחה... את בהחלט תזדקקי לה!",""
"407","66","You don't see any footprints around here.","את לא רואה טביעות רגל באזור.",""
"407","67","You don't get any response.","את לא זוכה לשום תגובה.",""
"407","68","That is not a good use of your one bullet.","זהו אינו השימוש הראוי לקליע הבודד שלך.",""
"407","69","That is not a good use of your time. Besides, the gun isn't even loaded!","את מבזבזת את זמנך. וחוץ מזה, האקדח אפילו לא טעון!",""
"407","70","You have no gun.","אין לך אקדח.",""
"407","71","You do not have the right key to unlock it.","אין לך את המפתח המתאים למנעול הזה.",""
"407","72","You don't have the key.","אין לך מפתח.",""
"407","73","You don't want the kerosene by itself!","את לא רוצה את הנפט בפני עצמו!",""
"407","74","That wouldn't taste good.","זה לא טעים.",""
"407","75","That wouldn't accomplish anything.","זה לא ישיג דבר.",""
"407","76","You're too nice for that.","את נחמדה מדי בשביל זה.",""
"407","77","You were taught better than that!","חינכו אותך ליותר מזה!",""
"407","78","You don't have a violent nature.","אין לך אופי אלים.",""
"407","79","Climb what?","לטפס על מה?",""
"407","80","You don't need to.","אין צורך.",""
"407","81","You listen intently.","את מאזינה בדריכות.",""
"407","82","Hello.","שלום.",""
"407","83","Bye.","להתראות.",""
"407","84","You don't feel like sitting around.","לא מתחשק לך לשבת בחוסר מעש.",""
"407","85","Sniff, sniff.","רחרוח, רחרוח.",""
"407","86","You have no need of water.","את לא צריכה מים.",""
"407","87","What do you want to get?","מה את מנסה להשיג?",""
"407","88","You can't get that.","את לא יכולה לקחת את זה.",""
"407","89","If you want it, just GET it.","אם את רוצה את זה, פשוט קחי את זה.",""
"407","90","Please rephrase your question, making sure that it is in the form of a question.","אנא נסחו מחדש את שאלתכם, וודאו שהיא מנוסחת כשאלה.",""
"407","91","Please be more specific.","בבקשה תהיו יותר ספציפיים.",""
"407","92","What do you want to open?","מה את רוצה לפתוח?",""
"407","93","Just do that yourself.","פשוט תעשי את זה בעצמך.",""
"407","94","You don't see anyone.","את לא רואה אף אחד.",""
"407","95","You get no reaction.","אין תגובה.",""
"407","96","What do you want to give?","מה את רוצה לתת?",""
"407","97","It's not yours to give.","את לא יכולה לתת משהו שאינו שלך.",""
"407","98","What do you want to show?","מה את רוצה להראות?",""
"407","99","""Chris Hoyt and Chris Iden""","""כריס הויט וכריס איידן""",""
"407","100","""Doug ""Og"" Herring""","""דאג ""אוג"" הרינג""",""
"407","101","""Ken Allen""","""קן אלן""",""
"407","102","""Bob Ballew""","""בוב בלו""",""
"408","0","Someone's walking outside on the second story veranda! Who could it be?","מישהו מתהלך בחוץ על מרפסת הקומה השניה! מי זה יכול להיות?",""
"409","0","
Have you previously attended a performance of
""The Colonel's Bequest?""

","האם נכחתם בעבר בהצגה
""עזבונו של הקולונל?""",""
"410","0","That would be very messy.","זה יהיה בלגן רציני.",""
"410","1","The old oilcan is half-filled with oil.","פחית השמן הישנה מלאה עד למחציתה בשמן.",""
"410","2","You would just waste your oil.","זה יהיה סתם בזבוז שמן.",""
"410","3","You don't have the monocle.","אין לך את המשקף.",""
"410","4","You don't know how to wear a monocle; it keeps falling off!","את לא יודעת כיצד להרכיב משקף; זה כל הזמן נופל!",""
"410","5","Things appear larger and sharper when you look through the monocle; much like a magnifying glass.","דברים נראים יותר גדולים וחדים כאשר את מביטה דרך המשקף; ממש כמו זכוכית מגדלת.",""
"410","6","You carefully examine the white handkerchief using Wilbur's monocle much like a magnifying glass. Why, what's this? You see a small ""EP"" in one corner of the white lace trim.","את בוחנת בקפידה את הממחטה באמצעות שימוש במשקף של ווילבור כמו זכוכית מגדלת. הי, מה זה? את רואה ""א""פ"" בקטן על אחת מפינות התחרה הלבנה.",""
"410","7","You scrutinize the entire rolling pin with Wilbur's monocle. Aha! You have discovered traces of blood on it!","את בוחנת את המערוך כולו בעזרת המשקף של ווילבור. אהה! את מגלה עליו עקבות של דם!",""
"410","8","You examine the entire fireplace poker with the monocle. Oh, oh! There are traces of blood on it!","את בוחנת את מוט הגחלים בעזרת המשקף. הו, הו! יש עליו עקבות של דם!",""
"410","9","Squinting into the monocle you carefully examine the piece of broken record. Closely situated to each other, you notice two different fingerprints.","את ממצמצת אל תוך המשקף ובוחנת בזהירות את פיסת התקליט השבורה. ממוקמים זה לצד זה, את מבחינה בשתי טביעות אצבע שונות.",""
"410","10","Upon opening the diary you see a small inky fingerprint inside the front cover. You examine it more closely with Wilbur's monocle.","את פותחת את היומן ומגלה טביעת אצבע קטנה בדיו על עמוד השער מבפנים. את בוחנת אותה מקרוב בעזרת המשקף של ווילבור.",""
"410","11","You examine it with the monocle, but don't see anything interesting.","את בוחנת את זה עם המשקף, אך לא מבחינה בדבר מה מעניין.",""
"410","12","It's already loaded.","זה כבר טעון.",""
"410","13","You have no bullet.","אין לך קליעים.",""
"410","14","You have no gun.","אין לך אקדח.",""
"410","15","That would probably be unwise.","זה יהיה לא חכם בעליל.",""
"410","16","It hasn't been loaded.","זה לא טעון.",""
"410","17","When you open the small derringer, you see there is one bullet in it.","בעודך פותחת את האקדח הקטן, את מגלה כי נותר בו כדור בודד אחרון.",""
"410","18","Upon opening the derringer, you notice no bullets.","את פותחת את האקדח, ורואה כי הוא ריק מכדורים.",""
"410","19","What an awful thought!","איזו מחשבה נוראית!!",""
"410","20","If you want it, just GET it.","אם את רוצה את זה, פשוט תקחי את זה.",""
"410","21","Better not! You might need it!","עדיף שלא! אולי תזדקקי לזה בהמשך!",""
"410","22","That wouldn't accomplish anything.","זה לא ישיג דבר.",""
"410","23","What do you want to do with the %s","מה את רוצה לעשות עם ה%s",""
"410","24","?","?",""
"410","25","It's not your diary!","זה לא היומן שלך!",""
"410","26","Upon opening the diary, you casually notice an ink-stained fingerprint inside the front cover. Curiously, and a bit guiltily, you scan through the rest of the diary's pages. Nothing much captures your interest until you come to the latest entry. It reads...","עם פתיחת היומן, את מבחינה כבדרך אגב בטביעת אצבע מוכתמת בדיו מאחורי הכריכה הקדמית. מסוקרנת, ועם טיפה רגשי אשם, את מדפדפת בין עמודי היומן. שום דבר מיוחד לא לוכד את תשומת לבך עד שאת מגיעה לעמוד האחרון. וכך נכתב בו...",""
"410","27","May 27th (that's today!)

Dear Diary,

I'm so terribly upset! I can't believe Uncle Henri would do this to me! I thought I was like a daughter to him and now I find out I'm no more important than any of those other creeps! They can't get away with it, you know...they just can't! Between you and me, Diary, you know they have to go...","27 במאי (זה היום!)

יומני היקר,

אני כל כך עצובה! לא האמנתי שדוד הנרי יעשה לי דבר כזה! תמיד חשבתי שאני כמו בת בשבילו ועכשיו גיליתי שאני לא חשובה לו יותר מכל שאר החלאות! הם לא יחמקו מזה, אתה יודע...הם פשוט לא! ביני לבינך, יומני, אתה יודע שעליהם ללכת...",""
"410","28","...because of what they all did to me. I KNOW they were all in it together to have me put away in the nuthouse. I was never crazy, they just wanted me out of the picture! Now they have to...","...בגלל מה שהם עשו לי. אני יודעת שהם כולם שותפים להחלטה לשים אותי בבית משוגעים. אף פעם לא הייתי משוגעת, הם פשוט רצו להוציא אותי מהתמונה! עכשיו עליהם...",""
"410","29","That's it. The passage ends abruptly. Hmmmmm. What could Lillian mean by all this?!","זהו זה. הפסקה נקטעת בפתאומיות. המממממ. מה יכול להיות שליליאן התכוונה בזה?!",""
"410","30","You open the leather pouch and peer inside. It's full of precious jewels! Carefully, you close it again so as not to lose any.","את פותחת את נרתיק העור ומביטה בפנים. הוא מלא בתכשיטים יקרי ערך! בזהירות, את סוגרת אותו בשנית על מנת ששום דבר לא ילך לאיבוד.",""
"410","31","The cracker box is empty.","קופסת הקרקרים ריקה.",""
"410","32","There is only one cracker in the cracker box.","יש רק קרקר אחד בקופסת הקרקרים.",""
"410","33","There are %u crackers in the cracker box.","יש %u קרקרים בקופסת הקרקרים.",""
"410","34","You pop a cracker into your mouth. Mmmmmm. Quite tasty.","את מקפיצה קרקר לתוך הפה. מממממ. לא רע.",""
"410","35","The box of crackers is empty.","קופסת הקרקרים ריקה.",""
"410","36","Okay. You light a match.","בסדר. את מדליקה גפרור.",""
"410","37","Ouch!! The match burned your fingers!","אאוץ'!! הגפרור שרף לך את האצבעות!",""
"410","38","Mmmmmmmm. You always love a good carrot.","מממממממממ. גזר זה המאכל האהוב עלייך.",""
"410","39","It wouldn't become you.","זה לא מתאים לך.",""
"410","40","That wouldn't do anything.","זה לא יעשה כלום.",""
"410","41","There appears to be kerosene in the lantern.","נדמה שיש נפט בעששית.",""
"410","42","It's already lit.","זה כבר דולק.",""
"410","43","Using a match, you carefully light the lantern. It glows brightly.","את מציתה גפרור, ומדליקה בזהירות את העששית. היא זוהרת באור יקרות.",""
"410","44","You don't have any matches.","אין לך גפרורים בכלל.",""
"410","45","You extinguish the lantern.","את מכבה את העששית.",""
"410","46","It's already extinguished.","זה כבר כבוי.",""
"410","47","You open your notebook and skim through your many notes and observations.","את פותחת את מחברתך ומרפרפת בין ההערות והתובנות הרבות שלך.",""
"410","48","It is closed.","זה סגור.",""
"410","49","From your detective father, you have learned to write down all your notes and observations.","מאביך הבלש, למדת לרשום ביסודיות את כל ההערות והאבחנות.",""
"411","0","This is the guest room you share with Lillian. Though a bit tired-looking, it seems comfortable enough.","זהו חדר האורחים שאותו את חולקת עם ליליאן. למרות מראהו הדהוי מעט, הוא נראה נוח למדי.",""
"411","1","""Laura, dear. Please excuse me. I'm going to go freshen up in the bathroom. Why don't you explore the estate a bit?""","""ליאורה, יקירתי. תסלחי לי בבקשה. אני הולכת להתרענן במקלחת. למה שלא תצאי לחקור קצת את האחוזה?""",""
"411","2","Hmmmm...something doesn't feel right. Everybody's acting too strange...even Lillian. What would Daddy do in a situation like this?","הממממ...משהו לא מסתדר לי. כולם מתנהגים כל כך מוזר...אפילו ליליאן. מה אבא היה עושה במצב כזה?",""
"411","3","""Honey, if things don't feel right, they probably AREN'T. Observe the situation closely, yet be unobtrusive. Explore your surroundings quietly and carefully. Try to question the others without raising suspicion. Notice small details. Take lots of notes. And above all, be careful.""","""מותק, אם את מרגישה שמשהו לא בסדר, כנראה שאת צודקת. בחני את המצב מקרוב, אך לא בפולשניות. חקרי את סביבתך בשקט ובזהירות. נסי לתשאל אחרים מבלי לעורר חשד. שימי לב לפרטים הקטנים. רשמי הרבה הערות. ומעל הכל, היי זהירה.""",""
"411","4","Since you never go anywhere without your trusty notebook and pencil, you go to your suitcase, open it, and remove those two items. Yes...your father is right. Observing the situation and taking notes WOULD be a good idea.","מאחר ואת לעולם לא יוצאת בלי המחברת והעיפרון הנאמנים שלך, את הולכת למזוודתך, פותחת אותה, ולוקחת את אותם שני חפצים. כן...אביך צדק. בחינת המצב ורישום הערות אלה הם בהחלט רעיונות מבורכים.",""
"412","0","""Remember what I taught you about interrogation, Laura? Don't forget to ask questions. If you ""ask Lillian about Gloria,"" you might get more information about Gloria, or at least how Lillian FEELS about her. That sort of information could be very useful.""","""זוכרת מה שלימדתי אותך בקשר לתחקור, ליאורה? לא לשכוח לשאול שאלות. אם את ""שואלת את ליליאן על גלוריה,"" הדבר עשוי לשפוך אור חדש על גלוריה, או לכל הפחות מה ליליאן מרגישה כלפיה. מידע מהסוג הזה עשוי להועיל לך עד מאוד.""",""
