file-noun-verb-condition-sequence-,file,noun,verb,condition,sequence,talker,padding,text,translation,comment_padding,comment_text
530.msg-4-0-0-9-,530.msg,4,0,0,9,19,00000001,Now all we have to is get you out of here. Any ideas?,עכשיו כל מה שנותר לנו זה להוציא אותך החוצה מפה. יש רעיונות?,,
530.msg-4-0-0-10-,530.msg,4,0,0,10,23,00000001,Not a one sir... Maybe you can find something that will get through these bars.,אפילו לא אחד המפקד... אולי תוכל למצוא משהו שיעבור דרך הסורגים.,,
530.msg-4-0-0-11-,530.msg,4,0,0,11,23,00000001,"But be careful, it's mighty cramped quarters in here and I'd like to make it out in one piece.","אבל תיזהר, מאד צפוף כאן ואני רוצה לצאת בחתיכה אחת.",,
530.msg-4-0-1-1-,530.msg,4,0,1,1,23,00000001,"Talk is cheap Captain, I think you'd better find me a way outta here.","קל לדבר קפטן, נדמה לי שעדיף שתמצא דרך לצאת מכאן.",,
530.msg-5-4-0-1-,530.msg,5,4,0,1,99,00000001,That will have absolutely no beneficial effect on the lock mechanism.,לא יהיה לזה שום השפעה ממשית על מנגנון הנעילה.,,
530.msg-5-1-0-1-,530.msg,5,1,0,1,99,00000001,The cell is closed with an impressively heavy looking lock mechanism.,התא נעול במנגנון נעילה כבד ומרשים למראה.,,
530.msg-5-30-0-1-,530.msg,5,30,0,1,99,00000001,I'm sure Cliffy would prefer that you didn't try to roast him alive.,אני בטוח שצוקי יעדיף שלא תנסה לצלות אותו בחיים.,,
530.msg-6-1-0-1-,530.msg,6,1,0,1,99,00000001,"Your little buddy, Spike.","חברך הקטן, קוץ.",,
620.msg-1-1-0-1-,620.msg,1,1,0,1,99,00000001,A flashing red button catches your eye. You surmise that it is somehow connected with the homing beacon.,כפתור אדום מהבהב לוכד את מבטך. אתה משער שהוא איכשהו קשור לאות האיתור.,,
620.msg-2-1-0-1-,620.msg,2,1,0,1,99,00000001,Q: What was the last thing to go through the Space Hero's mind as he hit the ground after falling from the 10000 foot cliff?,"ש: מה הדבר האחרון שעבר בראשו של גיבור החלל בשניה שפגע בקרקע לאחר נפילה מצוק בגובה 3 ק""מ?",,
620.msg-2-1-0-2-,620.msg,2,1,0,2,99,00000001,A: His boots.,ת: המגפיים שלו.,,
620.msg-3-1-0-1-,620.msg,3,1,0,1,99,00000001,This frock probably belonged to the recent occupant of the escape pod.,החלוק הזה כנראה היה שייך לדייר האחרון של תרמיל המילוט.,,
620.msg-4-4-0-1-,620.msg,4,4,0,1,99,00000001,You'll need to get a little closer before you can touch it. ,תצטרך לגשת יותר קרוב לפני שתוכל לגעת בזה.,,
620.msg-4-1-0-1-,620.msg,4,1,0,1,99,00000001,The interior of the craft is not visible from your present location. All you can tell from here is that it looks like an escape pod.,פנים רכב החלל אינו גלוי ממיקומך הנוכחי. כל מה שאתה יכול לדעת מכאן זה שזה נראה כמו תרמיל מילוט.,,
620.msg-5-1-0-1-,620.msg,5,1,0,1,99,00000001,Whoever used this pod can't be far away...,מי שלא השתמש בתרמיל הזה לא יכול להיות מאד רחוק...,,
620.msg-6-1-0-1-,620.msg,6,1,0,1,99,00000001,I wouldn't get too close if to the edge if I were you...,לא הייתי מתקרב לשפה יותר מדי אילו הייתי במקומך...,,
620.msg-7-1-0-1-,620.msg,7,1,0,1,99,00000001,It appears the pod still has some reserve battery power.,עושה רושם שסוללת התרמיל עדיין טעונה.,,
620.msg-8-0-1-1-,620.msg,8,0,1,1,22,00000001,"Cliffy says he's ready when you are, Captain.","צוקי אומר שהוא מוכן כשאתה מוכן, קפטן.",,
620.msg-8-0-1-2-,620.msg,8,0,1,2,19,00000001,        ENERGIZE!,שגר!,,
620.msg-8-0-2-1-,620.msg,8,0,2,1,22,00000001,I've got a splitting headache and the planter's wart in my left foot is starting to abscess.,יש לי כאב ראש נוראי והיבלת הנגיפית בכף רגלי השמאלית מתחילה להזדהם.,,
620.msg-8-0-2-2-,620.msg,8,0,2,2,22,00000001,"Other than that it's just peachy. How about you, sir? Discover anything interesting down there on that third rate planet?","חוץ מזה הכל תותים. ואיך אצלך, המפקד? גילית משהו מעניין שם למטה על הכוכב סוג ג' הזה?",,
620.msg-8-0-2-3-,620.msg,8,0,2,3,19,00000001,"Um, no, I haven't found anything as yet.","המ, לא, עדיין לא מצאתי דבר.",,
620.msg-8-0-2-4-,620.msg,8,0,2,4,22,00000001,"Well what did you expect, dragging us off to a dirtball of a world with no good reason?","ובכן למה ציפית, כשגררת אותנו לכדור הבוץ הזה ללא סיבה מוצדקת?",,
620.msg-8-0-2-5-,620.msg,8,0,2,5,19,00000001,"I don't know what I expected, Flo. I just thought it would be a good idea to check this place out.","אני לא יודע למה ציפיתי, פלו. חשבתי רק שזה יהיה רעיון טוב לבדוק את המקום.",,
620.msg-8-0-2-6-,620.msg,8,0,2,6,22,00000001,"When you've finished screwing about down there, call me back and I'll have Cliffy beam you up.","כשתסיים לדפוק שם את העניינים פחות או יותר, תתקשר אלי וצוקי ישגר אותך למעלה.",,
620.msg-8-0-2-7-,620.msg,8,0,2,7,22,00000001,     Eureka out.,יוריקה סוף.,,
620.msg-8-0-3-1-,620.msg,8,0,3,1,22,00000001,"Not a word, Captain. They've been unusually quiet.","אף מילה, קפטן. הם שקטים באופן יוצא דופן.",,
620.msg-8-0-3-2-,620.msg,8,0,3,2,19,00000001,"Well, keep on it, Flo.","טוב, תהיי על זה, פלו.",,
620.msg-8-0-3-3-,620.msg,8,0,3,3,22,00000001,"I'll monitor the frequencies with my usual diligence, sir.","אני אנטר את התדרים במידת מחוייבותי הרגילה, המפקד.",,
620.msg-8-0-3-4-,620.msg,8,0,3,4,19,00000001,"Please try a little harder than that, Flo.","בבקשה תנסי להתאמץ טיפה יותר, פלו.",,
620.msg-8-0-3-5-,620.msg,8,0,3,5,22,00000001,"Call back when you're ready to leave, Captain. Eureka out.","תתקשר כשאתה מוכן לתזוזה, קפטן. יוריקה סוף.",,
620.msg-8-0-4-1-,620.msg,8,0,4,1,22,00000001,"What do you want, Captain?","מה אתה רוצה, קפטן?",,
620.msg-8-0-4-2-,620.msg,8,0,4,2,22,00000001,One to beam up!,אחת לשיגור מעלה!,,
620.msg-8-0-4-3-,620.msg,8,0,4,3,22,00000001,How's it going up there?,איך הולך שם למעלה?,,
620.msg-8-0-4-4-,620.msg,8,0,4,4,22,00000001,"Any word from StarCon recently, Flo?","יש חדש מצבר-כוכבא, פלו?",,
620.msg-9-1-0-1-,620.msg,9,1,0,1,99,00000001,A narrow path leads across the chasm.,שביל צר מוביל אל מעבר לתהום.,,
620.msg-10-0-1-1-,620.msg,10,0,1,1,22,00000001,"We can't do that for awhile, sir. Cliffy says the transporter blew a fuse again.","אנחנו לא יכולים לעשות את זה כרגע, המפקד. צוקי אומר שבמשגר שוב נשרף פיוז.",,
620.msg-10-0-1-2-,620.msg,10,0,1,2,19,00000001,Great. What am I supposed to do in the meantime?,יופי. מה אני אמור לעשות בינתיים?,,
620.msg-10-0-1-3-,620.msg,10,0,1,3,22,00000001,"I'm sure you'll think of something, sir. Eureka out.","אני בטוחה שתחשוב על משהו, המפקד. יוריקה סוף.",,
620.msg-10-0-2-1-,620.msg,10,0,2,1,22,00000001,The fungus on the big toenail of my left foot has spread to the other eight toes. How about you sir?,הפטרייה בציפורן הכי גדולה ברגל שמאל התפשטה לשאר שמונת האצבעות. איך אצלך המפקד?,,
620.msg-10-0-2-2-,620.msg,10,0,2,2,19,00000001,"I've found zippola down here, except for the escape pod, of course.","מצאתי את כל העולם ואשתו כאן למטה, מלבד תרמיל המילוט, כמובן.",,
620.msg-10-0-2-3-,620.msg,10,0,2,3,22,00000001,"Isn't that special. Call back when you have something useful to tell us, Captain. Eureka out.","נכון שזה מפתיע? תתקשר אלי כשיהיה לך משהו מועיל להגיד לי, קפטן. יוריקה סוף.",,
620.msg-10-0-3-1-,620.msg,10,0,3,1,22,00000001,What am I? Your secretary?!,מה אני? המזכירה שלך?!,,
620.msg-10-0-3-2-,620.msg,10,0,3,2,19,00000001,"I was just checking in, Flo...","סתם התקשרתי מסקרנות, פלו...",,
620.msg-10-0-3-3-,620.msg,10,0,3,3,22,00000001,"I haven't heard a peep over the com link sir and, I've been up here watching the latest episode of the ''Bulbous and the Beautiful'' on the space net the whole time you've been down there.","לא שמעתי ציוץ ברשת הקשר המפקד, ואני צופה כאן בפרק האחרון של ""הפיצוצים והאמיצים"" בערוץ החלל מהרגע שירדת למטה.",,
620.msg-10-0-3-4-,620.msg,10,0,3,4,19,00000001,"Okay Flo, thanks. Wilco out.","בסדר פלו, תודה. ווילקו סוף.",,
620.msg-10-0-4-1-,620.msg,10,0,4,1,22,00000001,"What do you want, Captain?","מה אתה רוצה, קפטן?",,
620.msg-10-0-4-2-,620.msg,10,0,4,2,22,00000001,"I don't think I like it here, Flo. This place gives me the creeps. Have Cliffy beam me back up.",אני לא חושב שאני נהנה פה. המקום הזה מעורר בי חלחלה. דברי עם צוקי שישגר אותי למעלה.,,
620.msg-10-0-4-3-,620.msg,10,0,4,3,22,00000001,"Anything new, Flo?","משהו חדש, פלו?",,
620.msg-10-0-4-4-,620.msg,10,0,4,4,22,00000001,"Any messages for me, Flo?","יש הודעות בשבילי, פלו?",,
620.msg-11-1-0-1-,620.msg,11,1,0,1,99,00000001,"All indications suggest that the pod's occupant left in a hurry, not taking the time to shut down.","כל הסימנים מראים שדייר התרמיל נטש בחופזה, אפילו לכבות אותו הוא לא הספיק.",,
620.msg-12-4-0-1-,620.msg,12,4,0,1,99,00000001,Did that hurt? It looked really painful.,נפצעת? זה נראה ממש כואב.,,
620.msg-12-4-0-2-,620.msg,12,4,0,2,99,00000001,You must be a glutton for punishment.,אתה בטח להוט להיענש.,,
620.msg-12-4-0-3-,620.msg,12,4,0,3,99,00000001,You're either a masochist or a moron.,אתה או מזוכיסט או מטומטם.,,
620.msg-12-1-0-1-,620.msg,12,1,0,1,99,00000001,Hot streams of smoke and water vapor rise in waves from this recently abandoned escape pod.,זרמים חמים של עשן ואדי מים מיתמרים בסלסולים מתרמיל המילוט שננטש זה עתה.,,
620.msg-13-1-0-1-,620.msg,13,1,0,1,99,00000001,"Looks like you're hosed, Roger.","נראה שעבדו עליך, רוג'ר.",,
620.msg-14-1-0-1-,620.msg,14,1,0,1,99,00000001,"Huge fungi resembling giant mushrooms proliferate in the warm, moist environment of this planet.",כמהין גדולות המזכירות פטריות ענק משגשגות בסביבה הלחה והחמה של כוכב זה.,,
620.msg-15-1-0-1-,620.msg,15,1,0,1,99,00000001,The safety harness for the escape pod sways gently in a light breeze.,רתמת הבטיחות של תרמית המילוט מתנועעת ברכות ברוח הקלה.,,
620.msg-16-4-0-1-,620.msg,16,4,0,1,99,00000001,Yuck! Don't be ridiculous.,איכס! אל תהיה מגוחך.,,
620.msg-16-1-0-1-,620.msg,16,1,0,1,99,00000001,A slimy gastropod slugs his way up one of the fungoid stems.,שבלול חלקלק מזדחל לדרכו במעלה אחד מגבעולי הפטריות.,,
620.msg-16-2-0-1-,620.msg,16,2,0,1,99,00000001,"It just stares at you as if to say ''My, what an incredibly stupid creature.''","הוא רק בוהה בך כאומר ""בחיי, איזה יצור מטופש.""",,
620.msg-16-30-0-1-,620.msg,16,30,0,1,99,00000001,"Put the torch away, now isn't the time to try and whip up a quick batch of Slug fritters.","תניח את המבער, עכשיו זה לא הזמן להכין מתכון מהיר של לביבות שבלולים.",,
620.msg-17-1-0-1-,620.msg,17,1,0,1,99,00000001,Waves of steam and heat distortion attest to the recent use of the escape pod in its designed capacity.,גלים מהבילים של קיטור ועיוותי חום מעידים על שמישהו סחט את מנועי התרמיל עד לקצה גבול היכולת.,,
620.msg-18-1-0-1-,620.msg,18,1,0,1,99,00000001,The huge stems of the shroomoid growths tower above you.,גבעולי הענק של הפטריער מתנשאים ממולך.,,
620.msg-19-1-0-1-,620.msg,19,1,0,1,99,00000001,"A particularly large fungus stem winds its way through the foreground... Strangely, you half expect to see a large caterpillar smoking a pipe crawl out from behind it at any moment.","גבעולי פטריות גבוהים במיוחד מתנועעים ברוח לאורך החזית... באופן משונה, אתה כמעט מצפה לראות מרבה רגליים גדול מעשן סיגר זוחל החוצה מאחוריהם בכל רגע.",,
640.msg-1-0-0-1-,640.msg,1,0,0,1,99,00000001,"I almost feel sorry for them, don't you?","אני כמעט מרחם עליהם, גם אתה?",,
640.msg-1-1-0-1-,640.msg,1,1,0,1,99,00000001,A large and particularly gruesome pukoid provides high cover for his fellows on the plateau.,פיוקואיד גדול ומחריד במיוחד מספק מחסה גבוה לחבריו למישור.,,
640.msg-2-1-0-1-,640.msg,2,1,0,1,99,00000001,You could make the Mother of all Beef Stroganoffs with any one of the huge mushrooms growing here.,יכולת להכין את האמא של כל קציצות הבשר מכל אחת מפטריות הענק הצומחות כאן.,,
640.msg-3-0-0-1-,640.msg,3,0,0,1,19,00000001,Hello!,שלום!,,
640.msg-3-0-0-2-,640.msg,3,0,0,2,19,00000001,Beatrice...?,ביאטריס...?,,
640.msg-4-0-0-1-,640.msg,4,0,0,1,99,00000001,|f8|HIYAAAAA!,איהההה!,,
640.msg-5-0-1-1-,640.msg,5,0,1,1,22,00000001,"Cliffy informs me the transporter is functional and on line. Just say the word, Sir.","צוקי מדווח לי שהמשגר מבצעי ומוכן לשימוש. רק תגיד את המילה, המפקד.",,
640.msg-5-0-1-2-,640.msg,5,0,1,2,19,00000001,        ENERGIZE!,שגר!,,
640.msg-5-0-2-1-,640.msg,5,0,2,1,22,00000001,"Not well, at all sir. I've got this pain all down my left side.","לא טוב בכלל, המפקד. יש לי כאבים חזקים בצד שמאל.",,
640.msg-5-0-2-2-,640.msg,5,0,2,2,19,00000001,Are you detecting any communications from anywhere on this planet?,את מזהה תקשורת כלשהי מהכוכב הזה?,,
640.msg-5-0-2-3-,640.msg,5,0,2,3,22,00000001,"Hang on sir, I'll punch it up on my board...","חכה רגע המפקד, אני אעלה את זה על הלוח...",,
640.msg-5-0-2-4-,640.msg,5,0,2,4,22,00000001,"The only activity on any frequency is your communicator, sir. But that's to be expected: there probably isn't enough animal life down there to fill a shuttle craft.","הפעילות היחידה בכל אחד מהתדרים היא מכשיר הקשר שלך, המפקד. אבל זה היה צפוי: כנראה אין מספיק בעלי חיים שם למטה כדי למלא מעבורת חלל.",,
640.msg-5-0-2-5-,640.msg,5,0,2,5,19,00000001,"Thanks Flo, I just wanted to be sure.","תודה פלו, רק רציתי להיות בטוח.",,
640.msg-5-0-2-6-,640.msg,5,0,2,6,22,00000001,Right. Call back when you're ready to leave. Eureka out.,טוב. תתקשר כשתהיה מוכן לתזוזה. יוריקה סוף.,,
640.msg-5-0-3-1-,640.msg,5,0,3,1,22,00000001,"Not a whisper, sir. Have you found anything interesting down there, or has this all been a big waste of time?","אפילו לא ליחשוש, המפקד. מצאת משהו מעניין שם למטה, או שהכל היה בזבוז זמן אחד גדול?",,
640.msg-5-0-3-2-,640.msg,5,0,3,2,19,00000001,It's been pretty quiet here.,די שקט כאן לאחרונה.,,
640.msg-5-0-3-3-,640.msg,5,0,3,3,19,00000001,"You know what? Except for the poison atmosphere, bizarre plant-life, and giant slugs, this place isn't half bad.","את יודעת מה? מלבד האווירה הרעילה, עולם צומח ביזארי, ושבלולי ענק, זה מקום לא רע בכלל.",,
640.msg-5-0-3-4-,640.msg,5,0,3,4,22,00000001,"I'm sure it's a vacation paradise, sir. Call back when you're ready to leave. Eureka out.",אני בטוחה שזה גן עדן עלי אדמות. תתקשר אלי כשתהיה מוכן ליציאה. יוריקה סוף.,,
640.msg-5-0-4-1-,640.msg,5,0,4,1,22,00000001,"This is Eureka, what do you want, Captain?","כאן יוריקה, מה אתה רוצה, קפטן?",,
640.msg-5-0-4-2-,640.msg,5,0,4,2,99,00000001,One to beam up!,אחת לשיגור מעלה!,,
640.msg-5-0-4-3-,640.msg,5,0,4,3,99,00000001,"How are you holding up, Flo?","איך את מסתדרת, פלו?",,
640.msg-5-0-4-4-,640.msg,5,0,4,4,99,00000001,Give me an update on the status of communications from StarCon.,תני לי עדכון על מצב התקשורת מצבר-כוכבא.,,
640.msg-6-0-1-1-,640.msg,6,0,1,1,22,00000001,"I'm sorry, sir, I'm afraid I can't do that.","אני מצטערת, המפקד, אך חוששני כי לא אוכל לעשות זאת.",,
640.msg-6-0-1-2-,640.msg,6,0,1,2,19,00000001,Why not?,למה לא?,,
640.msg-6-0-1-3-,640.msg,6,0,1,3,22,00000001,The transporter went kablooie again.,המשגר שוב הלך פייפן.,,
640.msg-6-0-1-4-,640.msg,6,0,1,4,19,00000001,"Could you be a little more specific about the problem, Flo.","תוכלי להיות יותר ספציפית לגבי הבעיה, פלו?",,
640.msg-6-0-1-5-,640.msg,6,0,1,5,22,00000001,"Of course I could, but you wouldn't have the slightest idea what I was talking about.","כמובן שאני יכולה, אבל לא יהיה לך מושג על מה אני מדברת.",,
640.msg-6-0-1-6-,640.msg,6,0,1,6,19,00000001,"That's great, just great. How long do you think it will take to repair?","זה נפלא, פשוט נפלא. כמה זמן יארך התיקון לדעתך?",,
640.msg-6-0-1-7-,640.msg,6,0,1,7,22,00000001,"I'm sure I don't know, Captain. Give us some time to lock it down. Eureka out.","אני בהחלט לא יודעת, קפטן. תן לנו קצת זמן לטפל בזה. יוריקה סוף.",,
640.msg-6-0-2-1-,640.msg,6,0,2,1,22,00000001,Not unless you call sitting in a chair and staring at a blank com screen for hours ''exciting.'',"רק אם אתה קורא לישיבה על כיסא ובהייה במסך תקשורת ריק במשך שעות ""מרתק.""",,
640.msg-6-0-2-2-,640.msg,6,0,2,2,19,00000001,It's been pretty quiet down here too. Except for this loud breathing noise I keep hearing.,גם פה למטה מאד שקט. להוציא את הנשימות הכבדות שאני כל הזמן שומע.,,
640.msg-6-0-2-3-,640.msg,6,0,2,3,22,00000001,"That's your oxygen mask, sir.","זו מסיכת החמצן שלך, המפקד.",,
640.msg-6-0-2-4-,640.msg,6,0,2,4,19,00000001,Oh yeah... I knew that!,אה כן... ידעתי את זה!,,
640.msg-6-0-2-5-,640.msg,6,0,2,5,22,00000001,"Of course you did, Captain. Now if you'll excuse me, I have to go scrape my molars. Eureka out.","כמובן שידעת, קפטן. עכשיו אם תסלח לי, אני צריכה לצחצח שיניים. יוריקה סוף.",,
640.msg-6-0-3-1-,640.msg,6,0,3,1,22,00000001,"Still no word, Captain.","עדיין אף מילה, קפטן.",,
640.msg-6-0-3-2-,640.msg,6,0,3,2,19,00000001,Hmm... I beginning to get a bad feeling about this whole mess.,הממ... אני מתחיל להרגיש רע מכל הסיפור הזה.,,
640.msg-6-0-3-3-,640.msg,6,0,3,3,22,00000001,"Well you're the one who had to play ""Galactic Adventurer"" and go traipsing about strange new worlds, seeking out new civilizations... What a bunch of nonsense!","ובכן אתה לא היחיד שצריך לשחק ""הרפתקן גלקטי"", לשוטט בעולמות מוזרים, ולחפש תרבויות חדשות... איזה אוסף של שטויות!",,
640.msg-6-0-3-4-,640.msg,6,0,3,4,19,00000001,"If you're trying to hint that coming down here wasn't a good idea Flo, I'm beginning to agree with you.","אם את מנסה לרמוז פלו, שזה לא היה רעיון טוב לרדת הנה, אני מתחיל להסכים איתך.",,
640.msg-6-0-3-5-,640.msg,6,0,3,5,22,00000001,"Oops! I gotta run, Captain. My trout flavored Ultra Thin-Fast shake is starting to melt. Eureka out.","אופס! אני חייבת לרוץ, קפטן. השייק הדיאטטי שלי בטעם פורל מתחיל להפשיר. יוריקה סוף.",,
640.msg-6-0-4-1-,640.msg,6,0,4,1,22,00000001,"What do you want, Captain?","מה אתה רוצה, קפטן?",,
640.msg-6-0-4-2-,640.msg,6,0,4,2,99,00000001,"I'm having second thoughts about being down here, Flo. Have Cliffy beam me up.","אני מתחיל להתחרט על זה שאני פה, פלו. תגידי לצוקי שיעלה אותי.",,
640.msg-6-0-4-3-,640.msg,6,0,4,3,99,00000001,"Anything exciting going on up there, Flo?","משהו מרגש קורה שם למעלה, פלו?",,
640.msg-6-0-4-4-,640.msg,6,0,4,4,99,00000001,"Have you heard anything new from StarCon Command lately, Flo?","שמעת משהו חדש ממפקדת צבר-כוכבא לאחרונה, פלו?",,
640.msg-7-0-0-1-,640.msg,7,0,0,1,99,00000001,"A band of pukoids has materialized on the plateau around you. I wouldn't give a tin buckazoid for your life now, Rog.","להקת פיוקואידים מתממשת על המישור מסביבך. לא הייתי שמה עליך זוזואיד בודד, רוג'.",,
640.msg-8-1-0-1-,640.msg,8,1,0,1,99,00000001,Giant saprophytes proliferate throughout this moist world.,פטריות ענק מתרבות במהירות ברחבי העולם הלחלוחי.,,
660.msg-1-1-0-1-,660.msg,1,1,0,1,99,00000001,You barely feel Beatrice's light tread as she scrambles nimbly over you with catlike agility.,אתה בקושי מרגיש בפסיעותיה הקלות של ביאטריס כשהיא מטפסת עליך בקלילות ובגמישות חתולית.,,
660.msg-1-1-0-2-,660.msg,1,1,0,2,19,00000001,Ouch! Be careful!,אאוץ'! תיזהרי!,,
660.msg-13-0-0-1-,660.msg,13,0,0,1,99,00000001,"Sorry Wilco, I thought you were one of those pukoids coming to get me.","מתנצלת ווילקו, חשבתי שאתה אחד מהפיוקואידים שבאים לקחת אותי.",,
660.msg-2-0-0-1-,660.msg,2,0,0,1,26,00000001,Unnnh!,אהההה!,,
660.msg-3-0-0-1-,660.msg,3,0,0,1,26,00000001,"Help me, Wilco. I'm slipping! If only you had something for me to grab on to!","הצילו, ווילקו. אני מחליקה! אילו רק היה לי במה להיאחז!",,
660.msg-3-0-0-2-,660.msg,3,0,0,2,26,00000001,Give me your hand or something and I'll climb over you and pull you up after me...,תושיט לי יד או משהו ואני אטפס עליך ואמשוך אותך אחריי...,,
660.msg-3-0-0-3-,660.msg,3,0,0,3,26,00000001,Wilco!! I can't hold on much longer!,ווילקו!! אני לא יכולה להחזיק יותר!,,
660.msg-3-4-0-1-,660.msg,3,4,0,1,99,00000001,Your reach isn't long enough. Try something else.,אתה עדיין לא מגיע אליה. נסה משהו אחר.,,
660.msg-3-41-0-1-,660.msg,3,41,0,1,26,00000001,You lower the frock to Beatrice and she clambers over you as lightly as a pussycat. ,אתה מנמיך את שולי החלוק אל ביאטריס והיא מטפסת עליך בקלילות של חתלתולה.,,
660.msg-3-41-0-2-,660.msg,3,41,0,2,26,00000001,Well maybe not |c3|quite|c| that lightly... ,ובכן אולי לא |c3|בכזאת|c| קלילות...,,
660.msg-3-1-0-1-,660.msg,3,1,0,1,99,00000001,It's Bea. Isn't she beautiful when she's scared spitless?,זאת בי. נכון שהיא יפהפייה כשהיא מפוחדת עד מוות?,,
660.msg-4-1-0-1-,660.msg,4,1,0,1,99,00000001,Giant stems support the huge fungal growths which proliferate on this world.,גבעולי ענק תומכים בגידולים פטרייתיים עצומים שמתפשטים במהירות ברחבי העולם.,,
660.msg-5-1-0-1-,660.msg,5,1,0,1,99,00000001,It's a painfully long way down to the bottom.,הדרך למטה ארוכה וכואבת.,,
660.msg-14-0-0-1-,660.msg,14,0,0,1,26,00000001,Oh! Those pukoid mutants found me!  Do something Wilco!,אוי לא! המוטנטים הפיוקואידים מצאו אותי! תעשה משהו ווילקו!,,
660.msg-6-1-0-1-,660.msg,6,1,0,1,99,00000001,"Should anyone choose to take pot shots at you, these ledges provide an excellent field of fire upwards...","אם מישהו יחליט להתנקש בך בירי ספורדי, מדפים אלה יספקו שטחי אש צולבת מושלמים.",,
660.msg-7-0-0-1-,660.msg,7,0,0,1,19,00000001,OUCH!,אאוץ'!,,
660.msg-8-1-0-1-,660.msg,8,1,0,1,99,00000001,"The menacing pukoid mutants could easily finish you off quickly if they wanted to, but they are going for bonus points in the pain and suffering category.","המוטנטים הפיוקואידים המאיימים יכלו לחסל אותך במהירות אילו רק רצו, אבל הם מעדיפים להרוויח כמה שיותר נקודות בונוס בקטגוריות כאב וסבל.",,
660.msg-9-32-0-1-,660.msg,9,32,0,1,19,00000001,"Flo, have Cliffy beam us out of here!","פלו, תגידי לצוקי שישגר אותנו החוצה!",,
660.msg-9-32-0-2-,660.msg,9,32,0,2,22,00000001,"It will take a few moments to recalibrate the beam-out coordinates, Captain... Please hang on for a minute.","יקח כמה דקות לכייל מחדש את קואורדינטות השיגור יוצא, קפטן... אנא המתן ותיענה לפי התור.",,
660.msg-9-32-0-3-,660.msg,9,32,0,3,19,00000001,That's what I had in mind...,זה מה שחשבתי...,,
660.msg-9-32-0-4-,660.msg,9,32,0,4,22,00000001,Uh oh. Cliffy says your present orientation won't fit within the containment field of the transporter beam... ,הו הו. צוקי אומר שהאוריינטציה הנוכחית שלך לא מתאימה לשדה הריתוק של קרן השיגור...,,
660.msg-9-32-0-5-,660.msg,9,32,0,5,22,00000001,"There's a clearing a few meters from your position, can you make it there?","ישנה קרחת יער מטרים ספורים מהמיקום שלך, תוכל להגיע לשם??",,
660.msg-9-32-0-6-,660.msg,9,32,0,6,19,00000001,Do I have any choice?,יש לי ברירה?,,
660.msg-9-32-0-7-,660.msg,9,32,0,7,22,00000001,Not really. Eureka out.,לא ממש. יוריקה סוף.,,
660.msg-9-1-0-1-,660.msg,9,1,0,1,99,00000001,"Hang in there, baby!","תחזיקי מעמד, מותק!",,
660.msg-10-1-0-1-,660.msg,10,1,0,1,99,00000001,This vine appears to be your only means of scaling the cliff.,הצמח המטפס נראה הסיכוי היחיד שלך לטיפוס על הצוק.,,
660.msg-11-0-0-1-,660.msg,11,0,0,1,99,00000001,That was TOO close!,זה היה מדי קרוב!,,
660.msg-11-0-0-2-,660.msg,11,0,0,2,99,00000001,"That was even closer; you better find a way out of this mess, FAST!","זה היה אפילו יותר קרוב; כדאי שתמצא מוצא מהבלגן הזה, ויפה שעה אחת קודם!",,
660.msg-12-1-0-1-,660.msg,12,1,0,1,99,00000001,Mom must have been psychic. Glad I put on clean underwear.,אמא בטח היתה מגדת עתידות. מזל שלבשתי תחתון נקי.,,
701.msg-1-24-1-1-,701.msg,1,24,1,1,22,00000001,"Cliffy looks at you as if you were about to say something, but realizing it couldn't have been of any significance, goes back to what he was doing.","צוקי מביט בך כממתין למוצא פיך, אך כשמבין שלא ייצא ממך דבר בעל משמעות, הוא חוזר לעסוק במלאכתו הקודמת.",,
701.msg-1-24-2-1-,701.msg,1,24,2,1,19,00000001,"Let's beam back to the Eureka now, Cliffy.","בוא נשגר אותך בחזרה ליוריקה, צוקי.",,
701.msg-1-24-2-2-,701.msg,1,24,2,2,23,00000001,"We can't do that at the moment, sir. There are some highly technical reasons for this which you wouldn't understand even if I tried to explain them to you.","אי אפשר לעשות את זה כרגע, המפקד. יש לכך סיבות מאד טכניות שלא תצליח להבין גם אם אסביר לך אותם.",,
701.msg-1-24-3-1-,701.msg,1,24,3,1,19,00000001,"Let's beam back to the ship now, Cliffy.","בוא נשגר אותך בחזרה לספינה, צוקי.",,
701.msg-1-24-3-2-,701.msg,1,24,3,2,19,00000001,"Alright, Cap'n. If you say so.","בסדר, קפטן. אם אתה אומר.",,
701.msg-1-1-0-1-,701.msg,1,1,0,1,99,00000001,He bears an uncanny resemblance to your chief engineer.,הוא דומה להפליא לקצין ההנדסה שלך.,,
701.msg-1-2-0-1-,701.msg,1,2,0,1,99,00000000,"Let's worry about the door, before we shoot the breeze","בוא נדאג לדלת, לפני שאנחנו גולשים לשיחת חולין.",,
701.msg-2-1-0-1-,701.msg,2,1,0,1,99,00000001,You've looked better.,נראית פעם יותר טוב.,,
701.msg-3-1-0-1-,701.msg,3,1,0,1,99,00000001,"It's you, Roger Wilco. Cliffy's put you back together and except for a strange urge to go jump in pile of garbage, you feel pretty normal.","זה אתה, רוג'ר ווילקו. צוקי העמיד אותך בחזרה על הרגליים ומלבד דחף מוזר לזנק לתוך ערימת זבל, אתה מרגיש בסדר גמור.",,
