res,id,msg,translation,comment
64,62,Now do try to look more like a man who holds people's lives in his hands.,עכשיו נסה להיראות יותר כמו מישהו שחיי אדם תלויים בו.,
64,63,"I'll try, sir, but I'll warn you - I'm hopeless at acting.","אני אנסה, אדוני, אך אני מזהיר אותך מראש - אני שחקן גרוע.",
64,64,Forget it...,שכח מזה...,
64,65,"Follow me, Benoir.","עקוב אחרי, בנואר.",
64,66,"I'm right behind you, sir...","אני ממש מאחוריך, אדוני...",
64,67,See you later...,נתראה יותר מאוחר...,
64,68,Right.,טוב.,
64,69,What do you make of this ball?,מה דעתך על הכדור הזה?,
64,71,Maybe not...,אולי לא...,
64,72,Does this false nose mean anything to you?,האם האף המזויף הזה אומר לך משהו?,
64,73,"No, it doesn't.","לא, הוא לא.",
64,74,Do we have to wear them while on duty?,האם עלינו לחבוש אותם בעת מילוי תפקידנו?,
64,75,"No, we don't.","לא, אין צורך.",
64,76,Do you recognize the man in this photograph?,האם אתה מזהה את האיש שבתמונה?,
64,78,Does this gem mean anything to you?,האם יהלום זה אומר לך משהו?,
64,79,"Not me, sir.","לא לי, אדוני.",
64,80,Have you ever heard of a guy named Moerlin?,שמעת פעם על בחור בשם מורלין?,
64,81,"No, sir.","לא, אדוני.",
64,82,What does this tool suggest to you?,מה הכלי הזה מייצג בעיניך?,
64,83,Isn't that used to snap the patient's ribs when exploring the abdomen?,האין הוא נועד לביתוק צלעות המנותחים בשעה שמחטטים להם בחלל הבטן?,
64,84,I hope not.,אני מקווה שלא.,
64,85,Have you ever heard of the Club Alamut?,שמעת פעם על מועדון אלמוט?,
64,86,"No, sir.","לא, אדוני.",
64,87,Do you know what this white powder is?,יודע מהי האבקה הלבנה הזו?,
64,88,"No, sir.","לא, אדוני.",
64,89,"Shake my hand, Benoir.","לחץ את ידי, בנואר.",
64,90,"I don't think that's a good idea, sir.","כמדומני שאין זה רעיון טוב, אדוני.",
64,91,How come?,מדוע לא?,
64,92,Dermatitis.,דלקת עור.,
64,93,I don't have dermatitis.,אין לי דלקת עור.,
64,94,I do.,לי יש.,
64,95,I was about to ask him to shake my hand when I remembered his skin complaint.,עמדתי לבקש ממנו ללחוץ ידיים כשנזכרתי במחלות העור שלו.,
64,96,What does this tissue mean to you?,מה אומרת לך ממחטה זו?,
64,97,"Is that a nasal discharge, sir?","האם זו הפרשה רירית מחלל האף, אדוני?",
64,98,"No, it's greasepaint.","לא, זה איפור.",
64,99,Do you recognize this tripod?,אתה מזהה את החצובה הזו?,
64,100,"No, sir.","לא, אדוני.",
64,101,Have you any idea what this cup is used for?,יש לך רעיון למה נועד הספל הזה?,
64,102,Blood letting?,תרומת דם?,
64,103,No. It's a medieval communion chalice.,לא. זה גביע טקסי מימי הביניים.,
64,104,What do you know about this piece of equipment?,מה ידוע לך על הציוד הרפואי הזה?,
64,105,It's a device for measuring blood pressure.,זהו מכשיר למדידת לחץ דם.,
64,106,"Here, take this pressure gauge.","הנה, קח את מד הלחץ.",
64,107,"Thank you, sir.","תודה רבה, אדוני.",
64,108,What do you want me to do with it?,מה אתה רוצה שאעשה עם זה?,
64,109,Well...,ובכן...,
64,110,Keep it safe until I think of something.,שמור עליו במקום בטוח עד שאחשוב על רעיון.,
64,111,Parfait! We can have a game in the corridor later.,פרפה! נוכל לשחק אחר כך במסדרון.,
64,112,"No, m'sieur. I've never seen him before.","לא, מסייה. מעודי לא ראיתי אותו.",
65,0,He hadn't heard me...,הוא לא שמע אותי..,
65,1,"Hi, Inspector - remember me?","הי, מפקח - זוכר אותי?",
65,2,"But of course, Docteur! My mind is a well-ordered faculty.","איך לא, דוקטר! מחשבותי מאורגנות בסדר מופתי.",
65,3,"But of course, Mister Stobbart! My mind is a well-ordered faculty.","איך לא, מר סטובארט! מחשבותי מאורגנות בסדר מופתי.",
65,4,A mental classification system that's the envy of the Bibliotheque Nationale.,מערכת מיון מנטלית המביישת את הספריה הלאומית.,
65,5,"No tricks, mark you m'sieur, just exercise.","בלי תכסיסים, רשום לפניך מיסייה, רק אימון קפדני.",
65,6,"Just as our muscles waste through inactivity, so our minds decay...","ממש כפי ששרירינו מתדלדלים עקב חוסר פעילות, כך גם מוחינו מתנוון...",
65,7,"But there is no need, if only people would learn to exercise their wits daily!","אולם אין צורך, אילו רק אנשים ישכילו לאמן את שכלם על בסיס יומי!",
65,8,"If he was trying to impress me, it worked.","אם הוא ניסה להרשים אותי, הוא הצליח.",
65,9,"He was pompous and patronizing, but he had style.","הוא היה יהיר ומתנשא, אבל היה לו סגנון.",
65,10,"Eh bien, if you've called about the bombing, you're too late.","אה ביה, אם התקשרת בקשר לפיצוץ, אחרת את המועד.",
65,11,Investigations have been closed.,התיק נסגר.,
65,12,But...,אבל...,
65,13,I've been taken off the case.,הודחתי מהחקירה.,
65,14,What about the murder? The dead guy?,מה לגבי הרצח? הבחור שמת?,
65,15,It is out of my hands.,זה כבר לא בשליטתי.,
65,16,"How may I help you, docteur?","כיצד אוכל לעזור לך, דוקטר?",
65,17,"What now, m'sieur?","מה עכשיו, מיסייה?",
65,18,What was that psycho-detective business you did in the café?,מה היא אותה מתודת פסיכו-בלשית שהפעלת בבית הקפה?,
65,19,It is my theory that the passions evoked in violent crimes create ripples in the ether...,יש לי תיאוריה כי התשוקה המתעוררת בפשעים אלימים יוצרת אדוות באתר...,
65,20,Invisible to all but the possessor of a highly developed and receptive mind...,בלתי נראית לכל מלבד לבעלי מוח קשוב ומפותח ביותר...,
65,21,I'm impressed.,אני מוקסם.,
65,22,"Can you bend spoons, too?",אתה גם יכול לכופף כפיות?,
65,23,I didn't think a man of your obvious intelligence would stoop to mockery.,אני בהלם מכך שאדם עם אינטליגנציה גבוהה כשלך התדרדר לשפל המדרגה.,
65,24,I'm not mocking. I've had personal experience of the power of the mind.,לא התדרדרתי לשום מקום. יש לי נסיון אישי רב בכוחות המחשבה.,
65,25,"I used to get ignored at parties, until I read a book that changed my life.","תמיד התעלמו ממני במסיבות, עד שקראתי ספר ששינה את חיי.",
65,26,Really? What was it called?,באמת? איך קראו לו?,
65,27,`Hypnotism for fun and profit'.,`הפנט כל הדרך אל הבנק'.,
65,28,He looked at me as if I'd farted at a funeral.,הוא הסתכל עלי כאילו הפלצתי בהלוויה.,
65,29,"The power of mesmerism is a rare gift, not a party trick.","כוח ההיפנוזה הוא כישרון נדיר, לא פעלול מסיבות.",
65,30,"You're not going to try any of that psychic interrogation on me, are you?","אתה לא מתכוון לנסות את החקירה הרוחנית הזאת עלי, אני מקווה?",
65,31,Do you find the thought of my probing distasteful?,אתה מוצא את המחשבה על החיטוט שלי כמעוררת סלידה?,
65,32,Let's just say I'd rather you didn't...,בוא רק נגיד שאני מעדיף שלא לחשוב על זה...,
65,33,I've got more doubts than doubting Thomas when it comes to mysticism.,יש לי יותר ספקות מתומאס המפקפק בכל הנוגע לתורת הנסתר.,
65,34,Too bad. I think you would make an interesting subject under controlled regression...,חבל מאוד. אני חושב דוקא שאפשר לערוך עליך ניסויים מעניינים תחת ריגרסיה מבוקרת...,
65,35,The day I let anyone mess with my mind hasn't dawned yet.,היום שאתן למישהו להתעסק לי במוח עדיין לא זרח.,
65,36,Did you find out the I.D. of the guy who was killed in the explosion?,האם מצאת את תעודת הזהות של הבחור שנהרג בפיגוע?,
65,37,I already knew who he was.,כבר ידעתי מי הוא.,
65,38,I heard that the bomb victim's name was Plantard.,שמעתי שלאדם שנהרג בפיגוע קראו פלנטרד.,
65,39,Your sources are reliable.,המקורות שלך מהימנים.,
65,40,"He was a big shot in the Treasury, wasn't he?","הוא היה אישיות רמת מעלה במשרד האוצר, הלא כן?",
65,41,Maybe that's why you've been taken off the case...,אולי לכן הודחת מהחקירה...,
65,42,"I'm sorry, m'sieur. I cannot comment.","מצטער, מיסייה. אין באפשרותי להגיב.",
65,43,Do you know a pair of thugs called Flap and Guido?,מכיר זוג בריונים בשם פלאפ וגידו?,
65,44,I have known those two since they graduated from special school.,אני מכיר את הצמד חמד הזה מאז שסיימו את לימודיהם בבית הספר לחינוך מיוחד.,
65,45,"Flap is a nasty piece of work, but Guido is the real brains of the partnership.","פלאפ הוא יצירת מופת של טמטום, אך גידו הוא המוח האמיתי מאחורי השותפות.",
65,46,Where did you hear of them?,איפה שמעת עליהם?,
65,47,I met them out front of the Hôtel Ubu.,פגשתי אותם בחזית מלון הובו.,
65,48,Don't you want to know what I found out about the killer?,אתה לא רוצה לדעת מה גיליתי על הרוצח?,
65,49,"I told you, m'sieur - the case is closed.","אמרתי לך, מיסייה - התיק נסגר.",
65,50,I have washed my hands of the whole affair.,הסרתי מעלי כל אחריות לפרשיה כולה.,
65,51,Then I'll have to continue my investigations without your help...,אז אאלץ להמשיך בחקירה ללא עזרתך האדיבה...,
65,52,No! You must forget the business of the clown completely.,לא! אליך לשכוח מפרשיית הליצן במלואה.,
65,53,"Go back to being an ordinary tourist, Stobbart.","תחזור להיות תייר רגיל, סטובארט.",
65,54,"Have you heard of Professor Peagram, the archaeologist?","שמעת על פרופסור פיגרם, הארכיאולוג?",
65,55,Molly Peagram? The second son of Lord Barclay-Peagram?,מולי פיגרם? בנו השני של לורד ברקלי-פיגרם?,
65,56,I don't know. I only read about him in a magazine.,לא יודע. אני מכיר אותו רק מהעיתון.,
65,57,So much for the efficacy of rehabilitation!,אפשר להגיד שלום ליעילות השיקום!,
65,58,What has he done this time?,מה הוא עשה הפעם?,
65,59,He made an important archaeological find in Ireland.,הוא אחראי לתגלית ארכיאולוגית חשובה באירלנד.,
65,60,Do you know Peagram well?,אתה מכיר את פיגרם היטב?,
65,61,"I have connections with the family, but I wouldn't say I knew him at all.","יש לי קשרים עם המשפחה, אך לא הייתי אומר שאני מכיר אותו.",
65,62,Is his name really Molly?,באמת קוראים לו מולי?,
65,63,Of course not! That was the nickname he was given at school.,כמובן שלא! זה היה הכינוי שהודבק לו בבית הספר.,
65,64,All his friends and acquaintances know him as Molly.,כל חבריו ומכריו הכירו אותו בשם מולי.,
65,65,Have you heard of the Knights Templar?,שמעת פעם על אבירי המקדש?,
65,66,"Les Templiers? But of course, m'sieur!","לה טומפלייה? כמובן, מיסייה!",
65,67,Their fame is widespread throughout France!,הם נודעים לתהילה בכל רחבי צרפת!,
65,68,"We haven't forgotten them, unlike the rest of Europe.","אנחנו לא שכחנו מהם, בניגוד לשאר אירופה.",
65,69,"It was the king of France who persecuted them, though.",למרות שהיה זה מלך צרפת שרדף אותם.,
65,70,Indeed.,אכן.,
65,71,That shook his cool. Underneath his cultured façade the man was real twitchy.,זה זעזע את שלוות רוחו. מתחת לחזותו המתורבתת האיש היה מעורער ועצבני.,
65,72,You're obviously a great admirer of the Knights Templar...,אתה בבירור מעריץ גדול של אבירי המקדש...,
65,73,"They were men of great honor, m'sieur. The flower of Chivalry.","הם היו אנשים מכובדים, מיסייה. האצילים שבאבירים.",
65,74,"Not everyone would share your views, Inspector.","לא רבים האנשים החולקים השקפה זו עמך, מפקח.",
65,75,Not everyone shares my passion for Bartok!,גם לא רבים האנשים החולקים עמי את התשוקה לבארטוק!,
65,76,But if the Templars were as honorable as...,אך אם המקדשיים היו כל כך מכובדים..,
65,77,"That's enough! I do not wish to hear your uninformed opinions, Stobbart.","עברת את הגבול! אינני מעונין לשמוע עוד את דעותיך העקומות, סטובארט.",
65,78,Why do you get so wound up about the Knights Templar?,למה הדיון על המקדשיים פוגע בך באופן אישי?,
65,79,They've been dead for centuries!,הם מתו כבר לפני מאות שנים!,
65,80,I shouldn't have pushed my luck. Maybe his ancestors were Templars.,לא היית צריך עד כדי כך להתגרות במזלי. אולי אחד מאבות אבותיו היה מקדשי.,
65,81,"Whatever, I saw the anger flare in his eyes like a distant summer thunderstorm.","איך שלא יהיה, ראיתי את הזעם מתלקח בעיניו כמו סופת רעמים קיצית.",
65,82,The Templars were the first true Internationalists!,המקדשיים היו האינטרנציונליסטים האמיתיים הראשונים!,
65,83,"Eight hundred years on, and still the world is fragmented by nationalistic, flag-waving fools!","שמונה מאות שנה חלפו, ועדיין העולם מפוצל על ידי לאומנים, מנופפי דגלים אוויליים!",
65,84,You will excuse me.,אתה תסלח לי.,
65,85,Ever heard of a guy called Marquet? Jacques Marquet?,שמעת פעם על בחור בשם מרקה? ז'ק מרקה?,
65,86,Marquet? I know the name well.,מרקה? השם מוכר לי היטב.,
65,87,"He has a record for suspected blackmail, kidnapping, arson and art theft.","יש לו עבר פלילי עשיר של סחיטות, חטיפות, הצתות ושוד אמנות.",
65,88,"An all-rounder, huh? How come he's on the loose?","ברוך כשרונות, אה? איך הוא עדיין מסתובב חופשי?",
65,89,His bravado is matched only by the courtroom skills of his attorney.,התעוזה שלו משתווה אך ורק לפלפנות המשפטית של עורך הדין שלו.,
65,90,"So long, Inspector.","להתראות, מפקח.",
65,91,It doesn't matter...,לא חשוב...,
65,92,Doesn't matter?,לא חשוב?,
65,93,You call me from my desk and you say it doesn't matter?,אתה מתקשר אלי מהמשרד שלי ואומר לי שזה לא חשוב?,
65,94,I could have you arrested for wasting police time!,יכולתי לעצור אותך על בזבוז זמן משטרתי יקר!,
65,95,I'm sorry.,אני מתנצל.,
65,96,"By the way, Stobbart...","אגב, סטובארט...",
65,97,I thought you might like to know they've found our friend Peagram.,חשבתי שאולי תרצה לדעת שהחבר שלנו פיגרם נמצא.,
65,98,Where did he turn up?,היכן הוא צץ?,
65,99,A little village on the Norwegian coast.,בעיירת חוף קטנה בנורבגיה.,
65,100,"The fish had made a meal of him, but the police pathologist identified the teeth.","הדגים אמנם עשו ממנו ארוחה דשנה, אך הפתולוג המשטרתי הצליח לזהות את השיניים.",
65,101,Poor Molly! He had such dignity. It's hard to imagine him ending up as  fish food.,מולי האומלל! הוא היה אדם כל כך אצילי. קשה לדמיין אותו מסיים בתור מזון לדגים.,
65,102,"What do you make of this, Inspector?","מה דעתך על זה, מפקח?",
65,103,Astounding! Where did you come by a stone like that?,מדהים! מאיפה השגת אבן מרשימה שכזאת?,
65,104,I was given it by a man in a bar in Ireland.,קיבלתי אותה ממישהו בבר אירי.,
65,105,Do you recognize the gem?,אתה מזהה את היהלום?,
65,106,"It is unfamiliar to me. If such a jewel had been stolen, I would know it for sure.","הוא לא מוכר לי. אם יהלום כזה היה נגנב, הייתי שומע עליו מזמן.",
65,107,Would you like to see the gem again?,היית רוצה לראות את היהלום בשנית?,
65,108,"No, thank you.","לא, תודה.",
65,109,Does this red nose mean anything to you?,האם אף האדום זה אומר לך משהו?,
65,110,I'd imagine it means you have not given up your pursuit of the clown?,אני מבין שזה אומר שלא פרשת מהמרדף אחר הליצן?,
65,111,You're absolutely right.,אתה צודק לחלוטין.,
65,112,Do you recognize the man in this photograph?,אתה מזהה את האיש שבתמונה?,
65,113,Non.,נו.,
65,114,It's the face of a killer.,ככה נראה הרוצח.,
65,115,The man who bombed the café?,האיש שפוצץ את בית הקפה?,
65,116,The photograph was taken soon after the explosion.,התמונה צולמה שניות אחרי הפיצוץ.,
65,117,"He'd escaped through the sewers, leaving a trail of clues behind him.","הוא ברח דרך תעלות הביוב, מותיר אחריו שובל של רמזים.",
65,118,"Circumstantial evidence, Stobbart. None of it proves a thing.","ראיות נסיבתיות, סטובארט. שום דבר מזה לא מוכיח כלום.",
65,119,Did I show you this photograph?,הראיתי לך את התמונה הזאת?,
65,120,Oui. You're still convinced he is the killer?,ווי. אתה עדיין משוכנע שמדובר ברוצח?,
65,121,Absolutely.,לחלוטין.,
65,122,"What do you make of this white powder, Rosso?","מה דעתך על אבקה לבנה זו, רוסו?",
65,123,It is plaster.,זה גבס.,
65,124,Say - you're good.,תקשיב - אתה טוב.,
65,125,"What do you make of this, Rosso?","מה דעתך על זה, רוסו?",
65,126,It is a tool for gaining access to sewers.,זה כלי שמקנה גישה לתעלות ביוב.,
65,127,"Would you care to shake my hand, Inspector?","תואיל בטובך ללחוץ את ידי, מפקח?",
65,128,"Please don't be offended if I decline your offer, Stobbart.","אנא אל תפגע אם אסרב להצעתך, סטובארט.",
65,129,The palms of my hands are particularly sensitive.,כפות ידי רגישות במיוחד.,
65,130,Does the name Thomas Moerlin mean anything to you?,האם השם תומס מורלין אומר לך משהו?,
65,131,"Non, m'sieur, nothing.","נו, מיסייה, לא כלום.",
65,132,It's another one of the assumed names used by the killer.,זה עוד אחד מארסנל השמות הבדויים ששימשו את הרוצח.,
65,133,Ah! The famous killer clown case...,אה! תיק הליצן הרוצח המפורסם...,
65,134,"Yeah. You might have forgotten all about it, but I still aim to find that guy.","כן. אולי אתה שכחת מהכל, אך אני עדיין מוקדש כל כולי לתפיסת הבחור.",
65,135,"Non, m'sieur.","נו, מיסייה.",
65,136,I found this tissue in the sewer...,מצאתי ממחטה זו בתעלות הביוב...,
65,137,It would have been best if you'd left it there.,לטובת כולם מוטב היה להשאיר אותה שם.,
65,138,Does this matchbook mean anything to you?,האם קופסת גפרורים זו אומרת לך משהו?,
65,139,"Non, m'sieur. I suggest you ask Sergeant Moue about that.","נו, מיסייה. אני ממליץ לך לברר את הנושא מול סמל מו.",
65,140,I did. He recognized it immediately.,כך עשיתי. הוא זיהה אותה על נקלה.,
65,141,Was his information useful to you?,האם המידע שהוא סיפק הועיל לך?,
65,142,"No, not at all.","לא, בכלל לא.",
65,143,"God only knows why, but he collects matchbooks.","השם יודע למה, אבל הוא אוסף קופסאות גפרורים.",
65,144,He claims it is a hobby.,הוא טוען שזה תחביב.,
65,145,You already asked me that. I told you - non.,כבר שאלת אותי את זה. אמרתי לך - נו.,
66,0,He didn't hear me...,הוא לא שמע אותי..,
66,1,"Excuse me, sergeant...","סלח לי, סמל...",
66,2,Sergeant Moue?,סמל מו?,
66,3,Yes?,כן?,
66,4,"Please go away, m'sieur!","לך מפה בבקשה, מיסייה!",
66,5,"You heard the Inspector. Go home, m'sieur.","שמעת את המפקח. לך הביתה, מיסייה.",
66,6,Excuse me...,סלח לי...,
66,7,Stobbart! I did not expect to see you so soon after that unfortunate business at the museum.,סטובארט! לא ציפיתי לראות אותך כל כך מהר אחרי התקרית המצערת במוזיאון.,
66,8,Inspector Rosso was completely satisfied with my explanation...,חשבתי שהמפקח רוסו היה מרוצה מההסברים המשכנעים שלי...,
66,9,"Ah, yes. You were accidentally trapped in an Egyptian sarcophagus...","אה, כן. במקרה נלכדת בתוך סרקופג מצרי...",
66,10,It could happen to anyone.,זה יכול לקרות לכל אחד.,
66,11,Indeed. As could being knocked unconscious by a wooden salmon...,בפירוש. כמו שכל אחד יכול לאבד את ההכרה מסלמון מעץ...,
66,12,"Ah! Monsieur Stobbart, n'est-ce pas?","אה! מיסייה סטובארט, נס פה?",
66,13,That's correct. You remember me!,נכון מאוד. אתה זוכר אותי!,
66,14,The retention of such data is part of my duty as a gendarme.,אחזקת מאגר נתונים עצום היא חלק מתפקידי כז'נדרם.,
66,15,"That is how crime is fought; through attention to detail, not intuition.","ככה נלחמים בפשע; דרך תשומת לב לפרטים הקטנים, לא באינטואיציה.",
66,16,"Yeah, sure.","כן, בטח.",
66,17,What do you want now?,מה אתה רוצה עכשיו?,
66,18,Did you notice the young woman who was here earlier?,האם הבחנת בבחורה צעירה שהסתובבה כאן מוקדם יותר?,
66,19,"The girl with the camera? Yes, m'sieur.","הבחורה עם המצלמה? כן, מיסייה.",
66,20,She works for one of the newspapers.,היא עובדת באחד העיתונים.,
66,21,Did you see where she went?,ראית במקרה לאן היא הלכה?,
66,22,She has gone home to develop her snapshots.,היא הלכה הביתה לפתח את התמונות.,
66,23,"She took one of me, you know.","היא צילמה גם אותי, אתה יודע.",
66,24,She said mine was the kind of face that makes great pictures!,היא אמרה שפרצוף כמו שלי הוא מתכון לתמונות נהדרות!,
66,25,She did?,זה מה שהיא אמרה?,
66,26,"Ouais! I have great depth of character, that's what she told me.","קווה! יש לי אישיות בעלת רבדים עמוקים, ככה היא אמרה במילים אלה.",
66,27,Did she leave her address?,היא נתנה לך את הכתובת שלה?,
66,28,"No, m'sieur. But I have her telephone number...","לא, מיסייה. אבל יש לי את מספר הטלפון שלה...",
66,29,"Fifty, forty-eight, twenty-six, seventeen.","חמש עשרה, ארבעים ושמונה, עשרים ושש, שבע עשרה.",
66,30,Thanks.,תודה.,
66,31,She said to call her in a few days when the photographs are ready.,היא ביקשה שאתקשר אליה בעוד כמה ימים כשהתמונות יהיו מוכנות.,
66,32,I thought I'd take the best shot of me and use it for personalized Christmas cards!,חשבתי לבחור את התצלום הכי מוצלח שלי ולהכין איתו כרטיס שנה טובה מעוצב אישית!,
66,33,"Great idea, sergeant. I'm sure your family and friends will be astounded.","רעיון נהדר, סמל. אני בטוח שמשפחתך וחבריך יהיו המומים.",
66,34,"I was one of the last people to see the victim alive, sergeant.","הייתי האדם האחרון עלי אדמות שראה את הנרצח בחיים, סמל.",
66,35,Does that worry you?,זה מדאיג אותך?,
66,36,"Yes, it does. I feel I kinda... owe it to him, to find his killer.","האמת שכן. אני מרגיש סוג של... חייב לו, למצוא את רוצחו.",
66,37,"That is best left to the authorities, m'sieur.","מוטב שתשאיר את זה לטיפול הרשויות המוסמכות, מיסייה.",
66,38,"Did he speak to you, tell you anything?","הוא דיבר איתך, אמר לך משהו?",
66,39,No. He just grinned and nodded.,לא. הוא רק חייך והנהן בראשו.,
66,40,"Don't let it trouble you, m'sieur. Go home and try to forget.","אל תתן לזה להטריד אותך, מיסייה. לך הביתה ונסה לשכוח.",
66,41,I know the identity of the dead guy! His name was Plantard.,ידועה לי זהותו של ההרוג! שמו היה פלנטרד.,
66,42,"Is that so? You knew him, did you?","אתה רציני? הכרת אותו, אם כך?",
66,43,No - but...,לא - אבל...,
66,44,"We'll know everything there is to know about him, soon enough.","אנחנו נדע עליו כל מה שאפשר לדעת, במוקדם או במאוחר.",
66,45,I'm trying to be helpful here!,אני מנסה לעזור כאן!,
66,46,"The best way you can help us is to go home, m'sieur.","הדרך הטובה ביותר לעזור לנו היא ללכת הביתה, מיסייה.",
66,47,"I have a confession to make, Sergeant.","ברצוני להתוודות בפניך, סמל.",
66,48,I really did see the clown.,באמת ראיתי את הליצן.,
66,49,He ran into the alley across the street.,הוא נמלט לסמטה מעבר לרחוב.,
66,50,Why did you not tell this to Inspecteur Rosso?,מדוע לא סיפרת זאת למפקח רוסו?,
66,51,I didn't want to sound foolish...,לא רציתי להשמע מדומיין...,
66,52,"And you did not want to become involved, no?","וגם לא רצית להיות מעורב, אה?",
66,53,Do not worry. It is of no consequence.,לא נורא. אל תייחס לכך חשיבות.,
66,54,I will inform m'sieur l'Inspecteur when he has finished with the girl.,אדווח למיסייה החוקר ברגע שיסיים עם הבחורה.,
66,55,Did you follow him?,עקבת אחריו?,
66,56,I lost him. I figure he went under ground.,איבדתי אותו. אני משער שהוא ירד אל מתחת לקרקע.,
66,57,Do you know how many kilometers of sewers there are beneath this great city?,אתה יודע כמה קילומטרים של תעלות ביוב פרושים תחת פריז רבתי?,
66,58,It's not a question I've lost sleep over...,זו לא שאלה שמדריכה את מנוחתי...,
66,59,I have no doubt that Inspecteur Rosso will organize a proper search.,אין לי שום ספק שהמפקח רוסו יקים משלחת חיפושים.,
66,60,"That's your job, not mine.","זו עבודה שלכם, לא שלי.",
66,61,An armed chase through the streets of Paris?,מרדף חמוש ברחובות פריז?,
66,62,"That's not our style, m'sieur.","זה לא הסגנון שלנו, מיסייה.",
66,63,"Inspecteur Rosso may be unorthodox, but he's not crazy!","המפקח רוסו אולי אינו אדם שמרני, אך מטורף הוא לא!",
66,64,"I've tracked down the clown's movements, sergeant!","עליתי על עקבותיו של הליצן, סמל!",
66,65,"Is that so, m'sieur?","האומנם, מסייה?",
66,66,Yeah. There's a man down the street who saw him crawling out of the sewer!,כן. יש בחור בהמשך הרחוב שראה אותו זוחל החוצה מהביוב!,
66,67,Dressed as a clown?,לבוש כמו ליצן?,
66,68,No - he'd changed into ordinary clothes by then.,לא - הוא הספיק להחליף לבגדים רגילים.,
66,69,So how did he know it was the clown?,אז איך הוא יודע שהיה זה הליצן דנן?,
66,70,"He didn't, but all the clues add up.","הוא לא, אבל עשיתי אחד ועוד אחד.",
66,71,"Little children can add up, but I wouldn't let them manage my bank account...","ילדים קטנים יודעים לעשות אחד ועוד אחד, אבל לא הייתי נותן להם לנהל את חשבון הבנק שלי...",
66,72,Did you find the victim's briefcase yet?,מצאתם כבר את תיק המסמכים של הנרצח?,
66,73,"No, sir. The Inspector gave me specific instructions to guard this door.","לא, אדוני. המפקח נתן לי הנחיה מאוד ברורה לאבטח את הדלת הזאת.",
66,74,"Until he countermands those orders, or back-up arrives, here I stay.","עד שהוא יבטל את הפקודה, או שהתגבורת תגיע, אני לא זז מפה.",
66,75,Is Rosso here?,רוסו נמצא?,
66,76,"Yes, he is. You wish to speak to him?",אכן כן. תרצה לדבר איתו?,
66,77,"Yes, I do.","כן, אשמח.",
66,78,"One moment, m'sieur.","רק דקה, מיסייה.",
66,79,Tell him I am too busy.,תגיד לו שאני עסוק.,
66,80,"Lie to him, m'sieur?","לשקר לו, מיסייה?",
66,81,"Just get rid of him, Moue.","פשוט תיפטר ממנו, מו.",
66,82,"Inspecteur Rosso is unable to talk to you at present, m'sieur.","נבצר מהמפקח רוסו לשוחח עמך בעיתוי הנוכחי, מיסייה.",
66,83,"It's Stobbart, m'sieur. He insists on talking to you again.","זה סטובארט, מיסייה. הוא מתעקש לדבר איתך שוב.",
66,84,"Thank you, Moue.","תודה לך, מו.",
66,85,"Stobbart is here to see you, m'sieur.","סטובארט מעוניין לשוחח איתך, מיסייה.",
66,86,Did he say what it was about?,הוא אמר בהקשר למה?,
66,87,"No, m'sieur.","לא, מיסייה.",
66,88,Very well.,בסדר גמור.,
66,89,Not really.,לא ממש.,
66,90,How did you and Rosso arrive at the scene of the explosion so quickly?,איך הגעתם אתה ורוסו לזירת הפיגוע בכזאת מהירות?,
66,91,You arrived within minutes! Was it a tip-off?,אתם הגעתם תוך דקות! קיבלתם טיפ ממישהו?,
66,92,"Inspector Rosso's sources are a perpetual mystery to me, m'sieur.","המקורות של המפקח רוסו הינם בגדר תעלומה נצחית בעיניי, מיסייה.",
66,93,There are some who say he has made a pact with the Devil!,ישנם הטוענים כי הוא כרת ברית עם השטן!,
66,94,And what do you think?,ומה אתה חושב?,
66,95,I think he is the Devil.,אני חושב שהוא השטן בכבודו ובעצמו.,
66,96,What is Rosso doing with that girl?,מה רוסו עושה עם הבחורה הזו?,
66,97,He is `giving her the once over' as you Americans say.,הוא עושה לה 'בדיקה כללית' כפי שאתם האמריקאים מכנים.,
66,99,"Once he gets his teeth into a case, nothing will shake him off.","ברגע שנעץ את שיניו בחקירה, הוא לא ירפה ממנה לעולם.",
66,100,Was he serious about all that `psycho-detective' stuff?,הוא היה רציני עם כל ה'פסיכו-בלשות' השטותית הזאת?,
66,101,Of course! Inspecteur Rosso is a pioneer and a visionary.,כמובן! המפקח רוסו הוא חלוץ ובעל חזון.,
66,102,"His revolutionary methods, once perfected, may change the face of law enforcement forever!","השיטות המהפכניות שלו, ברגע שיגיעו לכלל שלמות, ישנו את פני אכיפת החוק לנצח!",
66,103,I can't see it taking off in LA.,אני לא רואה את הוליווד מתלהבת מהרעיון.,
66,104,Do you know a man named Khan?,אתה מכיר אדם בשם קאן?,
66,105,He's a shifty looking guy with a scar on his left cheek.,הוא טיפוס מפוקפק למראה עם צלקת על לחיו השמאלית.,
66,106,"No, m'sieur.","לא, מיסייה.",
66,107,He also calls himself Thomas Moerlin.,הוא קורא לעצמו בנוסף תומס מורלין.,
66,108,"I'm sorry, m'sieur Stobbart - I don't know him.","מצטער, מיסייה סטובארט - אני לא מכיר אותו.",
66,109,Has this man any connection with the bombing of the café?,האם האיש הזה קשור לפיגוע בבית הקפה?,
