"חדר","אינדקס","מקור","תרגום","הערות"
"68.0","69.0","They're engrossed in their own, little worlds.","הם שקועים בעולם קטן משלהם.",""
"68.0","70.0","""Why, Sonny! What a wonderful thought; but now ain't the time, Honey!""","""הי, בני! איזו מחשבה נפלאה; אבל זה לא הזמן עכשיו, מותק!""",""
"68.0","71.0","Sweet Cheeks squeals, ""Ooooh! This is so exciting, Son-- I mean, Whitey!""","לחיים מתוקות צווחת, ""הוווו! זה כל כך מרגש, בנ-- כלומר, ווייטי!""",""
"68.0","72.0","Sweet Cheeks whispers, ""Having just a small part in this is SO thrilling!""","לחיים מתוקות לוחשת, ""אני מה זה מתלהבת מכל המבצע הזה!""",""
"68.0","73.0","Sweet Cheeks smiles as she says, ""Gawd, this is fun!""","לחיים מתוקות מחייכת ואומרת, ""נשבעת, זה פשוט חיים!""",""
"68.0","74.0","Hmm... the door is locked!","הממ... הדלת נעולה!",""
"68.0","75.0","She then excuses herself to powder her (already heavily-powdered) nose.","לאחר מכן היא מתנצלת וניגשת לפדר את אפה (שבין כה וכה מאופר בכבדות).",""
"69.0","1.0","You look down and see a gray-tiled floor.","אתה משפיל מבט כלפי מטה ורואה מרצפות אפורות.",""
"69.0","2.0","It is already open.","זה כבר פתוח.",""
"69.0","3.0","Woody raps a staccato rhythm on the door.","וודי נוקש מקצב סטקטו על הדלת.",""
"69.0","4.0","A panel in the door slides open. Woody whispers through the opening, ""I've got a new player for you.""","לוח בדלת מחליק לצידו. וודי מלחשש דרך הפתח, ""יש לי שחקן חדש בשבילך.""",""
"69.0","5.0","""Go away!"" yells a voice from inside the door.","""תסתלק!"" צורח קול מעבר לדלת.",""
"69.0","6.0","The door is securely locked.","הדלת נעולה על מנעול ובריח.",""
"69.0","7.0","""If you'll just step aside, I'll get back to my bar.""","""אם רק תואיל לזוז הצידה, אחזור למקומי בדלפק.""",""
"69.0","8.0","The panel opens once again. Woody explains to the mysterious person behind the door, ""I've brought a player for the big game in the back room.""","הפאנל נפתח בשנית. וודי מסביר לאדם המסתורי מאחורי הדלת, ""הבאתי שחקן למשחק הגדול בחדר האחורי.""",""
"69.0","9.0","This time Woody says he'll escort you to the card room.","הפעם וודי אומר שהוא ילווה אותך לחדר הקלפים.",""
"69.0","10.0","""Come over here,"" says Woody. ""I have to frisk you before you can get in. We don't want no trouble around here.""","""התקרב הנה,"" אומר וודי. ""עלי לערוך עליך חיפוש בטרם תיכנס פנימה. אנחנו לא רוצים פה צרות.""",""
"69.0","11.0","""Come over here, please, Whitey,"" says Woody. ""I have to frisk you again. It's just a formality, you understand, sir.""","""גש הנה, בבקשה, ווייטי,"" אומר וודי. ""אני צריך עוד פעם לערוך עליך חיפוש גופני. תבין אותי, זה עניין פורמלי, אדוני.""",""
"69.0","12.0","Woody tells you, ""Ok, Whitey. Have a good time!""","וודי אומר לך, ""בסדר, ווייטי. שיהיה לך יום מקסים!""",""
"69.0","13.0","This room is lit by a shaded lamp hanging from the ceiling.","החדר מואר באמצעות מנורות מוצללות המשתלשלות מהתקרה.",""
"69.0","14.0","You don't need it.","אתה לא צריך את זה.",""
"69.0","15.0","You surmise by the stacked boxes that this is a storage room.","אתה משער על פי הקופסאות הנערמות כי מדובר במחסן.",""
"69.0","16.0","They appear to be boxes for shipping booze.","הם נראים כמו ארגזים שבהם מתבצעים משלוחי האלכוהול.",""
"69.0","17.0","The door appears to have a sliding window.","בדלת יש חלון הזזה.",""
"69.0","18.0","Sure enough, the boxes are full of booze.","כצפוי, הארגזים מלאים במשקאות אלכוהולים.",""
"69.0","19.0","You're on a wild goose chase. Further investigation here is a waste of time!","המרדף נכשל. אין טעם להמשיך לחקור לריק!",""
"69.0","20.0","You try, but the window is locked from the inside.","אתה מנסה, אך החלון נעול מבפנים.",""
"70.0","1.0","You see some unfamiliar men playing cards.","אתה רואה כמה אנשים לא מוכרים משחקים קלפים.",""
"70.0","2.0","It IS open.","זה פתוח.",""
"70.0","3.0","This door is securely locked.","הדלת נעולה על מנעול ובריח.",""
"70.0","4.0","""I said later tonight, Banksten!""","""אמרתי יותר מאוחר הערב, בנקסטן!""",""
"70.0","5.0","There are no chairs at this table.","אין כיסאות לצד השולחן.",""
"70.0","6.0","""Listen, bozo: you can have this chair when I leave!""","""תקשיב, בוזו: אתה תקבל את הכיסא הזה כשאני אסיים!""",""
"70.0","7.0","Angered at your interruption, the man says, ""Can't you see? We're busy at this table!""","כעוס מההפרעה הבלתי צפויה, אומר האיש, ""אתה עיוור? אנחנו עסוקים פה בשולחן!""",""
"70.0","8.0","""If you continue to bother our game, you're outta here, Jack!""","""אם תמשיך להציק לנו במשחק, אתה עף מפה, ג'ק!""",""
"70.0","9.0","""Someone is sitting there, but he'll be right back. Take the other chair.""","""מישהו יושב כאן, הוא כבר חוזר. קח את הכיסא השני.""",""
"70.0","10.0","It seems you've tried to sit on the floor before.","נראה שניסית לשבת על הרצפה קודם.",""
"70.0","11.0","This is no place to strech out on the floor.","אין זה מן הראוי להשתרע פרקדן על גבי הרצפה.",""
"70.0","12.0","""Yes, we're playing poker.""","""כן, אנחנו משחקים פוקר.""",""
"70.0","13.0","""We'll begin when our other player returns,"" says Otto.","""אנו נתחיל כשהשחקן הנוסף שלנו יחזור,"" אומר אוטו.",""
"70.0","14.0","""Good evening, gentlemen,"" you say to the men at the table. ""I'm %m15. May I join you?""","""ערב טוב, רבותי,"" אתה אומר לאנשים היושבים סביב השולחן. ""אני %m15. אפשר להצטרף אליכם?""",""
"70.0","15.0","Jimmy Lee Banksten","ג'ימי לי בנקסטן",""
"70.0","16.0","""Glad to meet you,"" you respond.","""נעים להכיר,"" אתה משיב.",""
"70.0","17.0","""Let's play poker!""","""בואו נשחק פוקר!""",""
"70.0","18.0","Solitaire is a good game to play by yourself. However, there is no action at this table.","סוליטייר הינו משחק נחמד לשחק מול עצמך. עם זאת, בשולחן זה לא מוצעת פעילות מהסוג הזה.",""
"70.0","19.0","Find an open seat.","מצא מושב פנוי.",""
"70.0","20.0","Don't leave now! You might blow your cover.","אל תעזוב עכשיו! הכיסוי שלך ייחשף.",""
"70.0","21.0","Frank says, ""Well, Mr. Banksten, it seems that poker is your kind of game.""","פרנק אומר, ""ובכן, מר בנקסטן, עושה רושם שפוקר הוא מסוג המשחקים האהובים עליך.""",""
"70.0","22.0","""If you'd like to come back later tonight, we'll be playing a more private game with considerably higher stakes.""","""אם אתה רציני תוכל לחזור בהמשך הלילה, אנו נשחק משחק יותר פרטי עם הימורים על סכומים הרבה יותר משמעותיים.""",""
"70.0","23.0","""Be sure to give Woody the password 'Frank sent you!' He'll let you in for free, and you'll gain admission to our private room."""," ""תקפיד למסור לוודי את הסיסמה 'פרנק שלח אותי!' הוא יכניס אותך ללא כל תשלום, ויעניק לך גישה לחדר הפרטי שלנו.""",""
"70.0","24.0","Woody knocks on the door at the back of the room.","וודי דופק על הדלת בירכתי החדר.",""
"70.0","25.0","""Gentlemen,"" announces Woody, ""welcome back Mr. %m15.""","""רבותי,"" מכריז וודי, ""ידידנו מר %m15 שב אלינו.""",""
"70.0","26.0","Over each table hangs a shaded lamp.","מעל לכל שולחן תלויה מנורה מוצללת.",""
"70.0","27.0","The carpet is worn, but clean.","השטיח בלוי אך נקי.",""
"70.0","28.0","They appear to be professional card tables.","הם נראים כמו שולחנות קלפים מקצועיים.",""
"70.0","29.0","You peek under the table and see knees, legs, ankles, and feet, but nothing unusual.","אתה מציץ מתחת לשולחן ורואה ברכיים, רגליים, קרסוליים, וכפות רגליים, אך לא שום דבר מחשיד או חריג.",""
"70.0","30.0","You look under the empty table and see nothing.","אתה מביט מתחת לשולחן הריק ולא רואה דבר.",""
"70.0","31.0","""Luckily, you didn't speak loudly enough for anyone to hear. Otherwise, you would have blown this whole operation!""","""למזלך הטוב, לא דיברת בקול רם מספיק שמישהו ישמע אותך. אחרת, היית מפוצץ את המבצע כולו!""",""
"70.0","32.0","No one can hear you from this distance.","אף אחד לא שומע אותך ממרחק כזה.",""
"70.0","33.0","These men are too engrossed to talk to you.","האנשים יותר מדי מרותקים מכדי להשגיח בך.",""
"70.0","34.0","The men at the table greet you, and invite you to join them.","הגברים בשולחן מברכים אותך, ומזמינים אותך להצטרף אליהם.",""
"70.0","35.0","""If everything works out well,"" says Frank, ""perhaps we can talk a little business afterwards.""","""אם הכול ילך כשורה,"" אומר פרנק, ""אולי נוכל לעשות כמה עסקים לאחר מכן.""",""
"70.0","36.0","""Obviously, you're no gambler,"" says Frank. You're no longer welcome in this game.","""ברור כשמש כי אינך מהמר,"" קובע פרנק. אינך רצוי עוד במשחק זה.",""
"70.0","37.0","Well, Sonny. It seems you're not going to get anywhere disguised as a gambler until you learn how to gamble!","ובכן, בני. מסתבר שלא תגיע לשום מקום בתחפושת של מהמר כל עוד אינך יודע להמר!",""
"70.0","38.0","""So, Mr. %m15, this game a little too intense for you?"" asks Otto. ""Come back later, if you change your mind and want to try again.""","""אז, מר %m15, המשחק הזה יותר מדי אינטיסיבי בשבילך?"" שואל אוטו. ""תחזור יותר מאוחר, אם תימלך בדעתך ותחליט לנסות שנית.""",""
"70.0","39.0","Perhaps this would be a good time to take a break, Sonny.","אולי הגיע הזמן לצאת להפסקה, בני.",""
"70.0","40.0","""Welcome back, %m15,"" says Frank, ""I presume you're ready to resume play.""","""ברוך שובך,  %m15,"" אומר פרנק, ""אני מניח שחזרת עם כוחות מחודשים לקראת המשך המשחק.""",""
"70.0","41.0","""Yes, you may, Mr. Banksten,"" says the man across the table. ""Have a seat.""",",כן, אתה רשאי, מר בנקסטן,"" אומר האיש מעבר לשולחן. ""שב בבקשה.""",""
"70.0","42.0","Otto introduces you to the newcomer, ""Frank, this is Mr. %m15. He's going to join us for a few hands. Mr. Banksten, meet Frank.""","אוטו מציג אותך לשחקן החדש, ""פרנק, זה מר %m15. הוא מצטרף אלינו לכמה סיבובים. מר בנקסטן, תכיר את פרנק.""",""
"70.0","43.0","""I'm Otto, and to your left is Gene.""","""אני אוטו, ומשמאלך זהו ג'ין.""",""
"70.0","44.0","""Pleased to meet you, Mr. Banksten,"" says the newcomer.","""נעים להכיר, מר בנקסטן,"" מפטיר החדש.",""
"70.0","45.0","""Shall we play?"" you ask.","""מתחילים לשחק?"" אתה שואל.",""
"70.0","46.0","You take your position at the table.","אתה תופס את מקומך סביב השולחן.",""
"71.0","1.0","Mr. Banksten","מר בנקסטן",""
"71.0","2.0","It's already open.","זה כבר פתוח.",""
"71.0","3.0","Don't leave now!","אתה לא עוזב עכשיו!",""
"71.0","4.0","""%m1, we've got a chair open for you.""","""%m1, שמרנו לך כיסא פנוי בשבילך.""",""
"71.0","5.0","""Hello, %m1. Have a seat. Welcome to our friendly little poker game.""","""שלום, %m1. התכבד ושב. ברוך הבא למשחק הפוקר הקטן והחביב שלנו.""",""
"71.0","6.0","If you sit here, you'll miss the chair and hit the floor.","אם תשב כאן, אתה תפספס את הכיסא ותשתטח על הרצפה.",""
"71.0","7.0","Frank welcomes you back to the game...","פרנק מברך אותך על שובך למשחק...",""
"71.0","8.0","""Hello again, %m1. I believe you know everyone here.""","""שוב שלום,  %m1. אני מאמין שאתה מכיר פה את כולם.""",""
"71.0","9.0","This time, you look carefully at Frank as he shuffles the cards. Cold chills race down your spine and a blast of adrenalin surges through your body as you realize he exactly matches the description of Jessie Bains!","הפעם, אתה מתבונן בתשומת לב בפרנק מערבב את הקלפים. צינה קרה חולפת בגבך ופרץ אדרנלין גועש בקרבך ברגע שאתה מבין שהוא תואם אחד לאחד לתיאור של ג'סי ביינס!",""
"71.0","10.0","""The Death Angel!""","""מלאך המוות!""",""
"71.0","11.0","You are ","אתה ",""
"71.0","12.0","%m11sitting.","%m11יושב.",""
"71.0","13.0","%m11standing.","%m11עומד.",""
"71.0","14.0","""Well, %m1,"" says Frank. ""You're a poker player after my own heart!""","""ובכן,%m1,"" אומר פרנק. ""אתה שחקן פוקר כלבבי!""",""
"71.0","15.0","Frank then asks, ""Whitey (if I may call you that), I understand you may be looking for work?""","פרנק שואל לפתע, ""ווייטי (אם יורשה לי לקרוא לך ככה), אני מבין שאתה מחפש עבודה?""",""
"71.0","16.0","""Very good! I like your style.""","""יפה מאוד! אני אוהב את הסגנון שלך.""",""
"71.0","17.0","""A simple 'yes' or 'no' would suffice, Whitey!""","""אני אסתפק בתשובה פשוטה של 'כן' או 'לא', ווייטי!""",""
"71.0","18.0","""How would you like to join me in my suite for a drink, Whitey?"" asks Frank. ""I've a business proposition to discuss with you.""","""מה דעתך להתלוות אלי למשקה בסוויטה שלי, ווייטי?"" שואל פרנק באגביות. ""יש לי הצעה עסקית שלא תוכל לסרב לה.""",""
"71.0","19.0","","",""
"71.0","20.0","""Well, %m1? ","""ובכן, %m1? ",""
"71.0","21.0","""Great! Follow me.""","""נהדר! בוא אחרי.""",""
"71.0","22.0","%m20Are you interested?""","%m20אתה מעוניין?""",""
"71.0","23.0","%m20What do ya say?""","%m20מה אתה אומר?""",""
"71.0","24.0","%m20Let's go, shall we?""","%m20אז מה אומר, הולכים?""",""
"71.0","25.0","Well, you blew that one!","ובכן, פישלת בגדול!",""
"71.0","26.0","Your undercover assignment has quickly ended, and now you're locked in a room with these guys!","המשימה החשאית שלך הסתיימה במהירות, וכעת אתה נעול בחדר אחד עם החבר'ה האלה!",""
"71.0","27.0","Better luck next time.","בהצלחה בפעם הבאה.",""
"71.0","28.0","Three men are seated around a lone card table in the middle of the room.","שלושה אנשים יושבים סביב שולחן קלפים בודד במרכז החדר.",""
"71.0","29.0","A single, shaded light hangs over the table.","מנורת אהיל בודדה תלויה מעל השולחן.",""
"71.0","30.0","The floor is bare.","הרצפה חשופה.",""
"71.0","31.0",", %m1!"" says Frank. ""Consider our relationship terminated.""",", %m1!"" אומר פרנק. ""ראה את מערכת היחסים בינינו כמבוטלת.""",""
"71.0","32.0","""Hello, Mr. Banksten. Come on over and have a seat.""","""שלום, מר בנקסטן. גש הנה ותפוס מקום.""",""
"71.0","33.0","You sneak a glance under the table, but see nothing unusual.","אתה מגניב מבט מתחת לשולחן, אך לא רואה שום דבר חריג.",""
"71.0","34.0","If you do that now, you may not remember anything for the rest of your life.","אם תעשה את זה עכשיו, יתכן ולא תזכור דבר לשארית חייך.",""
"71.0","35.0","The game is over; greater things await you elsewhere.","המשחק נגמר; אתה נועדת לגדולות אבל לא כאן.",""
"71.0","36.0","""I have no respect for someone who plays poker as badly as you%m31","""אינני רוחש כבוד כלפי שחקני פוקר גרועים כמוך%m31",""
"71.0","37.0","""I have no respect for quiters%m31","""אין בי טיפת הערכה לתבוסתנים%m31",""
"72.0","1.0","Carefully, you admonish your suspect of his ""Miranda"" rights.","בכובד ראש, אתה מקריא לחשוד את זכויות העצור.",""
"72.0","2.0","""You have the right to remain silent.""","""אתה רשאי לשמור על זכות השתיקה.""",""
"72.0","3.0","""What you say may be used against you in a court of law.""","""כל מה שתגיד עלול לשמש נגדך בבית המשפט.""",""
"72.0","4.0","""You have the right to an attorney.""","""אתה רשאי לדבר עם עורך דין.""",""
"72.0","5.0","""If you cannot afford an attorney, one will be appointed to represent you before questioning, if you wish.""","""אם אתה לא יכול להרשות לעצמך עורך דין, בית המשפט ימנה בשבילך אחד לפני החקירה, אם תרצה בכך.""",""
"72.0","6.0","Due to your failure to admonish your suspect to his constitutional right to remain silent, the information you just obtained will be inadmissible as evidence, and will be drop-kicked by the Honorable Judge Palmer across the Clearwater River.","כתוצאה מכשלונך המהדהד באזהרת החשוד בזכות השתיקה המוקנית לו בחוק, המידע שזה עתה השגת יהיה בלתי קביל כראיה, ויבעט על ידי כבוד השופטת פאלמר מעבר לנהר המים-צלולים.",""
"73.0","1.0","""That sounds like a good idea, Honey!"" says Sweet Cheeks Marie, ""but I thought we were on duty!""","""זה נשמע כמו רעיון מצויין, מותק! אומרת מרי לחיים מתוקות, ""אבל חשבתי שאנחנו בתפקיד!""",""
"73.0","2.0","Sweet Cheeks is, hmmmm, an intensely good-looking female-type unit. As you ogle her shapely figure, your imagination numbs your conscious mind, sending you into a lecherous dream world.","לחיים מתוקות הינה, הממממ, נערה יפייפיה ולוהטת. כשאתה לוטש עיניך בדמותה החטובה, מחשבותיך נישאות על כנפי הדמיון, ושולחות אותך אל עולם חלומות שטוף זימה.",""
"73.0","3.0","SC %v242/%v243 ","SC %v242/%v243 ",""
"73.0","4.0","""Whee!""","""וויי!""",""
"73.0","5.0","""Isn't this fun, darlin'?"" Sweet Cheeks whispers into your ear.","""נכון שזה כיף, יקירי?"" לוחשת לחיים מתוקות באוזניך.",""
"73.0","6.0","""All I know is what I told you at Wino Willy's, Sweet Pea!""","""כל מה שאני יודע זה מה שאמרתי לך ביששכר השיכור, דובשנית שלי!""",""
"73.0","7.0","""Why, darlin', street corners ain't got phones!""","""למה, יקירי, בפינות רחוב אין טלפונים!""",""
"73.0","8.0","""Honey, I only do mink-lined handcuffs.""","""מתוקה, אני משתמש באזיקים מרופדים בלבד.""",""
"73.0","9.0","""I'm with you Big Guy!""","""אני איתך בחור גדול!""",""
"74.0","1.0","You admire the plush carpet.","אתה מתפעל מהשטיח הקטיפתי.",""
"74.0","2.0","Is this an endless flight of stairs?","האם גרם המדרגות הזה הוא אינסופי?",""
"74.0","3.0","People who enjoy aerobic activity use the stairs.","אנשים שנהנים מפעילות אירובית משתמשים במדרגות.",""
"74.0","4.0","It's just a flight of stairs. Most buildings over one story tall have them.","גרם מדרגות לכל דבר ועניין. בכל בניין בן שתי קומות ומעלה יש כזה.",""
"74.0","5.0","You know quite well you can accomplish two goals by using these stairs. You can get to the top and increase your heart rate at the same time.","אתה יודע בתוך תוכך שבאמצעות טיפוס במדרגות תכבוש שתי מטרות. גם תגיע למעלה וגם תגביר את קצב פעימות הלב בעת ובעונה אחת.",""
"74.0","6.0","You look under the stairs and see cobwebs and dust. You think someone should discuss with the janitor about cleaning this area.","אתה מסתכל מתחת למדרגות ורואה אבק וקורי עכביש. אתה מהרהר בדבר הצורך לעורר את תשומת ליבו של המנקה בנוגע לניקיון המקום.",""
"74.0","7.0","You carefully look under the stairs and find nothing!","אתה בוחן בעיון את השטח שמתחת למדרגות ולא מוצא דבר!",""
"74.0","8.0","You look under the stairs and find that you have wasted your time.","אתה מביט מתחת למדרגות ומבין שבזבזת את זמנך לריק.",""
"74.0","9.0","You can't! (It just looks like you could.)","אתה לא יכול! (זה רק נראה שאתה יכול.)",""
"74.0","10.0","It's an steel banister welded at the joints.","זהו מעקה פלדה מעוגן לקרקע.",""
"74.0","11.0","This is heavy-duty, royal blue, short-pile, all-nylon, commercial-type carpet.","זהו שטיח מסחרי גדול וכבד, בעל סיבי ניילון נמוכים, בצבע כחול מלכותי.",""
"74.0","12.0","Sonny! Are you a cop or a kid? If you're looking for a thrill ride, seek out your nearest amusement park!","בני! אתה ילד או שוטר? אם אתה מחפש רכבת הרים, גש לפארק השעשועים הקרוב לביתך!",""
"74.0","13.0","They ARE boring, aren't they!?","הם מה זה משעממים, נכון!?",""
"74.0","14.0","And you thought there were no stairways in Lytton!","ואתה חשבת שאין מדרגות בלייטון!",""
"74.0","15.0","It looks like something from an old French movie. Don't you just love rococo ironwork?","זה נראה כאילו מתוך סרט צרפתי ישן. נכון שאתה מת על אמנות רוקוקו?",""
"74.0","16.0","You see ceiling.","אתה רואה תקרה.",""
"74.0","17.0","In a soft voice, you whisper into your ""pen,"" ""be advised, in stairwell with Bains.""","בקול שקט, אתה לוחש לתוך ה""עט"" שלך, ""שימו לב, במדרגות עם ביינס.""",""
"75.0","1.0","Gene","ג'ין",""
"75.0","2.0","Otto","אוטו",""
"75.0","3.0","Frank","פרנק",""
"75.0","4.0","Whitey","ווייטי",""
"75.0","5.0","You have $%v170%v171.     Pot is %v234 chips.  ","יש לך $%v170%v171. בקופה יש %v234 ז'יטונים.  ",""
"75.0","6.0","","",""
"75.0","7.0","All antes are in.","כל ההימורים בפנים.",""
"75.0","8.0","""What's your hurry,\nWhitey?""","""לאן אתה ממהר,\nווייטי?""",""
"75.0","9.0","","",""
"75.0","10.0","","",""
"75.0","11.0","One Pair","זוג",""
"75.0","12.0","Two Pair","זוגיים",""
"75.0","13.0","Three of\na kind","שלישיה",""
"75.0","14.0","Straight","רצף",""
"75.0","15.0","Flush","צבע",""
"75.0","16.0","Full\nHouse","תפוסה\nמלאה",""
"75.0","17.0","Four of\na kind","רביעיה",""
"75.0","18.0","Straight\nflush","רצף-צבע",""
"75.0","19.0","Royal\n Flush","רצף מלכותי",""
"75.0","20.0","","",""
"75.0","21.0","Wins    ","מנצח    ",""
"75.0","22.0","Folds   ","פורש",""
"75.0","23.0","Shuffles","מערבב",""
"75.0","24.0","Deals   ","מחלק   ",""
"75.0","25.0","        ","",""
"75.0","26.0","%s2 calls.","%s2 משווה.",""
"75.0","27.0","%s2 bets %v236.","%s2 מהמר %v236.",""
"75.0","28.0","%s2 passes.","%s2 מוותר.",""
"75.0","29.0","%s2 raises %v206.","%s2 מעלה %v206.",""
"75.0","30.0","%s2 stands.","%s2 מציב.",""
"75.0","31.0","","",""
"75.0","32.0","How many $10 chips (%v207-%v152)? ","כמה ז'יטונים של $10 (%v207-%v152)? ",""
"75.0","33.0","%s2 folds.","%s2 פורש.",""
"75.0","34.0","","",""
"75.0","35.0","%s2 takes %v158 cards.","%s2 לוקח %v158 קלפים.",""
"75.0","36.0","How many cards (0-3)? ","כמה קלפים (0-3)? ",""
"75.0","37.0","Which card to discard (1-5)? ","מאיזה קלף להיפטר (1-5)? ",""
"75.0","38.0","First card to discard (1-5)? ","קלף ראשון לזריקה (1-5)? ",""
"75.0","39.0","Second card to discard? ","קלף שני לזריקה? ",""
"75.0","40.0","Last card to discard? ","קלף אחרון לזריקה? ",""
"75.0","42.0","Here's your bucks...","הא לך זוזים...","לא מופיע במשחק המקורי! תוספת של צביקה :-)"
"76.0","1.0","You cautiously follow ""Mr. Jessie Bains"" up the flight of stairs.","אתה עוקב בחשאי אחר ""מר ג'סי ביינס"" במעלה המדרגות.",""
"76.0","2.0","The door is already open.","הדלת כבר פתוחה.",""
"76.0","3.0","An interesting manuever on your part has separated you from your suspect. Now what will you do?","תמרון מתוחכם מצידך הפריד בינך לבין החשוד. עכשיו מה תעשה?",""
"77.0","1.0","You cautiously follow ""Mr. Jessie Bains"" up the flight of stairs.","אתה עוקב בחשאי אחר ""מר ג'סי ביינס"" במעלה המדרגות.",""
"77.0","2.0","An interesting manuever on your part has separated you from your suspect. Now what will you do?","תמרון מתוחכם מצידך הפריד בינך לבין החשוד. עכשיו מה תעשה?",""
"78.0","1.0","You cautiously follow Jessie Bains up the flight of stairs.","אתה עוקב בחשאי אחר ג'סי ביינס במעלה המדרגות.",""
"78.0","2.0","The door is locked.","הדלת נעולה.",""
"78.0","3.0","An interesting manuever on your part has separated you from your suspect. Now what will you do?","תמרון מתוחכם מצידך הפריד בינך לבין החשוד. עכשיו מה תעשה?",""
"78.0","4.0","This door is labeled ""Basement.""","הדלת מסומנת ""מרתף.""",""
"78.0","5.0","This door is labeled ""Cocktail Lounge.""","הדלת מסומנת ""טרקלין קוקטיילים.""",""
"78.0","6.0","This door is labeled ""Second Floor.""","הדלת מסומנת ""קומה שניה.""",""
"78.0","7.0","You have no key to fit this door.","אין לך מפתח מתאים לדלת הזאת.",""
"79.0","1.0","Just then, the telephone rings in the next room.","באותו הרגע, צלצול טלפון נשמע מהחדר הסמוך.",""
"79.0","2.0","Bains draws his gun, and aims it directly at you! ""Hold it right there, PIG!"" he shouts. ""It seems one of our card-playing comrades recognizes your ugly mug from a minor misunderstanding he had with the heat a while back. You're about to find out just how much I hate cops!""","ביינס שולף את אקדחו, ומכוון אותו ישירות לכיוונך! ""אל תזוז, חזיר!"" הוא צורח. ""מסתבר שאחד מחברינו למשחקי הקלפים זיהה את פרצופך המכוער מאי הבנה קטנה שהיתה לו עם החוק לפני זמן מה. אתה עומד לגלות עד כמה אני שונא שוטרים!""",""
"79.0","3.0","Just then, a knock on the door diverts Bains' attention!","לא חולפת שניה, ודפיקה על הדלת מסיחה את תשומת ליבו של ביינס!",""
"79.0","4.0","You dive to the floor and struggle to remove the derringer from your cane. A loud ""CRASH"" and the door flies open. Your backups have arrived!","אתה צולל אל הרצפה ונאבק לחלץ את האקדח מהמקל. חבטה קולנית נשמעת והדלת נפתחת בתנופה. צוות הגיבוי הגיע!",""
"79.0","5.0","Bains is taken down in the barrage of gunfire.","ביינס נופל תחת מטר של אש.",""
"79.0","6.0","In the twinkling of an eye, the shootout is over. Sprawled unconcious on the carpet with a near-fatal belly wound, lies Jessie Bains, ""the Death Angel!""","כהרף עין, היריות פוסקות. על השטיח מוטל חסר הכרה עם פציעות בטן כמעט קטלניות ג'סי ביינס, ""מלאך המוות!""",""
"79.0","7.0","You step up to the bar and peruse the selection of beverages.","אתה צועד לעבר הבר ומעיין במבחר המשקאות.",""
"79.0","8.0","Unfortunately, you transmitted your location to your backups a few seconds too late. Bains has been stopped, but you died in the line of duty.","לרוע המזל, אתה משדר את מיקומך לגיבוי באיחור של כמה שניות. ביינס נעצר, אולם אתה נהרג בעת מילוי תפקידך.",""
"79.0","9.0","""Well, Mr. Banksten,"" says Bains, ""I have a little proposition for you that I know you'll love.""","""ובכן, מר בנקסטן,"" אומר ביינס, ""יש לי הצעה נחמדה בשבילך שאני בטוח שתאהב.""",""
"79.0","10.0","""I'm interested,"" you reply.","""אני מעוניין,"" אתה משיב.",""
"79.0","11.0","""Fix yourself a drink while I answer the phone,"" says Bains.","""תמזוג לעצמך משקה בזמן שאני עונה לטלפון,"" אומר ביינס.",""
"79.0","12.0","You whisper a soft ""Room 404"" into your ""pen,"" to tip your backups of your location.","אתה לוחש ""חדר 404"" חרישי לתוך ה""עט"" שלך, ומעדכן את צוות הגיבוי על מיקומך.",""
"79.0","13.0","You hope they have time to respond.","אתה מקווה שיהיה להם זמן להגיב.",""
"79.0","14.0","You whisper a soft ""Room 404"" into your empty shirt pocket.","אתה לוחש ""חדר 404"" חרישי לתוך כיס החולצה הריק שלך.",""
"79.0","15.0","Unfortunately, your failure to transmit your location has resulted in your untimely demise.","לרוע המזל, הכשלון שלך לשדר את מיקומך עולה לך במוות מיידי.",""
"80.0","1.0","Don't bother. You'd just be spinning your wheels!","אל תטרח. אתה סתם תעבוד על הילוך סרק.",""
"80.0","2.0","There is no answer.","אין תשובה.",""
"80.0","3.0","The door is locked.","הדלת נעולה.",""
"80.0","4.0","Someday you'd like to own a home in a neighborhood like this.","מתישהו תרצה להיות בעלים של דירה בשכונה כזאת.",""
"80.0","5.0","This is private property. You have no business here.","זה שטח פרטי. אין לך מה לחפש שם.",""
"81.0","1.0","Gene","ג'ין",""
"81.0","2.0","Otto","אוטו",""
"81.0","3.0","Frank","פרנק",""
"81.0","4.0","Whitey","ווייטי",""
"81.0","5.0","You have $%v170%v171.     Pot is %v234 chips.  ","יש לך $%v170%v171. בקופה יש %v234 ז'יטונים.  ",""
"81.0","6.0","","",""
"81.0","7.0","All antes are in.","כל ההימורים בפנים.",""
"81.0","8.0","""What's your hurry,\nWhitey?""","""לאן אתה ממהר,\nווייטי?""",""
"81.0","9.0","","",""
"81.0","10.0","","",""
"81.0","11.0","One Pair","זוג",""
"81.0","12.0","Two Pair","זוגיים",""
"81.0","13.0","Three of\na kind","שלישיה",""
"81.0","14.0","Straight","רצף",""
"81.0","15.0","Flush","צבע",""
"81.0","16.0","Full\nHouse","תפוסה\nמלאה",""
"81.0","17.0","Four of\na kind","רביעיה",""
"81.0","18.0","Straight\nflush","רצף\nצבע",""
"81.0","19.0","Royal\n Flush","רצף\nמלכותי",""
"81.0","20.0","","",""
"81.0","21.0","Wins    ","מנצח    ",""
"81.0","22.0","Folds   ","פורש",""
"81.0","23.0","Shuffles","מערבב",""
